parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set	possible_products
DB00472	Fluoxetine		Fluoxetine glucuronide	UDP-glucuronosyltransferases (UGTs)	DB00472	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	CN(CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O	Both	0.4915254237288136	train	CN(CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O.NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Oc1ccc(C(F)(F)F)cc1.CNCCC(=O)c1ccccc1.OCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Oc1ccc(C(F)(F)F)cc1.O=C(O)C1OC(ONCCC(Oc2ccc(C(F)(F)F)cc2)c2ccccc2)C(O)C(O)C1O.O=C(O)CC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
DB00542	Benazepril	DB14125	Benazeprilat		DB00542	CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O	O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21	DrugBank	0.8	train	O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21.CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O
DB00557	Hydroxyzine	DB00341	Cetirizine	Cytochrome P450 3A4, Cytochrome P450 3A5	DB00557	OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	DrugBank	0.7446808510638298	train	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB00599	Thiopental	DB00312	Pentobarbital		DB00599	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	DrugBank	0.7333333333333333	train	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O.CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
DB00624	Testosterone	DB01536	Androstenedione	Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 3A4	DB01420	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O	Both	0.6590909090909091	train	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O.CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12.CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12.CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12.CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12.CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O.CC12CCC3C(CCC4=CC(=O)CC(O)C43C)C1CCC2O.CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12.CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(O)CCC12.CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12.CC12CCC(=O)C=C1C(O)CC1C2CCC2(C)C(O)CCC12.CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
DB00637	Astemizole	DB06457	Tecastemizole	Cytochrome P450 3A4	DB00637	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1	DrugBank	0.6333333333333333	train	Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1.COc1ccc(CCN2CCC(Nc3nc4ccc(O)cc4n3Cc3ccc(F)cc3)CC2)cc1.Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1.COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
DB00688	Mycophenolate mofetil	DB01024	Mycophenolic acid	Liver carboxylesterase 1, Carboxylic ester hydrolase	DB00688	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	DrugBank	0.65625	train	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2.COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2.O=C(O)CN1CCOCC1.OCCN1CCOCC1.COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2.CC(=CCc1c(O)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O.COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2.COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)OC2.COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
DB00741	Hydrocortisone	DB14681	Cortisone	11-beta-hydroxysteroid dehydrogenase 1, 11-beta-hydroxysteroid dehydrogenase type 2	DB00741	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	DrugBank	0.6896551724137931	train	CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO.CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO.CC12CCC(=O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO.CC12CCC(O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(C(=O)O)C(O)C(O)C1O.CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO.CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)COC1OC(C(=O)O)C(O)C(O)C1O.CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO.CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO.CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO.CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
DB00780	Phenelzine	DB09269	Phenylacetic acid		DB00780	NNCCc1ccccc1	O=C(O)Cc1ccccc1	DrugBank	0.3333333333333333	train	O=C(O)Cc1ccccc1.NCCc1ccccc1.NNCCc1ccc(O)cc1.O=C(O)Cc1ccccc1.NNCCc1ccccc1
DB00780	Phenelzine	DB04325	Phenethylamine		DB00780	NNCCc1ccccc1	NCCc1ccccc1	DrugBank	0.5217391304347826	train	O=C(O)Cc1ccccc1.NCCc1ccccc1.NNCCc1ccc(O)cc1.O=C(O)Cc1ccccc1.NNCCc1ccccc1
DB04325	Phenethylamine	DB09269	Phenylacetic acid		DB00780	NCCc1ccccc1	O=C(O)Cc1ccccc1	DrugBank	0.375	train	O=C(O)Cc1ccccc1.NCCc1ccccc1
DB00795	Sulfasalazine	DB00244	Mesalazine		DB00795	O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	Nc1ccc(O)c(C(=O)O)c1	DrugBank	0.3137254901960784	train	Nc1ccc(O)c(C(=O)O)c1.Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1.CC(=O)Nc1ccc(O)c(C(=O)O)c1.Nc1ccc(S(=O)(=O)Nc2ccc(O)cn2)cc1.Nc1ccc(S(=O)(=O)Nc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cn2)cc1.O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DB00795	Sulfasalazine	DB00891	Sulfapyridine		DB00795	O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	DrugBank	0.5	train	Nc1ccc(O)c(C(=O)O)c1.Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1.CC(=O)Nc1ccc(O)c(C(=O)O)c1.Nc1ccc(S(=O)(=O)Nc2ccc(O)cn2)cc1.Nc1ccc(S(=O)(=O)Nc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cn2)cc1.O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DB00796	Candesartan cilexetil	DB13919	Candesartan		DB00796	CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	DrugBank	0.6708860759493671	train	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1.O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12.CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2C2OC(C(=O)O)C(O)C(O)C2O)cc1.CCOc1nc2cccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1.CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB00806	Pentoxifylline	DB12406	Lisofylline		DB12406	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	DrugBank	0.6818181818181818	train	CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O.Cn1cnc2c1c(=O)n(CCCCC(=O)O)c(=O)n2C.Cn1cnc2c1c(=O)n(CCCC(=O)O)c(=O)n2C.CC(=O)CCCCn1c(=O)c2[nH]cnc2n(C)c1=O.CC(O)CCCCn1c(=O)c2[nH]cnc2n(C)c1=O.CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
DB00829	Diazepam	DB14028	Nordazepam	Cytochrome P450 2C9, Cytochrome P450 2B6, Cytochrome P450 2C19, Cytochrome P450 3A5, Cytochrome P450 3A4	DB00829	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1	DrugBank	0.5416666666666666	train	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1.CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21.OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1.O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O.CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DB00829	Diazepam	DB00231	Temazepam	Prostaglandin G/H synthase 1, Cytochrome P450 2C19	DB00829	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	Both	0.5918367346938775	train	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1.CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21.OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1.O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O.CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DB00860	Prednisolone	DB00635	Prednisone		DB15566	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	DrugBank	0.6896551724137931	train	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO.CC12C=CC(=O)C=C1C=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO.CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO.CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO.CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
DB00907	Cocaine	DB01515	Benzoylecgonine		DB00907	COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C	CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2	DrugBank	0.8	train	CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2.COC(=O)C1C2CCC(CC1C(=O)Oc1ccccc1)N2.CCOC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C.COC(=O)C1C2CCC(CC1OC(=O)c1ccccc1)N2.COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
DB00956	Hydrocodone	DB00327	Hydromorphone	Cytochrome P450 2D6, Cytochrome P450 2B6, Cytochrome P450 2C19	DB15465	COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	Both	0.7777777777777778	train	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5.COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314.COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341.O=C1CCC2C3Cc4ccc(O)c5c4C2(CCN3)C1O5.CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3C1C5.CN1CCC23c4c5ccc(OS(=O)(=O)O)c4OC2C(=O)CCC3C1C5.COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314
DB01020	Isosorbide mononitrate	DB09401	Isosorbide		DB01020	O=[N+]([O-])OC1COC2C(O)COC12	OC1COC2C(O)COC12	DrugBank	0.5	train	OC1COC2C(O)COC12.O=C(O)C1OC(OC2COC3C(O[N+](=O)[O-])COC23)C(O)C(O)C1O.O=[N+]([O-])OC1COC2C(O)COC12
DB01022	Phylloquinone	DB12148	Menatetrenone	UbiA prenyltransferase domain-containing protein 1	DB01022	CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O	DrugBank	0.6122448979591837	train	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O.CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)CO.CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)C(=O)O.CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCC(=O)O.CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C(=O)O.CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C
DB01039	Fenofibrate	DB13873	Fenofibric acid	Liver carboxylesterase 1	DB01039	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O	DrugBank	0.6666666666666666	train	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O.CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O.CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)O.CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O.CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
DB01086	Benzocaine	DB02362	Aminobenzoic acid		DB01086	CCOC(=O)c1ccc(N)cc1	Nc1ccc(C(=O)O)cc1	DrugBank	0.4814814814814814	train	Nc1ccc(C(=O)O)cc1.CCOC(=O)c1ccc(NC(C)=O)cc1.CCOC(=O)c1ccc(NO)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CCOC(=O)c1ccc(N)cc1
DB01149	Nefazodone	DB12110	m-Chlorophenylpiperazine	Cytochrome P450 3A4	DB01149	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1	Clc1cccc(N2CCNCC2)c1	Both	0.3387096774193548	train	Clc1cccc(N2CCNCC2)c1.CC(O)c1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.CCc1nn(CCC=O)c(=O)n1CCOc1ccccc1.CCc1nn(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.CCc1nn(CCCO)c(=O)n1CCOc1ccccc1.CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
