parent_smiles	parent_name	child_name	child_smiles	set
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	Verapamil	M9 (D-703)	COc1cc(C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O	train
OCCc1ccc2ccc3cccc4ccc1c2c34	2‐(pyren‐1‐yl)ethanol		O=S(=O)(O)OCCc1ccc2ccc3cccc4ccc1c2c34	train
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12	Bufuralol	1'2'-Ethenylbufuralol	C=Cc1cccc2cc(C(O)CNC(C)(C)C)oc12	train
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	Nicardipine	De-benzylated nicardipine	CNCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	train
O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12	6,7-Dihydroxyflavone		O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3cc2O)C(O)C(O)C1O	train
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	Carvedilol		COc1ccccc1OCCNCC(COc1cccc2[nH]c3ccccc3c12)OC1OC(C(=O)O)C(O)C(O)C1O	train
Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	4-nitro-3-(trifluoromethyl)aniline	2-amino5-nitro-4-(trifluoromethyl)phenol	Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1O	train
Cc1ccccc1-n1c(C)nc2ccccc2c1=O	methaqualone	hydroxy-methaqualone	Cc1cc(O)ccc1-n1c(C)nc2ccccc2c1=O	train
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	NE-100		CCCN(CCC)CCc1ccc(OC)c(OCCc2cccc(O)c2)c1	train
O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12	reduced_dolasetron	6-Hydroxydolasetron	O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2cc(O)ccc12	train
CNCCC(Oc1ccccc1C)c1ccccc1	(s)-tomoxetine	N-Desmethyl-(s)-tomoxetine	CNCCC(Oc1ccccc1CO)c1ccccc1	train
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1	linomide	4-hydroxy-N-(4-hydroxyphenyl)-N,1-dimethyl-2-oxo-1,2-dihydroquinoline-3-carboxamide	CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccc(O)cc1	train
CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13O	Hydroxyoxid acid		CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13OC1OC(C(=O)O)C(O)C(O)C1O	train
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O	Retinoic acid, all-trans	5,6-Epoxy-retinoic acid	CC(C=CC12OC1(C)CCCC2(C)C)=CC=CC(C)=CC(=O)O	train
CC=CCC(C)C(O)C1C(O)=NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(COCCO)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	sdz_imm_125		CC=CCC(C)C(O)C1C(O)=NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(O)=NC(C(C)C)C(=O)N(C)C(CC(C)C)C(O)=NC(C)C(O)=NC(COCCO)C(=O)N(C)C(CC(C)C)C(O)=NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	train
COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	Norverapamil	2-(3,4-dimethoxyphenyl)acetaldehyde	COc1ccc(CC=O)cc1OC	train
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	Sorafenib		CNC(=O)c1cc(Oc2ccc(NC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)C3OC(C(=O)O)C(O)C(O)C3O)cc2)ccn1	train
CN(C)CCC=C1c2ccccc2CCc2ccccc21	amitriptyline	Nortriptyline	CNCCC=C1c2ccccc2CCc2ccccc21	train
O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12	3,7-Dihydroxyfavone		O=C(O)C1OC(Oc2c(-c3ccccc3)oc3cc(O)ccc3c2=O)C(O)C(O)C1O	train
CNC1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)CC1OC	schembl3207291		CNC1CN(c2ccc3c(n2)N(c2nccs2)CC(C(=O)O)C3=O)CC1OC	train
O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCc3ccccc3)ccc12	dibenzylfluorescein	Fluorescein benzyl ester	O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12	train
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1	clindamycin	clindamycin sulfoxide	CCCC1CC(C(=O)NC(C(C)Cl)C2OC([S+](C)[O-])C(O)C(O)C2O)N(C)C1	train
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	Estradiol	2-hydroxyestradiol	CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O	train
CCOC(=O)C1(c2ccccc2)CCN(C)CC1	meperidine	normeperidine	CCOC(=O)C1(c2ccccc2)CCNCC1	train
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	simvastatin	3', 5'-Dihydrodiol	CCC(C)(C)C(=O)OC1CC(C)C(O)C2=CC(O)C(C)C(CCC3CC(O)CC(=O)O3)C21	train
Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1	(2S,3R)-3-(4-Hydroxy-phenyl)-2-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-2,3-dihydro-benzo[1,4]oxathiin-6-ol		[O-][S+]1c2cc(O)ccc2OC(c2ccc(OCCN3CCCCC3)cc2)C1c1ccc(O)cc1	train
CCCCCC=CC(C=CCCCCCCCC(=O)O)OO	(11S)-11-hydroperoxylinoleic acid		CCCCCC=CC(C=CCCCCCCCC(=O)O)OOSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	train
NNC(=O)c1ccncc1	Isonicotinoylhydrazine		O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1	train
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	Sulfamethoxazole		CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1	train
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O	roxithromycin		CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O	train
CC(Cc1ccccc1)NCCC#N	Fenproporex	amphetamine	CC(N)Cc1ccccc1	train
O=S(=O)(Nc1ccc(CCNCC(O)c2cccnc2)cc1)c1ccc(C2=NC(c3ccc(C(F)(F)F)cc3)=CC2)cc1	compound_1	M2	O=S(=O)(Nc1ccc(CCNCC(O)c2ccc[n+]([O-])c2)cc1)c1ccc(C2=NC(c3ccc(C(F)(F)F)cc3)=CC2)cc1	train
c1ccc(C2(N3CCCCC3)CCCCC2)cc1	phencyclidine	PCHP	OC1CCN(C2(c3ccccc3)CCCCC2)CC1	train
COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1	omeprazole	Omeprazole sulfone	COc1ccc2nc(S(=O)(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	train
O=C(O)CC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid	(3Z)â€5â€{3â€benzenesulfonamidoâ€5â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid	O=C(O)CC=CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1	train
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1	Ketobemidone	Ketobemidone sulfate	CCC(=O)C1(c2cccc(OS(=O)(=O)O)c2)CCN(C)CC1	train
CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O	2-hydroxyestradiol	3-O-methoxyestradiol	COc1cc2c(cc1O)C1CCC3(C)C(O)CCC3C1CC2	train
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC	deoxypodophyllotoxin		COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC	train
COc1ccc(-c2oc3cc(O)ccc3c(=O)c2O)cc1OC	3,7-Dihydroxy-3p,4p-dimethoxyflavone		COc1ccc(-c2oc3cc(OC4OC(C(=O)O)C(O)C(O)C4O)ccc3c(=O)c2O)cc1OC	train
CC(c1cc2ccccc2s1)N(O)C(N)=O	(-)-zileuton	Zileuton sulfoxide	CC(c1cc2ccccc2[s+]1[O-])N(O)C(N)=O	train
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1	O-demethylencainide	N,O-didemethylencainide	O=C(Nc1ccccc1CCC1CCCCN1)c1ccc(O)cc1	train
CC(=O)Nc1ccc(O)cc1	Acetaminophen		CC(=O)Nc1ccc(OS(=O)(=O)O)cc1	train
CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	ethylmorphine	Norethylmorphine	CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341	train
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	(r)-bupropion	(2R)-2-(tert-butylamino)-1-(3-chloro-4-hydroxyphenyl)propan-1-one	CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1	train
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	haloperidol	Haloperidol pyridinium	O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1	train
O=C(O)C(F)Cl	chlorofluoroacetic acid	chloroacetyl-S-glutathione	NC(CCC(=O)NC(CSC(Cl)C(=O)O)C(=O)NCC(=O)O)C(=O)O	train
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C	Rabeprazole (rabeprazole_thioether)	Rabeprazole	COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C	train
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	(+)-bisoprolol	(+)-bisoprolol, O-deisopropyl	CC(C)NCC(O)COc1ccc(COCCO)cc1	train
CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O	2-hydroxyestrone	3-O-methoxyestrone	COc1cc2c(cc1O)C1CCC3(C)C(=O)CCC3C1CC2	train
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	(-)-etodolac	7-Hydroxyetodolac	CCc1c(O)ccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	train
CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C	CTK0G1203		CC(N=C(N=c1cc[nH]cc1)NC(N)=O)C(C)(C)C	train
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C	hyocholic acid	hyocholic acid 24-O-glucuronide	CC(CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C	train
CNC(=O)Oc1cccc2c1OC(C)(C)C2	Carbofuran	e-hydroxy-carbofuran	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	train
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1	parathion	Paraoxon	CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1	train
[O-][S+](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1	2Ã¢â‚¬Â[(S)Ã¢â‚¬Â[4Ã¢â‚¬Â(cyclopropylmethoxy)pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl]methanesulfinyl]Ã¢â‚¬Â5Ã¢â‚¬ÂfluoroÃ¢â‚¬Â1HÃ¢â‚¬Â1,3Ã¢â‚¬Âbenzodiazole	Sulphone	O=S(=O)(Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1	train
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	perphenazine	Perphenazine sulfoxide	[O-][S+]1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21	train
OCc1cc2ccc3cccc4ccc(c1)c2c34	2-hydroxymethylpyrene		O=S(=O)(O)OCc1cc2ccc3cccc4ccc(c1)c2c34	train
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12	Dibenz[a,j]acridine	3,4-DHD	Oc1ccc2c(ccc3nc4ccc5ccccc5c4cc32)c1O	train
Cc1ccccc1C	o-xylene	2,3-Dimethylphenol	Cc1ccc(O)cc1C	train
CC1(C)C(=O)C2(C)CC1CC2O	fenchone metabo3		CC1(C)C(=O)C2(C)CC1CC2OC1OC(C(=O)O)C(O)C(O)C1O	train
COc1cc([N+](=O)[O-])ccc1NN=C(C(C)=O)C(=O)Nc1ccccc1OC	schembl12998564	py74-M1	COc1cc([N+](=O)[O-])ccc1NN=C(C(C)=O)C(=O)Nc1ccc(O)cc1OC	train
N#Cc1cccc2sc(C(=O)NC(=N)N)cc12	KR-33028	5-hydroxy-KR-33028	N#Cc1c(O)ccc2sc(C(=O)NC(=N)N)cc12	train
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1	cerivastatin		COCc1c(C(C)CO)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1	train
CCCCCC=CCC=CCCCCCCCC(=O)O	Linoleic acid	Leukotoxin	CCCCCC=CCC1OC1CCCCCCCC(=O)O	train
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	zinc38309998		CCC(C)(C)C(=O)OC1CC(C)C(O)=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21	train
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	Chlorpromazine	Chlorpromazine N-glucuronide	C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1OC(C(=O)O)C(O)C(O)C1O	train
O=[N+]([O-])c1ccc(CCBr)cc1	4-nitrophenethyl bromide	4-nitrophenethyl-glutathione	NC(CCC(=O)NC(CSCCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O	train
Cn1c(NO)nc2ncc(-c3ccccc3)cc21	N2-OH-PhIP	N2-OH-PhIP-N2-glucuronide	Cn1c(NOC2OC(C(=O)O)C(O)C(O)C2O)nc2ncc(-c3ccccc3)cc21	train
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	imatinib	N-desmethylimatinib	Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	train
CN1C(=O)N=C(O)C(C)(C2=CC(=O)CCC2)C1=O	3p-Oxohexobarbital		CN1C(=O)N=C(O)C(C)(C2(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CCCC(=O)C2)C1=O	train
O=C(O)Cc1ccc(O)cc1	4-hydroxyphenylacetic acid	2-Phenylacetic acid	O=C(O)Cc1ccccc1	train
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	Aprindine	Desethylaprindine	CCNCCCN(c1ccccc1)C1Cc2ccccc2C1	train
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	zafirlukast	cyclopentyl NÃ¢â‚¬Â[1Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)indolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate	COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12	train
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1	Esfenvalerate	4'-OH-esfenvalerate	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(O)cc2)c1)c1ccc(Cl)cc1	train
O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32	4-nitropyrene	4-aminopyrene	Nc1cc2cccc3ccc4cccc1c4c32	train
Cc1ccc(O)cc1	4-Methylphenol		Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	train
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1	nefazodone		Clc1cccc(N2CCNCC2)c1	train
Cc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1	3-Hydroxy-6-methylflavone		Cc1ccc2oc(-c3ccccc3)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1	train
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	risperidone		Fc1ccc2c(C3CCNCC3)noc2c1	train
C=CCc1ccc(OC)c(OC)c1	methyleugenol	1Ã¢â‚¬Ëœ-hydroxylate methyleugenol	C=CC(O)c1ccc(OC)c(OC)c1	train
CC(OC1OCCN(Cc2nc(O)n[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	aprepitant	5‐{[(2S,3S)‐3‐(4‐fluorophenyl)‐2‐hydroxymorpholin‐4‐yl]methyl}‐2,4‐dihydro‐1,2,4‐triazol‐3‐one	Oc1n[nH]c(CN2CCOC(O)C2c2ccc(F)cc2)n1	train
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1	Flavopiridol		CN1CCC(c2c(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1	train
CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1	onapristone		CNc1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1	train
CC(C(=O)O)c1ccc2cc(O)ccc2c1	O-Desmethylnaproxen		CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2cc(O)ccc2c1	train
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	Lumiracoxib	Lumiracoxib O-glucuronide	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1	train
CC1=CCC2C(C1)C2(C)C	(+)-3-carene	3-Caren-10-ol	CC1(C)C2CC=C(CO)CC21	train
COc1ccc2nc3ccc(=O)cc-3oc2c1	7-Methoxyresorufin	Resorufin	O=c1ccc2nc3ccc(O)cc3oc-2c1	train
Cc1ccnc2c1N=C(O)c1cc(O)cnc1N2C1CC1	8-Hydroxynevirapine	8-Hydroxynevirapine O-glucuronide	Cc1ccnc2c1N=C(O)c1cc(OC3OC(C(=O)O)C(O)C(O)C3O)cnc1N2C1CC1	train
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	bromocriptine		CC(C)CC1C(=O)N2CC(O)CC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	train
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O	etoposide	Etoposide Catechol	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O	train
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1	(s)-azelastine	(s)-azelastine, N-desmethyl	O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C1CCCNCC1	train
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	(R)-colchicine	2-demethyicolchicine	COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	train
Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F	Aminoflavone, N4'-Hydroxyl	Aminoflavone, N4', N5-dihydroxy	Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F	train
Oc1ccccc1-c1ccccc1	2-phenylphenol	2,5-dihydroxybiphenyl	Oc1ccc(O)c(-c2ccccc2)c1	train
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	quinine		C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	train
Cc1ccccc1	toluene	p-Cresol	Cc1ccc(O)cc1	train
CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1	N-Acetylbenzidine	N-Acetylbenzidine, N-glucuronide	CC(=O)Nc1ccc(-c2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1	train
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C	sirolimus	12-OH-sirolimus	COC1CC2CC(O)C(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C	train
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O	Phloretin	Phloretin, 4p-OH-glucuronide	O=C(CCc1ccc(O)cc1)c1c(O)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1O	train
COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1	4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol	Tris-OH-M methoxychlor	Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1	train
Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F	Aminoflavone	Aminoflavone, C3-hydroxy	Cc1c(F)c(N)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F	train
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	Ketotifen	Ketotifen N-glucuronide	C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	train
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O	indinavir		CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccc(O)cc1)C(=O)NC1c2ccccc2CC1O	train
CC1C(=O)CC2(C(C)(C)O)CC12	7-Hydroxy-beta-thujone		CC1C(=O)CC2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC12	train
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	benzo[a]pyrene-7,8-diol		O=C(O)C1OC(Oc2c(O)ccc3c2cc2ccc4cccc5ccc3c2c45)C(O)C(O)C1O	train
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	Pregnenolone		CC(=O)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	train
