parent_id,child_id,origin
DB00252,DBMET00992,DB00252
DB00252,DBMET00991,DB00252
DB00252,DBMET00992,DB00252
DB00252,DBMET00991,DB00252
DB00352,DBMET01157,DB00352
DB00455,DBMET02792,DB00455
DB00461,DBMET02525,DB00461
DB00461,DBMET02532,DB00461
DB00461,DBMET02532,DB00461
DB00461,DBMET02539,DB00461
DB00461,DBMET02542,DB00461
DB00461,DBMET02539,DB00461
DB00461,DBMET02542,DB00461
DB00476,DBMET00750,DB00476
DB00476,DBMET02509,DB00476
DB00476,DBMET00750,DB00476
DB00476,DBMET02509,DB00476
DB00526,DBMET03685,DB00526
DB00526,DBMET03687,DB00526
DB00526,DBMET03689,DB00526
DB00531,DBMET01125,DB00531
DB00549,DBMET01253,DB00549
DB00564,DBMET02600,DB00564
DB00582,DBMET01187,DB00582
DB15566,DBMET02856,DB15566
DB15566,DBMET02856,DB15566
DB00674,DBMET03157,DB00674
DB00675,DBMET02716,DB00675
DB00694,DBMET03409,DB00694
DB00694,DBMET03410,DB00694
DB00694,DBMET03409,DB00694
DB00694,DBMET03410,DB00694
DB00763,DBMET02765,DB00763
DB15566,DBMET02856,DB15566
DB15566,DBMET02856,DB15566
DB00949,DBMET01098,DB00949
DB00755,DBMET02552,DB00755
DB00993,DBMET02966,DB00993
DB00993,DBMET00769,DB00993
DB00997,DBMET03629,DB00997
DB00997,DBMET03630,DB00997
DB00997,DBMET03629,DB00997
DB00997,DBMET03630,DB00997
DB01026,DBMET02663,DB01026
DB01026,DBMET02664,DB01026
DB01026,DBMET02668,DB01026
DB01033,DBMET01158,DB01033
DB00352,DBMET01157,DB00352
DB01041,DB00142,DB01041
DB01041,DB02746,DB01041
DB01041,DB00142,DB01041
DB01041,DB02746,DB01041
DB01041,DB00142,DB01041
DB01041,DB02746,DB01041
DB01041,DB00142,DB01041
DB01041,DB02746,DB01041
DB01041,DB00142,DB01041
DB01041,DB02746,DB01041
DB00322,DB03904,DB00322
DB00322,DBMET03583,DB00322
DB00322,DBMET03587,DB00322
DB00322,DBMET03590,DB00322
DB00322,DBMET03587,DB00322
DB00322,DBMET03590,DB00322
DB12902,DBMET01150,DB12902
DB01238,DBMET02461,DB01238
DB01275,DBMET02824,DB01275
DB01283,DBMET01286,DB01283
DB01283,DBMET01287,DB01283
DB01283,DBMET01287,DB01283
DB06695,DBMET03392,DB06695
DB08882,DBMET02392,DB08882
DB08912,DBMET03513,DB08912
DB08912,DBMET03514,DB08912
DB08949,DBMET01489,DB08949
DB09081,DBMET01524,DB09081
DB00322,DBMET02006,DB00322
DB00322,DB03904,DB00322
DB11127,DBMET01463,DB11127
DB11127,DBMET01467,DB11127
DB11251,DBMET02037,DB11251
DB11637,DBMET01971,DB11637
DB11637,DBMET01971,DB11637
DB12095,DBMET03555,DB12095
DB13746,DBMET02079,DB13746
DB13746,DBMET02080,DB13746
DB13746,DBMET02081,DB13746
DB13746,DBMET02082,DB13746
DB13746,DBMET02083,DB13746
DB11251,DBMET02038,DB11251
DB11251,DBMET02037,DB11251
DB11251,DBMET02037,DB11251
DB15566,DBMET02856,DB15566
DB15566,DBMET02856,DB15566
DB11635,DBMET02322,DB11635
DB00461,DBMET02533,DB00461
DB00461,DBMET02533,DB00461
DB00675,DBMET02717,DB00675
DB00763,DBMET02767,DB00763
DB00949,DBMET01097,DB00949
DB00993,DBMET01007,DB00993
DB00993,DBMET02967,DB00993
DB00322,DBMET03588,DB00322
DB00322,DBMET03588,DB00322
DB00322,DBMET03585,DB00322
DB00322,DBMET03592,DB00322
DB00322,DBMET03592,DB00322
DB01283,DBMET01288,DB01283
DB08882,DBMET02393,DB08882
DB08949,DBMET01490,DB08949
DB11251,DBMET02038,DB11251
DB11251,DBMET02039,DB11251
DB13746,DBMET02084,DB13746
DB11251,DBMET02039,DB11251
DB11251,DBMET02038,DB11251
DB11251,DBMET02039,DB11251
DB11251,DBMET02038,DB11251
DB11251,DBMET02039,DB11251
DB11635,DBMET02323,DB11635
DB00322,DBMET03585,DB00322
DB00322,DBMET03585,DB00322
DB11251,DBMET02040,DB11251
DB11251,DBMET02040,DB11251
DB11251,DBMET02040,DB11251
DB11251,DBMET02040,DB11251
DB11635,DBMET02324,DB11635
