parent_name,child_name,parent_smiles,child_smiles,source,fps
(R)-1-(4-Methoxyphenyl)propan-2-amine,,COc1ccc(CC(C)N)cc1,CC(N)Cc1ccc(O)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
"1-Methyl-10-alpha-methoxy-9,10-dihydrolysergol",MDL,COC12CC(CO)CN(C)C1Cc1cn(C)c3cccc2c13,COC12CC(CO)CN(C)C1Cc1c[nH]c3cccc2c13,MetXBioDB,[0 0 0 ... 0 0 1]
"(S)-2-(2,6-Dichlorobenzamido)-3-(2',6'-dimethoxy-[1,1'-biphenyl]-4-yl)propanoic acid",,COc1cccc(OC)c1-c1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,COc1cccc(O)c1-c1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
Rabeprazole (rabeprazole_thioether),Rabeprazole,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,MetXBioDB,[0 0 0 ... 0 0 0]
Rabeprazole (rabeprazole_thioether),Desmethylrabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,Cc1c(OCCCO)ccnc1CSc1nc2ccccc2[nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
Dehydroxyzyleuton,Dehydroxyzyleuton sulfoxide,CC(NC(N)=O)c1cc2ccccc2s1,CC(NC(N)=O)c1cc2ccccc2[s+]1[O-],Both,[0 1 0 ... 0 1 0]
Dehydroxyzyleuton,(1S)â€1â€(6â€hydroxyâ€1â€benzothiophenâ€2â€yl)ethylurea,CC(NC(N)=O)c1cc2ccccc2s1,CC(NC(N)=O)c1cc2ccc(O)cc2s1,MetXBioDB,[0 1 0 ... 0 0 0]
"(2R,3S)-2-((R)-1-(3,5-Bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)morpholine",aprepitant_M2,CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(OC1OCC=NC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,MetXBioDB,[0 1 0 ... 0 0 0]
2-Methoxy-5-trifluoromethoxybenzylamine,"CP-919,230",COc1ccc(OC(F)(F)F)cc1CN,NCc1cc(OC(F)(F)F)ccc1O,MetXBioDB,[0 0 0 ... 0 0 0]
"3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2cc(O)co2)n1C,MetXBioDB,[0 0 0 ... 0 0 0]
"3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2occc2O)n1C,MetXBioDB,[0 0 0 ... 0 0 0]
"3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccc(O)o2)n1C,MetXBioDB,[0 0 0 ... 0 0 0]
"3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C,Cn1c(=O)c2c(nc(CO)n2C)n(Cc2ccco2)c1=O,MetXBioDB,[0 0 0 ... 0 0 0]
"3-(cyclohexylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C,Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCC(O)C2)n1C,MetXBioDB,[0 0 0 ... 0 0 0]
"3-(cyclohexylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C,Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1CO,MetXBioDB,[0 0 1 ... 0 0 0]
"3-(cyclohexylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C,Cn1c(=O)c2c(nc(CO)n2C)n(CC2CCCCC2)c1=O,MetXBioDB,[0 0 1 ... 0 0 0]
(-)-ethosuximide,,CCC1(C)CC(O)=NC1=O,CC(O)C1(C)CC(O)=NC1=O,MetXBioDB,[0 1 0 ... 0 0 0]
(-)-etodolac,6-Hydroxyetodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CCc1cc(O)cc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Both,[0 0 0 ... 0 0 0]
(-)-etodolac,7-Hydroxyetodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CCc1c(O)ccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Both,[0 0 0 ... 0 0 0]
(-)-limonene,Carveol,C=C(C)C1CC=C(C)CC1,C=C(C)C1CC=C(C)C(O)C1,Both,[0 0 0 ... 0 1 0]
(-)-limonene,Perillyl alcohol,C=C(C)C1CC=C(C)CC1,C=C(C)C1CC=C(CO)CC1,MetXBioDB,[0 0 0 ... 0 1 0]
(-)-pseudococaine,Norcocaine,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,COC(=O)C1C2CCC(CC1OC(=O)c1ccccc1)N2,MetXBioDB,[0 0 0 ... 0 0 0]
(-)-thalidomide,"cis, trans-5'-OH-thalidomide",O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,O=C1N=C(O)C(N2C(=O)c3ccccc3C2=O)CC1O,MetXBioDB,[0 0 0 ... 0 0 0]
(-)-thalidomide,5-OH-thalidomide,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,O=C1N=C(O)CCC1N1C(=O)c2ccc(O)cc2C1=O,MetXBioDB,[0 0 0 ... 0 0 0]
(-)-thalidomide,(-)-thalidomide arene oxide,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,O=C1N=C(O)CCC1N1C(=O)C2=CC3OC3C=C2C1=O,MetXBioDB,[0 0 0 ... 0 0 0]
(-)-zileuton,Zileuton sulfoxide,CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(c1cc2ccccc2[s+]1[O-])N(O)C(N)=O,Both,[0 1 0 ... 0 1 0]
(-)-zileuton,Hydroxyzileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(c1cc2ccc(O)cc2s1)N(O)C(N)=O,Both,[0 1 0 ... 0 0 0]
Perhexiline,cis-hydroxyperhexilline,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,OC1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,Both,[0 1 1 ... 0 0 0]
(+)-3-carene,3-Caren-10-ol,CC1=CCC2C(C1)C2(C)C,CC1(C)C2CC=C(CO)CC21,MetXBioDB,[0 0 0 ... 0 0 0]
(+)-3-carene,Carene epoxide,CC1=CCC2C(C1)C2(C)C,CC12CC3C(CC1O2)C3(C)C,MetXBioDB,[0 0 0 ... 0 0 0]
(+)-bisoprolol,"(+)-bisoprolol, O-deisopropyl",CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,CC(C)NCC(O)COc1ccc(COCCO)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
(+)-fipronil,f ipronil sulfone,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F,MetXBioDB,[0 0 0 ... 1 0 0]
(+)-halofantrine,"(+)-halofantrine, N-desbutyl",CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,CCCCNCCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,Both,[0 1 0 ... 1 0 0]
(+)-isothujone,4-hydroxy-isothujone,CC1C(=O)CC2(C(C)C)CC12,CC(C)C12CC(=O)C(C)(O)C1C2,MetXBioDB,[0 1 0 ... 0 0 0]
(+)-isothujone,7-hydroxy-isothujone,CC1C(=O)CC2(C(C)C)CC12,CC1C(=O)CC2(C(C)(C)O)CC12,MetXBioDB,[0 0 0 ... 0 0 0]
"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",Estradiol,COc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,MetXBioDB,[0 0 0 ... 0 0 0]
(2r)-1-(2-methoxyphenyl)propan-2-amine,,COc1ccccc1CC(C)N,CC(N)Cc1ccccc1O,MetXBioDB,[0 1 0 ... 0 0 0]
(2r)-1-(2-methoxyphenyl)propan-2-amine,,COc1ccccc1CC(C)N,COc1c(O)cccc1CC(C)N,MetXBioDB,[0 1 0 ... 0 0 0]
(2r)-1-(2-methoxyphenyl)propan-2-amine,,COc1ccccc1CC(C)N,COC1CCC(O)CC1CC(C)N,MetXBioDB,[0 1 0 ... 0 0 0]
(2r)-2-[4-(3-methylthiophen-2-yl)phenyl]propanoic acid,,Cc1ccsc1-c1ccc(C(C)C(=O)O)cc1,CC1=C(c2ccc(C(C)C(=O)O)cc2)SC(=O)C1,MetXBioDB,[0 1 0 ... 0 0 0]
"(2s,5s)-troglitazone","(2S)â€3â€(4â€{[(2S)â€6â€hydroxyâ€2,5,7,8â€tetramethylâ€3,4â€dihydroâ€1â€benzopyranâ€2â€yl]methoxy}phenyl)â€2â€(hydroxysulfanyl)propanecarbonyl isocyanate",Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC(SO)C(=O)N=C=O)cc1)O2,MetXBioDB,[0 1 0 ... 0 0 0]
Saquinavir,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(CO)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,Both,[0 1 0 ... 0 0 0]
Saquinavir,"(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)C1CC2CC(O)CCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,Both,[0 1 0 ... 0 0 1]
Saquinavir,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)C1CC2CCC(O)CC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,Both,[0 1 0 ... 0 0 1]
"(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid",(3Z)â€5â€{3â€benzenesulfonamidoâ€6â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid,O=C(O)CC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,O=C(O)CC=CCC1C2CC(CC2O)C1NS(=O)(=O)c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
"(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid",(3Z)â€5â€{3â€benzenesulfonamidoâ€5â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid,O=C(O)CC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,O=C(O)CC=CCC1C2CC(O)C(C2)C1NS(=O)(=O)c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
(r)-(+)-felodipine,Dehydrofelodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc(Cl)c1Cl,Both,[0 0 0 ... 0 0 0]
(R)-(-)-Mexiletine,"(R)-(-)-Mexiletine, p-hydroxyl",Cc1cccc(C)c1OCC(C)N,Cc1cc(O)cc(C)c1OCC(C)N,Both,[0 1 0 ... 0 0 0]
(R)-(-)-Mexiletine,"(R)-(-)-Mexiletine, m-hydroxyl",Cc1cccc(C)c1OCC(C)N,Cc1ccc(O)c(C)c1OCC(C)N,Both,[0 1 0 ... 0 0 0]
(R)-(-)-Mexiletine,"(R)-(-)-Mexiletine, 2-OH-hydroxymethyl",Cc1cccc(C)c1OCC(C)N,Cc1cccc(CO)c1OCC(C)N,Both,[0 1 0 ... 0 0 0]
(R)-(-)-Mexiletine,"(R)-(-)-Mexiletine, N-hydroxy",Cc1cccc(C)c1OCC(C)N,Cc1cccc(C)c1OCC(C)NO,Both,[0 1 0 ... 0 0 0]
(r)-azelastine,"(r)-azelastine, N-desmethyl",CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C1CCCNCC1,Both,[0 0 0 ... 0 0 0]
(r)-bupropion,(2R)-1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1,Both,[0 1 0 ... 0 0 0]
(r)-bupropion,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1,Both,[0 1 0 ... 0 0 0]
(r)-bupropion,(2R)-2-(tert-butylamino)-1-(3-chloro-4-hydroxyphenyl)propan-1-one,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1,Both,[0 1 0 ... 0 0 0]
(r)-bupropion,(2R)â€2â€(tertâ€butylamino)â€1â€(3â€chloroâ€5â€hydroxyphenyl)propanâ€1â€one,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1,MetXBioDB,[0 1 0 ... 0 0 0]
(r)-chloroquine,"(r)-chloroquine, N-desethyl",CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,Both,[0 1 0 ... 0 0 0]
(r)-enflurane,"2-(difluoromethoxy)-2,2-difluoroacetyl fluoride",FC(F)OC(F)(F)C(F)Cl,O=C(F)C(F)(F)OC(F)F,Both,[0 1 0 ... 0 0 0]
(r)-ketamine,Norketamine,CNC1(c2ccccc2Cl)CCCCC1=O,NC1(c2ccccc2Cl)CCCCC1=O,Both,[0 0 0 ... 0 0 0]
(r)-mda,Alpha-methyldopamine,CC(N)Cc1ccc2c(c1)OCO2,CC(N)Cc1ccc(O)c(O)c1,MetXBioDB,[0 1 0 ... 0 0 0]
(r)-metoprolol,alpha-Hydroxymetoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,COCC(O)c1ccc(OCC(O)CNC(C)C)cc1,Both,[0 1 0 ... 0 0 0]
(r)-metoprolol,O-Demethylmetoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,CC(C)NCC(O)COc1ccc(CCO)cc1,Both,[0 1 0 ... 0 0 0]
(r)-metoprolol,N_DEISOPROPYLATION,COCCc1ccc(OCC(O)CNC(C)C)cc1,COCCc1ccc(OCC(O)CN)cc1,Both,[0 1 0 ... 0 0 0]
(r)-trimipramine,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CNCC(C)CN1c2ccccc2CCc2ccccc21,MetXBioDB,[0 1 0 ... 0 0 0]
(r)-trimipramine,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(CN(C)C)CN1c2ccccc2CC(O)c2ccccc21,MetXBioDB,[1 1 0 ... 0 0 0]
(r)-trimipramine,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(CN(C)C)CN1c2ccccc2CCc2cc(O)ccc21,MetXBioDB,[0 1 0 ... 0 0 0]
(s)-(-)-carvedilol,4'-OH-carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1cc(O)ccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Both,[0 1 0 ... 0 0 0]
(s)-(-)-carvedilol,O-Desmethylcarvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Oc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Both,[0 1 0 ... 0 0 0]
(s)-(-)-carvedilol,5'-OH-carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1ccc(O)cc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Both,[0 1 0 ... 0 0 0]
(s)-(-)-carvedilol,8-OH-carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3c(O)cccc3c12,Both,[0 1 0 ... 0 0 0]
(s)-(+)-ibuprofen,2-Hydroxyibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C(=O)O)c1ccc(CC(C)(C)O)cc1,Both,[0 1 0 ... 0 0 0]
(s)-(+)-ibuprofen,3-Hydroxyibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(CO)Cc1ccc(C(C)C(=O)O)cc1,Both,[0 1 0 ... 0 0 0]
(s)-fluoxetine,(s)-Norfluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Both,[0 1 0 ... 0 0 0]
(s)-fluoxetine,p-Trifluoromethyl phenol,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Oc1ccc(C(F)(F)F)cc1,Both,[0 0 0 ... 0 0 0]
(s)-fluoxetine,3-(methylamino)-1-phenylpropan-1-one,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CNCCC(=O)c1ccccc1,Both,[0 0 0 ... 0 0 0]
(s)-flurbiprofen,4-OH-S-flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,Both,[0 1 0 ... 0 0 0]
(s)-hexobarbital,3'-OH-(S)-hexobarbital,CN1C(=O)N=C(O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,MetXBioDB,[0 0 0 ... 0 0 0]
(s)-mephobarbital,4-hydroxymephobarbital,CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,CCC1(c2ccc(O)cc2)C(=O)N(C)C(=O)N=C1O,MetXBioDB,[0 0 0 ... 0 0 0]
(s)-mephobarbital,phenobarbital,CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,MetXBioDB,[0 0 0 ... 0 0 0]
(s)-norfenfluramine,,CC(N)Cc1cccc(C(F)(F)F)c1,NCCc1cccc(C(F)(F)F)c1,MetXBioDB,[0 0 0 ... 0 0 0]
(s)-oxybutynin,2-cyclohexyl-2-phenylglycolic acid,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,O=C(O)C(O)(c1ccccc1)C1CCCCC1,Both,[0 0 1 ... 0 0 0]
(s)-oxybutynin,4-(diethylamino)but-2-yn-1-ol,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CCN(CC)CC#CCO,MetXBioDB,[0 0 0 ... 0 0 0]
(s)-oxybutynin,N-desethyloxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CCNCC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,Both,[0 0 1 ... 0 0 0]
(s)-propafenone,(S)-5-Hydroxypropafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1,Both,[0 1 0 ... 0 0 0]
(s)-propafenone,(S)-N-Despropylpropafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,NCC(O)COc1ccccc1C(=O)CCc1ccccc1,Both,[0 1 0 ... 0 0 0]
(s)-propafenone,(S)-4'-Hydroxypropafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccccc1C(=O)CCc1ccc(O)cc1,Both,[0 1 0 ... 0 0 0]
(s)-tomoxetine,4-Hydroxy-(s)-tomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,CNCCC(Oc1ccc(O)cc1C)c1ccccc1,Both,[0 1 0 ... 0 0 0]
(s)-tomoxetine,N-Desmethyl-(s)-tomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,CNCCC(Oc1ccccc1CO)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
(s)-tomoxetine,2-Hydroxy-(s)-tomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,Cc1ccccc1OC(CCNCO)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
(s)-venlafaxine,N-Desmethylvenlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(OC)cc1)C1(O)CCCCC1,Both,[0 1 1 ... 0 0 0]
(s)-venlafaxine,O-Desmethylvenlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Both,[0 1 1 ... 0 0 0]
[2-methyl-4-(o-tolylazo)phenyl]amine,4'-hydroxy-o-aminoazotoJuene,Cc1cc(N=Nc2ccccc2C)ccc1N,Cc1cc(N=Nc2ccc(O)cc2C)ccc1N,MetXBioDB,[0 0 0 ... 0 0 0]
[2-methyl-4-(o-tolylazo)phenyl]amine,2'-hydroxymethyl-3-raethyl-4-aminoazoberizene,Cc1cc(N=Nc2ccccc2C)ccc1N,Cc1cc(N=Nc2ccccc2CO)ccc1N,MetXBioDB,[0 0 0 ... 0 0 0]
[2-methyl-4-(o-tolylazo)phenyl]amine,N-hydroxy-oaminoazotohiene,Cc1cc(N=Nc2ccccc2C)ccc1N,Cc1ccccc1N=Nc1ccc(NO)c(C)c1,MetXBioDB,[0 0 0 ... 0 0 0]
1_4_cineole,,CC(C)C12CCC(C)(CC1)O2,CC(C)C12CCC(C)(O1)C(O)C2,MetXBioDB,[0 1 0 ... 0 0 0]
1_8_cineole,"2alpha-hydroxy-1,8-cineole",CC12CCC(CC1)C(C)(C)O2,CC1(C)OC2(C)CCC1CC2O,Both,[0 0 0 ... 0 0 0]
1_8_cineole,"3alpha-hydroxy-1,8-cineole",CC12CCC(CC1)C(C)(C)O2,CC12CCC(C(O)C1)C(C)(C)O2,Both,[0 0 0 ... 0 0 0]
1-(3-chlorophenyl)piperazine,2‐chloro‐4‐(piperazin‐1‐yl)phenol,Clc1cccc(N2CCNCC2)c1,Oc1ccc(N2CCNCC2)cc1Cl,Both,[0 0 0 ... 0 0 0]
