parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set	TB_Cluster	possible_products
DB00624	Testosterone	DBMET00562	Testosterone glucuronide	UDP-glucuronosyltransferase 2B17	DB01420	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12	Both	0.5737704918032787	train	1	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12.CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12
DB00624	Testosterone	DBMET00571	5-alpha-Dihydrotestosterone glucuronide		DB01420	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12	DrugBank	0.2916666666666667	train	1	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12.CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12
DB00982	Isotretinoin	DBMET03636	13-cis-Retinoyl-beta-glucuronide	UDP-glucuronosyltransferase 2B7	DB00755	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O	Both	0.6271186440677966	train	1	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O.CC(C=CC1=C(C)C=CCC1(C)C)=CC=CC(C)=CC(=O)O
DB13919	Candesartan	DBMET00005	O-Deethylated candesartan	Cytochrome P450 2C9	DB00796	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12	DrugBank	0.5882352941176471	train	1	O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12.CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2C2OC(C(=O)O)C(O)C(O)C2O)cc1.CCOc1nc2cccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DB13919	Candesartan	DBMET00006	Candesartan N2-glucuronide	UDP-glucuronosyltransferase 1A3	DB00796	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2C2OC(C(=O)O)C(O)C(O)C2O)cc1	DrugBank	0.6075949367088608	train	1	O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12.CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2C2OC(C(=O)O)C(O)C(O)C2O)cc1.CCOc1nc2cccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DB13919	Candesartan	DBMET00007	Candesartan O-glucuronide	Prostaglandin G/H synthase 1	DB00796	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	CCOc1nc2cccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	DrugBank	0.5802469135802469	train	1	O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12.CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2C2OC(C(=O)O)C(O)C(O)C2O)cc1.CCOc1nc2cccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DB00988	Dopamine	DBMET00587	Dopamine glucuronide		DB01235	NCCc1ccc(O)c(O)c1	NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1	Both	0.391304347826087	train	1	NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1.NCCc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1
DB01024	Mycophenolic acid	DBMET00917	Mycophenolic acid-7-O-glucuronide	UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A7, UDP-glucuronosyltransferase 1A1	DB00688	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2	Both	0.65625	train	1	COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2.COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)OC2
DB01024	Mycophenolic acid	DBMET00662	Mycophenolic acid-acyl glucuronide	UDP-glucuronosyltransferase 2B7	DB00688	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)OC2	DrugBank	0.671875	train	1	COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2.COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)OC2
DB13873	Fenofibric acid	DBMET02797	Fenofibryl Glucuronide	UDP-glucuronosyltransferase 1A9	DB01039	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O	DrugBank	0.54	train	1	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
DB00988	Dopamine	DBMET02451	Dopamine-3-O-glucuronide		DB01235	NCCc1ccc(O)c(O)c1	NCCc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1	DrugBank	0.4090909090909091	train	1	NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1.NCCc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1
DB01576	Dextroamphetamine	DBMET02222	Phenylacetone		DB01255	CC(N)Cc1ccccc1	CC(=O)Cc1ccccc1	DrugBank	0.3571428571428571	train	1	CC(=O)Cc1ccccc1
DB06700	Desvenlafaxine	DBMET02411	Desvenlafaxine O-glucuronide	UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 2B17	DB00285	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1	CN(C)CC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1	DrugBank	0.5	train	1	NCC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1.CN(C)CC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1
DB00446	Chloramphenicol	DBMET03169	Chloramphenicol Glucuronide		DB07565	O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	O=C(NC(COC1OC(C(=O)O)C(O)C(O)C1O)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	DrugBank	0.5517241379310345	train	1	O=C(NC(COC1OC(C(=O)O)C(O)C(O)C1O)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
DB06409	Morphine glucuronide	DBMET02018	morphine-3,6-diglucuronide		DB00318	CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5	OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCCC452)C(O)C(O)C1O	DrugBank	0.4634146341463415	train	1	OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCCC452)C(O)C(O)C1O
DB09526	Hydroquinone	DBMET02100	hydroquinone glucuronide		DB03255	Oc1ccc(O)cc1	O=C(O)C1C(O)C(O)C(O)C(O)C1Oc1ccc(O)cc1	DrugBank	0.2758620689655172	train	1	O=C(O)C1C(O)C(O)C(O)C(O)C1Oc1ccc(O)cc1
DB11282	Diethyltoluamide	DBMET01776	N,N-diethyl-m-hydroxymethylbenzamide	Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2D6, Cytochrome P450 2E1	DB11282	CCN(CC)C(=O)c1cccc(C)c1	CCN(CC)C(=O)c1cccc(CO)c1	Both	0.696969696969697	train	1	CCN(CC)C(=O)c1cccc(CO)c1
DB00654	Latanoprost	DBMET02014	1,2 dinor latanoprost acid	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial, 3-ketoacyl-CoA thiolase, peroxisomal, Enoyl-CoA hydratase, mitochondrial, Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	DB11660	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1	O=C(O)CC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1	DrugBank	0.6440677966101694	train	1	O=C(O)CC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
DB00169	Cholecalciferol	DBMET00609	(23S)-23,25-dihdroxy-24-oxovitamine D3 23-(beta-glucuronide)		DB00169	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)C(C)(C)O	DrugBank	0.5432098765432098	train	1	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)C(C)(C)O
DB00175	Pravastatin	DBMET02475	pravastatin glucuronide		DB00175	CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	CCC(C)C(=O)OC1CC(OC2OC(C(=O)O)C(O)C(O)C2O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	DrugBank	0.7012987012987013	train	1	CCC(C)C(=O)OC1CC(OC2OC(C(=O)O)C(O)C(O)C2O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21.CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)O)C21
DB00184	Nicotine	DBMET00524	Nicotine glucuronide	UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A9	DB00184	CN1CCCC1c1cccnc1	CN1CCCC1c1ccc[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1	DrugBank	0.375	train	1	CN1CCCC1c1ccc[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1.CN1CCCC1c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1
DB00186	Lorazepam	DBMET00648	Lorazepam glucuronide		DB00186	O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O	O=C(O)C1OC(OC2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O	DrugBank	0.3768115942028985	train	1	O=C(O)C1OC(OC2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O
DB00196	Fluconazole	DBMET03500	O-Glucuronidated metabolite, Fluconazole	UDP-glucuronosyltransferase 2B7	DB00196	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	O=C(O)C1OC(OC(Cn2cncn2)(Cn2cncn2)c2ccc(F)cc2F)C(O)C(O)C1O	DrugBank	0.5263157894736842	train	1	O=C(O)C1OC(OC(Cn2cncn2)(Cn2cncn2)c2ccc(F)cc2F)C(O)C(O)C1O
DB00243	Ranolazine	DBMET02245	CVT-2534	Cytochrome P450 3A4, Cytochrome P450 2D6	DB00243	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	COc1ccccc1OCC(O)CO	DrugBank	0.4339622641509434	train	1	COc1ccccc1OCC(O)CO.COc1ccccc1OCC(O)CN1CCN(CC(=O)O)CC1.COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1
DB00243	Ranolazine	DBMET02250	CVT-3369	Cytochrome P450 3A4, Cytochrome P450 2D6	DB00243	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	COc1ccccc1OCC(O)CN1CCN(CC(=O)O)CC1	DrugBank	0.6792452830188679	train	1	COc1ccccc1OCC(O)CO.COc1ccccc1OCC(O)CN1CCN(CC(=O)O)CC1.COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1
DB00243	Ranolazine	DBMET02252	CVT-2551	Cytochrome P450 3A4, Cytochrome P450 2D6	DB00243	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1	DrugBank	0.8727272727272727	train	1	COc1ccccc1OCC(O)CO.COc1ccccc1OCC(O)CN1CCN(CC(=O)O)CC1.COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1
DB00313	Valproic acid	DBMET00064	Valproic acid β-O-glucuronide	UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1-6, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15	DB00313	CCCC(CCC)C(=O)O	CCCC(CCC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O	Both	0.3513513513513513	train	1	CCCC(CCC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
DB00334	Olanzapine	DBMET02401	Olanzapine 10-N-glucuronide	Cytochrome P450 1A2	DB00334	Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1	DrugBank	0.4428571428571428	train	1	Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1
DB00335	Atenolol	DBMET02487	Atenolol-glucuronide conjugate		DB00335	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O	DrugBank	0.5517241379310345	train	1	CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O
DB00358	Mefloquine	DBMET00693	2,8-bis-trifluoromethyl-4-quinoline carboxylic acid	Cytochrome P450 3A4	DB00358	OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1	O=C(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12	DrugBank	0.4629629629629629	train	1	O=C(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
DB00363	Clozapine	DBMET00102	Clozapine 5-N-glucuronide	UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 2B10	DB00363	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	CN1CCN(C2=Nc3cc(Cl)ccc3N(C3OC(C(=O)O)C(O)C(O)C3O)c3ccccc32)CC1	DrugBank	0.4558823529411764	train	1	CN1CCN(C2=Nc3cc(Cl)ccc3N(C3OC(C(=O)O)C(O)C(O)C3O)c3ccccc32)CC1.C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
DB00374	Treprostinil	DBMET03506	Treprostinil metabolite HU2		DB00374	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	O=C(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	DrugBank	0.6724137931034483	train	1	O=C(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.O=C(O)COc1cccc2c1CC1CC(O)C(C(=O)CC(=O)O)C1C2.O=C(O)CC=CCCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21
DB00374	Treprostinil	DBMET03507	Treprostinil metabolite HU3		DB00374	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	O=C(O)COc1cccc2c1CC1CC(O)C(C(=O)CC(=O)O)C1C2	DrugBank	0.5555555555555556	train	1	O=C(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.O=C(O)COc1cccc2c1CC1CC(O)C(C(=O)CC(=O)O)C1C2.O=C(O)CC=CCCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21
DB00374	Treprostinil	DBMET03508	Treprostinil metabolite HU4		DB00374	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	O=C(O)CC=CCCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	DrugBank	0.609375	train	1	O=C(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.O=C(O)COc1cccc2c1CC1CC(O)C(C(=O)CC(=O)O)C1C2.O=C(O)CC=CCCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21
DB00374	Treprostinil	DBMET03509	Treprostinil metabolite HU5		DB00374	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21	DrugBank	0.7222222222222222	train	1	O=C(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.O=C(O)COc1cccc2c1CC1CC(O)C(C(=O)CC(=O)O)C1C2.O=C(O)CC=CCCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21.CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21
DB00398	Sorafenib	DBMET01001	Sorafenib beta-D-Glucuronide	UDP-glucuronosyltransferase 1A9	DB00398	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	CNC(=O)c1cc(Oc2ccc(NC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)C3OC(C(=O)O)C(O)C(O)C3O)cc2)ccn1	Both	0.6438356164383562	train	1	CNC(=O)c1cc(Oc2ccc(NC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)C3OC(C(=O)O)C(O)C(O)C3O)cc2)ccn1
DB00423	Methocarbamol	DBMET02499	3-(2-hydroxyphenoxy)-1,2-propanediol-1-carbamate		DB00423	COc1ccccc1OCC(O)COC(N)=O	NC(=O)OCC(O)COc1ccccc1O	DrugBank	0.7428571428571429	train	1	NC(=O)OCC(O)COc1ccccc1O
DB00424	Hyoscyamine	DBMET03253	Tropic acid		DB00424	CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	O=C(O)C(CO)c1ccccc1	DrugBank	0.4390243902439024	train	1	O=C(O)C(CO)c1ccccc1.CN1C2CCC1CC(O)C2
DB00465	Ketorolac	DBMET02315	rac Ketorolac Glucuronide	UDP-glucuronosyltransferase 2B7	DB00465	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)OC1OC(C(=O)O)C(O)C(O)C1O	DrugBank	0.6078431372549019	train	1	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
DB00471	Montelukast	DBMET01243	Montelukast metabolite M1		DB00471	CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1	CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1	DrugBank	0.7582417582417582	train	1	CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1
DB00476	Duloxetine	DBMET02504	5-hydroxy duloxetine	Cytochrome P450 1A2, Cytochrome P450 2D6, Cytochrome P450 2C9	DB00476	CNCCC(Oc1cccc2ccccc12)c1cccs1	CNCCC(Oc1cccc2c(O)cccc12)c1cccs1	Both	0.7727272727272727	train	1	CNCCC(Oc1cccc2c(O)cccc12)c1cccs1.CNCCC(Oc1cccc2cc(O)ccc12)c1cccs1
DB00476	Duloxetine	DBMET02505	6-hydroxy duloxetine	Cytochrome P450 1A2, Cytochrome P450 2D6, Cytochrome P450 2C9	DB00476	CNCCC(Oc1cccc2ccccc12)c1cccs1	CNCCC(Oc1cccc2cc(O)ccc12)c1cccs1	Both	0.7659574468085106	train	1	CNCCC(Oc1cccc2c(O)cccc12)c1cccs1.CNCCC(Oc1cccc2cc(O)ccc12)c1cccs1
DB00495	Zidovudine	DBMET00718	3'-azido-3'-deoxy-5'- O-beta-D-glucopyranuronosylthymidine		DB00495	Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O	Cc1cn(C2CC(N=[N+]=[N-])C(COC3OC(C(=O)O)C(O)C(O)C3O)O2)c(=O)nc1O	DrugBank	0.4459459459459459	train	1	Cc1cn(C2CC(N=[N+]=[N-])C(COC3OC(C(=O)O)C(O)C(O)C3O)O2)c(=O)nc1O
DB00500	Tolmetin	DBMET00652	Tolmetin glucuronide		DB00500	Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	Cc1ccc(C(=O)c2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)n2C)cc1	Both	0.5769230769230769	train	1	Cc1ccc(C(=O)c2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)n2C)cc1
