parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set	TB_Cluster	possible_products
DB00388	Phenylephrine	DBMET02847	m-hydroxymandelic acid	Amine oxidase [flavin-containing] A, Amine oxidase [flavin-containing] B	DB00388	CNCC(O)c1cccc(O)c1	O=C(O)C(O)c1cccc(O)c1	DrugBank	0.4571428571428571	train	3	O=C(O)C(O)c1cccc(O)c1.CNCC(O)c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
DB00575	Clonidine	DBMET00468	4-Hydroxyclonidine	Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 3A5	DB00575	Clc1cccc(Cl)c1NC1=NCCN1	Oc1cc(Cl)c(NC2=NCCN2)c(Cl)c1	DrugBank	0.6571428571428571	train	3	Oc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
DB00586	Diclofenac	DBMET02617	diclofenac o-imine methine		DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl	DrugBank	0.2222222222222222	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00586	Diclofenac	DBMET02619	diclofenac 2',3'-oxide	Cytochrome P450 2C9	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl	DrugBank	0.4583333333333333	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00586	Diclofenac	DBMET02622	Diclofenac radical	Myeloperoxidase, Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 1B1, Cytochrome P450 2A6, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C18, Cytochrome P450 2C19, Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 2J2, Cytochrome P450 3A4, Cytochrome P450 3A5	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl	DrugBank	0.4871794871794871	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00586	Diclofenac	DBMET00144	4'-Hydroxydiclofenac	Cytochrome P450 2C9	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl	Both	0.7428571428571429	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00586	Diclofenac	DBMET00145	Diclofenac acyl glucuronide	UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B4	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O	Both	0.54	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00586	Diclofenac	DBMET00146	3'-Hydroxydiclofenac	Cytochrome P450 2C9	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl	DrugBank	0.7027027027027027	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00586	Diclofenac	DBMET02613	5-hydroxy diclofenac	Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C18, Cytochrome P450 2C19, Cytochrome P450 2C9	DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl	Both	0.6944444444444444	train	3	C=C1C=CC=CC1=Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl.O=C(O)Cc1ccccc1[N]c1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl.O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OC1OC(C(=O)O)C(O)C(O)C1O.O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl.O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00605	Sulindac	DBMET01002	Sulindac sulfide		DB00605	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1	CSc1ccc(C=C2C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1	DrugBank	0.74	train	3	CSc1ccc(C=C2C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1.CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1
DB00605	Sulindac	DBMET01003	Sulindac sulfone		DB00605	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1	DrugBank	0.7115384615384616	train	3	CSc1ccc(C=C2C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1.CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1
DB00768	Olopatadine	DBMET00913	N-desmethyl olopatadine	Cytochrome P450 3A4	DB00768	CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21	CNCCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21	Both	0.7592592592592593	train	3	CNCCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.C[N+](C)([O-])CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21
DB00768	Olopatadine	DBMET00970	Olopatadine N-oxide	Flavin-containing monooxygenase 1, Flavin-containing monooxygenase 3	DB00768	CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21	C[N+](C)([O-])CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21	DrugBank	0.7321428571428571	train	3	CNCCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.C[N+](C)([O-])CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21
DB00780	Phenelzine	DBMET01955	4- hydroxyphenelzine		DB00780	NNCCc1ccccc1	NNCCc1ccc(O)cc1	DrugBank	0.6	train	3	O=C(O)Cc1ccccc1.NCCc1ccccc1.NNCCc1ccc(O)cc1
DB01018	Guanfacine	DBMET02968	3-hydroxyguanfacine	Cytochrome P450 3A4	DB01018	N=C(N)NC(=O)Cc1c(Cl)cccc1Cl	N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl	DrugBank	0.6857142857142857	train	3	N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl
DB01156	Bupropion	DBMET03484	S,R-erythrohydrobupropion	11-beta-hydroxysteroid dehydrogenase 1, Aflatoxin B1 aldehyde reductase member 3	DB01156	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	CC(NC(C)(C)C)C(O)c1cccc(Cl)c1	DrugBank	0.5	train	3	CC(NC(C)(C)C)C(O)c1cccc(Cl)c1.CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1.CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1.CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1.CC(NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1
DB01156	Bupropion	DBMET00277	S-Hydroxybupropion	Cytochrome P450 2B6, Cytochrome P450 2E1, Cytochrome P450 3A4, Cytochrome P450 2C19	DB01156	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1	Both	0.7435897435897436	train	3	CC(NC(C)(C)C)C(O)c1cccc(Cl)c1.CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1.CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1.CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1.CC(NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1
DB01156	Bupropion	DBMET01557	(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one	Cytochrome P450 2C19	DB01156	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1	Both	0.6923076923076923	train	3	CC(NC(C)(C)C)C(O)c1cccc(Cl)c1.CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1.CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1.CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1.CC(NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1
DB01156	Bupropion	DBMET03468	S-4'-hydroxybupropion	Cytochrome P450 2C19	DB01156	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1	Both	0.625	train	3	CC(NC(C)(C)C)C(O)c1cccc(Cl)c1.CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1.CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1.CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1.CC(NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1
DB01283	Lumiracoxib	DBMET01274	Lumiracoxib metabolite M21	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01283	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl	Both	0.717391304347826	train	3	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl.Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1.Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1
DB01283	Lumiracoxib	DBMET01279	Lumiracoxib glucuronide (M24)	UDP-glucuronosyltransferases (UGTs)	DB01283	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1	Both	0.6166666666666667	train	3	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl.Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1.Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1
DB01283	Lumiracoxib	DBMET01280	4'-hydroxylumiracoxib (M23)	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01283	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1	Both	0.717391304347826	train	3	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl.Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1.Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1
DB02546	Vorinostat	DBMET00726	4-anilino-4-oxobutanoic acid		DB02546	O=C(CCCCCCC(=O)Nc1ccccc1)NO	O=C(O)CCC(=O)Nc1ccccc1	DrugBank	0.6129032258064516	train	3	O=C(O)CCC(=O)Nc1ccccc1
DB06235	Vadimezan	DBMET01775	6-Hydroxy-MXAA	Cytochrome P450 1A2	DB06235	Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C	Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12	Both	0.775	train	3	Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12.Cc1ccc2c(=O)c3cccc(CC(=O)OC4OC(C(=O)O)C(O)C(O)C4O)c3oc2c1C
DB06725	Lornoxicam	DBMET00161	5'-Hydroxylornoxicam	Cytochrome P450 2C9	DB06725	CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O	CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2sc(Cl)cc2S1(=O)=O	DrugBank	0.4923076923076923	train	3	CN1C(=C(O)Nc2ccc(O)cn2)C(=O)c2sc(Cl)cc2S1(=O)=O.CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O
DB06737	Zaltoprofen	DBMET01852	10-OH-zaltoprofen	Cytochrome P450 2C9	DB06737	CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2	CC(C(=O)O)c1ccc2c(c1)CC(O)c1ccccc1S2	Both	0.6122448979591837	train	3	CC(C(=O)O)c1ccc2c(c1)CC(O)c1ccccc1S2.CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1[S+]2[O-].CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2c(c1)CC(=O)c1ccccc1S2
DB06741	Gavestinel	DBMET01818	p-OH-gavestinel	Cytochrome P450 2C9	DB06741	O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1	O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccc(O)cc1	Both	0.8541666666666666	train	3	O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccc(O)cc1.O=C(C=Cc1c(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1
DB08820	Ivacaftor	DBMET02318	M1 (hydroxymethyl-ivacaftor)	Cytochrome P450 3A4, Cytochrome P450 3A5	DB08820	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O	CC(C)(C)c1cc(C(C)(C)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O	DrugBank	0.8979591836734694	train	3	CC(C)(C)c1cc(C(C)(C)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O.CC(C)(C)c1cc(C(C)(C)C(=O)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O
DB08820	Ivacaftor	DBMET02319	M6 (ivacaftor-carboxylate)	Cytochrome P450 3A4, Cytochrome P450 3A5	DB08820	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O	CC(C)(C)c1cc(C(C)(C)C(=O)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O	DrugBank	0.8627450980392157	train	3	CC(C)(C)c1cc(C(C)(C)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O.CC(C)(C)c1cc(C(C)(C)C(=O)O)c(O)cc1NC(=O)c1c[nH]c2ccccc2c1=O
DB09082	Vilanterol	DBMET01394	M29 (GW630200)		DB09082	OCc1cc(C(O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O	OCCOCCCCCCNCC(O)c1ccc(O)c(CO)c1	DrugBank	0.7222222222222222	train	3	OCCOCCCCCCNCC(O)c1ccc(O)c(CO)c1
DB11689	Selumetinib	DBMET03099	M15 (AZ13326637)		DB11689	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)O)cc21	DrugBank	0.7142857142857143	train	3	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)O)cc21.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21.O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DB11689	Selumetinib	DBMET03100	M14 (AZ12791138)		DB11689	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21	DrugBank	0.7301587301587301	train	3	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)O)cc21.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21.O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DB11689	Selumetinib	DBMET03102	M8 (N-desmethyl selumetinib)	Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 2C8, Cytochrome P450 1A2, Cytochrome P450 2A6	DB11689	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21	O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl	DrugBank	0.6811594202898551	train	3	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)O)cc21.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21.O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
DBMET02228	N-hydroxyphentermine	DBMET02229	Nitrophentermine		DB12532	CC(C)(Cc1ccccc1)NO	CC(C)(Cc1ccccc1)[N+](=O)[O-]	DrugBank	0.4375	train	3	CC(C)(Cc1ccccc1)[N+](=O)[O-]
DBMET00092	2-Oxoticlopidine	DBMET01202	Active metabolite of Ticlopidine		DB00208	O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1	O=C(O)CC1CN(Cc2ccccc2Cl)CCC1S	DrugBank	0.4210526315789473	train	3	O=C(O)CC1CN(Cc2ccccc2Cl)CCC1S
