reactants	products	set	tanimoto	possible_products	source	parent_id	parent_name	child_id	child_name	enzymes	origin
C1CCC(N=NC2CCCC2)C1	NC1CCCC1	train	0.3125	NC1CCCC1	metatrans						
C1CCC(N=NC2CCCC2)C1	NC1CCCC1	train	0.3125	NC1CCCC1	metatrans						
C1CCC(N=NC2CCCC2)C1	NC1CCCC1	train	0.3125	NC1CCCC1	metatrans						
C1CCC(N=NC2CCCC2)C1	NC1CCCC1	train	0.3125	NC1CCCC1	metatrans						
C1CCC(N=NC2CCCCC2)CC1	NC1CCCCC1	train	0.3529411764705882	NC1CCCCC1	metatrans						
C1CCC(N=NC2CCCCC2)CC1	NC1CCCCC1	train	0.3529411764705882	NC1CCCCC1	metatrans						
C1CCC(N=NC2CCCCC2)CC1	NC1CCCCC1	train	0.3529411764705882	NC1CCCCC1	metatrans						
C1CCC(N=NC2CCCCC2)CC1	NC1CCCCC1	train	0.3529411764705882	NC1CCCCC1	metatrans						
C1CCC2=C(C1)CCC2	OC1CCC2=C(CCC2)C1O	train	0.3043478260869565	OC1CCC2=C(CCC2)C1O	metatrans						
C1CCC2=C(C1)CCC2	OC1CCC2=C(CCC2)C1O	train	0.3043478260869565	OC1CCC2=C(CCC2)C1O	metatrans						
C1CCC2=C(C1)CCC2	OC1CCC2=C(CCC2)C1O	train	0.3043478260869565	OC1CCC2=C(CCC2)C1O	metatrans						
C1CCC2=C(C1)CCC2	OC1CCC2=C(CCC2)C1O	train	0.3043478260869565	OC1CCC2=C(CCC2)C1O	metatrans						
C1CCC2=C(C1)CCCC2	OC1CCC2=C(CCCC2)C1O	train	0.3181818181818182	OC1CCC2=C(CCCC2)C1O.OC1CC2=C(CCCC2)CC1O	metatrans						
C1CCC2C(C1)CCC1C3CCCC3CCC21	OC1CC2CCC3C4CCCCC4CCC3C2C1	train	0.5833333333333334	OC1CCCC2C1CCC1C3CCCC3CCC21.OC1CC2CCC3C4CCCCC4CCC3C2C1.OC1CC2C3CCCC3CCC2C2CCCCC12.OC1CCC2CCC3C4CCCC4CCC3C2C1.OC1CC2CCCC2C2CCC3CCCCC3C12	metatrans						
C1CCC2C(C1)CCC1C3CCCC3CCC21	OC1CC2CCCC2C2CCC3CCCCC3C12	train	0.5384615384615384	OC1CCCC2C1CCC1C3CCCC3CCC21.OC1CC2CCC3C4CCCCC4CCC3C2C1.OC1CC2C3CCCC3CCC2C2CCCCC12.OC1CCC2CCC3C4CCCC4CCC3C2C1.OC1CC2CCCC2C2CCC3CCCCC3C12	metatrans						
C1CCCC(N=NC2CCCCCC2)CC1	NC1CCCCCC1	train	0.3529411764705882	NC1CCCCCC1	metatrans						
C1CCCC(N=NC2CCCCCC2)CC1	NC1CCCCCC1	train	0.3529411764705882	NC1CCCCCC1	metatrans						
C1CCCC(N=NC2CCCCCC2)CC1	NC1CCCCCC1	train	0.3529411764705882	NC1CCCCCC1	metatrans						
C1CCCC(N=NC2CCCCCC2)CC1	NC1CCCCCC1	train	0.3529411764705882	NC1CCCCCC1	metatrans						
C=C(C)C1CC=C(C(=O)O)CC1	C=C(C)C1CC=C(C=O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C=O)CC1	metatrans						
C=C(C)C1CC=C(C(=O)O)CC1	C=C(C)C1CC=C(C=O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C=O)CC1	metatrans						
C=C(C)C1CC=C(C(=O)O)CC1	C=C(C)C1CC=C(C=O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C=O)CC1	metatrans						
C=C(C)C1CC=C(C(=O)O)CC1	C=C(C)C1CC=C(C=O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C=O)CC1	metatrans						
C=C(C)C1CC=C(C=O)CC1	C=C(C)C1CC=C(C(=O)O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C(=O)O)CC1	metatrans						
C=C(C)C1CC=C(C=O)CC1	C=C(C)C1CC=C(C(=O)O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C(=O)O)CC1	metatrans						
C=C(C)C1CC=C(C=O)CC1	C=C(C)C1CC=C(C(=O)O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C(=O)O)CC1	metatrans						
C=C(C)C1CC=C(C=O)CC1	C=C(C)C1CC=C(C(=O)O)CC1	train	0.5555555555555556	C=C(C)C1CC=C(C(=O)O)CC1	metatrans						
C=C(C)CC(=O)C(=O)O	CC(C)=O	train	0.2777777777777778	CC(C)=O	metatrans						
C=C(C)CC(=O)C(=O)O	CC(C)=O	train	0.2777777777777778	CC(C)=O	metatrans						
C=C(C)CC(=O)C(=O)O	CC(C)=O	train	0.2777777777777778	CC(C)=O	metatrans						
C=C(C)CC(=O)C(=O)O	CC(C)=O	train	0.2777777777777778	CC(C)=O	metatrans						
C=C(C)CCOP(=O)(O)OP(=O)(O)O	O=P(O)(O)OP(=O)(O)O	train	0.3461538461538461	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.O=P(O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O.CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCOP(=O)(O)OP(=O)(O)O	metatrans						
C=C(C)CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCOP(=O)(O)OP(=O)(O)O	train	0.4848484848484848	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.O=P(O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O.CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCOP(=O)(O)OP(=O)(O)O	metatrans						
C=C(CC(=O)O)C(=O)O	O=C(O)C=C(CC(=O)O)C(=O)O	train	0.375	O=C(O)C=C(CC(=O)O)C(=O)O	metatrans						
C=C(CC(=O)O)C(=O)O	O=C(O)C=C(CC(=O)O)C(=O)O	train	0.375	O=C(O)C=C(CC(=O)O)C(=O)O	metatrans						
C=C(CC(=O)O)C(=O)O	O=C(O)C=C(CC(=O)O)C(=O)O	train	0.375	O=C(O)C=C(CC(=O)O)C(=O)O	metatrans						
C=C(CC(=O)O)C(=O)O	O=C(O)C=C(CC(=O)O)C(=O)O	train	0.375	O=C(O)C=C(CC(=O)O)C(=O)O	metatrans						
C=C(CC)C(=O)c1ccc(OCC(=O)SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(Cl)c1Cl	CCCCCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)O)C(O)CCCC(=O)O	train	0.3229166666666667	CCCCCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)O)C(O)CCCC(=O)O.CCCCCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O	metatrans						
C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.639344262295082	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C.C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6190476190476191	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6190476190476191	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6190476190476191	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6190476190476191	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.639344262295082	C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C.C=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C	train	0.5873015873015873	C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C.C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6101694915254238	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6101694915254238	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6101694915254238	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	train	0.6101694915254238	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	train	0.6166666666666667	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	train	0.6166666666666667	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	train	0.6166666666666667	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	train	0.6166666666666667	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.7857142857142857	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	metatrans						
C=C(COC)C(=O)OC	COCC(C)C(=O)OC	train	0.3103448275862069	COCC(C)C(=O)OC	metatrans						
C=C(COC)C(=O)OC	COCC(C)C(=O)OC	train	0.3103448275862069	COCC(C)C(=O)OC	metatrans						
C=C(COC)C(=O)OC	COCC(C)C(=O)OC	train	0.3103448275862069	COCC(C)C(=O)OC	metatrans						
C=C(COC)C(=O)OC	COCC(C)C(=O)OC	train	0.3103448275862069	COCC(C)C(=O)OC	metatrans						
C=C(OP(=O)(O)O)C(=O)O	CC(=O)C(=O)O	train	0.2272727272727272	O=C(O)C(CO)OP(=O)(O)O.CC(=O)C(=O)O.O=P(O)(O)O.O=C(O)CC(=O)C(=O)O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(=O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	train	0.746268656716418	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(=O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	train	0.746268656716418	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(=O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	train	0.746268656716418	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(=O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	train	0.746268656716418	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(O)C(=O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	metatrans						
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)(C)O)CC(O)CC1O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	train	0.8064516129032258	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)(C)O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.7777777777777778	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)(C)O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.7777777777777778	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)(C)O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.7777777777777778	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)(C)O	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	train	0.7777777777777778	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)(C)O)CC(O)CC1O	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(C)O	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	train	0.8571428571428571	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(C)O	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	train	0.8571428571428571	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(C)O	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	train	0.8571428571428571	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(C)O	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	train	0.8571428571428571	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	train	0.5945945945945946	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	train	0.5945945945945946	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	train	0.5945945945945946	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	metatrans						
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(O)CC(C)(O)CO	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	train	0.5945945945945946	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC1CC(C)(O)C(O)O1	metatrans						
