parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source
DB08544,(S)-Fluoxetine,DB06731,Seproxetine,"Cytochrome P450 2C9, Cytochrome P450 2D6, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5",DB08544,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,DrugBank
DB08544,(S)-Fluoxetine,DB03610,4-(trifluoromethyl)phenol,"Cytochrome P450 2C19, Cytochrome P450 3A4",DB08544,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Oc1ccc(C(F)(F)F)cc1,DrugBank
DB09194,Etoperidone,DB12110,m-Chlorophenylpiperazine,,DB09194,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,Clc1cccc(N2CCNCC2)c1,DrugBank
DB09357,Dexpanthenol,DB01783,Pantothenic acid,,DB09357,CC(C)(CO)C(O)C(=O)NCCCO,CC(C)(CO)C(O)C(=O)NCCC(=O)O,DrugBank
DB11195,Xylitol,DB03947,D-Xylulose,,DB09419,OCC(O)C(O)C(O)CO,O=C(CO)C(O)C(O)CO,DrugBank
DB00146,Calcifediol,DB00136,Calcitriol,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",DB00169,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,DrugBank
DB11195,Xylitol,DB03947,D-Xylulose,Xylitol dehydrogenase,DB09419,OCC(O)C(O)C(O)CO,O=C(CO)C(O)C(O)CO,DrugBank
DB11204,Panthenol,DB01783,Pantothenic acid,,DB11204,CC(C)(CO)C(O)C(=O)NCCCO,CC(C)(CO)C(O)C(=O)NCCC(=O)O,DrugBank
DB13854,Gamolenic acid,DB00154,Dihomo-gamma-linolenic acid,"Very long chain fatty acid elongase 5, Very long chain fatty acid elongase 4",DB11358,CCCCCC=CCC=CCC=CCCCCC(=O)O,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,DrugBank
DB00154,Dihomo-gamma-linolenic acid,DB04557,Arachidonic Acid,Acyl-CoA 6-desaturase,DB13854,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,DrugBank
DB13235,Perboric acid,DB09460,Sodium carbonate,,DB13235,O=BOO,O=C(O)O,DrugBank
DB13783,Acemetacin,DB00328,Indomethacin,,DB13783,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,DrugBank
DB13854,Gamolenic acid,DB00154,Dihomo-gamma-linolenic acid,Very long chain fatty acid elongase 5,DB11358,CCCCCC=CCC=CCC=CCCCCC(=O)O,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,DrugBank
DB00154,Dihomo-gamma-linolenic acid,DB04557,Arachidonic Acid,Acyl-CoA (8-3)-desaturase,DB13854,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,DrugBank
DB00956,Hydrocodone,DB00327,Hydromorphone,"Cytochrome P450 2D6, Cytochrome P450 2B6, Cytochrome P450 2C19",DB15465,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,DrugBank
DB00860,Prednisolone,DB00635,Prednisone,,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00277,Theophylline,DBMET00271,1-Methylxanthine,Cytochrome P450 1A2,DB00201,Cn1c(=O)c2[nH]cnc2n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DrugBank
DB00244,Mesalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),Arylamine N-acetyltransferase 1,DB00795,Nc1ccc(O)c(C(=O)O)c1,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DrugBank
DB00277,Theophylline,DBMET00271,1-Methylxanthine,Cytochrome P450 1A2,DB00201,Cn1c(=O)c2[nH]cnc2n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DrugBank
DB00279,Liothyronine,DBMET02273,Diiodothyronine,,DB00451,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DrugBank
DB06700,Desvenlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine","Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2C9",DB00285,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DrugBank
DB00295,Morphine,DBMET00462,morphine-3-glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A1",DB00295,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CCCN(C)C(CC)C1C=CC(O)C2Oc3c(OC4OC(C)C(O)C(O)C4O)cccc3C12,DrugBank
DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline,Cytochrome P450 2C19,DB00321,CNCCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,DrugBank
DB00327,Hydromorphone,DBMET00866,Hydromorphone-3-glucuronide,"UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B7",DB15465,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3C1C5,DrugBank
DB00328,Indomethacin,DBMET00157,Indomethacin acyl glucuronide,UDP-glucuronosyltransferase 1A1,DB13783,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c(C)n2C(=O)c1ccc(Cl)cc1,DrugBank
DB00279,Liothyronine,DBMET02273,Diiodothyronine,Thyroxine 5-deiodinase,DB00451,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DrugBank
DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00321,CNCCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,DrugBank
DB00624,Testosterone,DBMET01762,2alpha-hydroxytestosterone,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,DrugBank
DB00624,Testosterone,DBMET01763,2beta-hydroxytestosterone,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,DrugBank
DB00624,Testosterone,DBMET01764,15alpha-hydroxytestosterone,Cytochrome P450 3A4,DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12,DrugBank
DB00624,Testosterone,DBMET01765,15beta-hydroxytestosterone,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12,DrugBank
DB00624,Testosterone,DBMET01766,16alpha-hydroxytestosterone,"Cytochrome P450 3A4, Cytochrome P450 2B6",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,DrugBank
DB00624,Testosterone,DBMET01767,16beta-hydroxytestosterone,"Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,DrugBank
DB00624,Testosterone,DBMET00558,Dihydrotestosterone,3-oxo-5-alpha-steroid 4-dehydrogenase 2,DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DrugBank
DB00635,Prednisone,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C=CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00635,Prednisone,DBMET02860,20α-dihydro-prednisone (M-V),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank
DB00635,Prednisone,DBMET02861,20β-dihydro-prednisone (M-IV),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank
DB00635,Prednisone,DBMET02863,6α-hydroxy-prednisone (M-XIII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00635,Prednisone,DBMET02864,6βhydroxy-prednisone (M-XII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00982,Isotretinoin,DBMET03635,13-cis-4-Oxoretinoic acid,,DB00755,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DrugBank
DB00982,Isotretinoin,DBMET03636,13-cis-Retinoyl-beta-glucuronide,UDP-glucuronosyltransferase 2B7,DB00755,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DrugBank
DB00523,Alitretinoin,DBMET03638,9-cis-4-Oxoretinoic acid,,DB00755,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DrugBank
DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,,DB00332,O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1,DrugBank
DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,,DB00332,O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1,DrugBank
DB00783,Estradiol,DBMET00572,17-beta-Estradiol-3-glucuronide,UDP-glucuronosyltransferases (UGTs),DB13952,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O,DrugBank
DB00783,Estradiol,DBMET00583,17-alpha-Estradiol-3-glucuronide,UDP-glucuronosyltransferases (UGTs),DB13952,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O,DrugBank
DB00783,Estradiol,DBMET00600,Estradiol-17alpha 3-D-glucuronoside,UDP-glucuronosyltransferases (UGTs),DB13952,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O,DrugBank
DB00783,Estradiol,DBMET00248,2-hydroxyestrone,"Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 1A1",DB13952,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,DrugBank
DB00783,Estradiol,DBMET00248,,"Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 1A1",DB13952,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,DrugBank
DB00244,Mesalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),Arylamine N-acetyltransferase 1,DB00795,Nc1ccc(O)c(C(=O)O)c1,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DrugBank
DB00806,Pentoxifylline,DBMET03229,(S)-M1,,DB00806,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,DrugBank
DB12406,Lisofylline,DBMET03231,"M3, Pentoxifylline internal diol",,DB12406,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O,DrugBank
DB12406,Lisofylline,DBMET03235,"M7, 7-demethylated M1 Pentoxifylline",Cytochrome P450 1A2,DB12406,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(O)CCCCn1c(=O)c2[nH]cnc2n(C)c1=O,DrugBank
DB00860,Prednisolone,DBMET02848,Δ6-prednisolone (M-XI),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00860,Prednisolone,DBMET02849,20α-dihydro-prednisolone (M-III),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DrugBank
DB00860,Prednisolone,DBMET02850,20β-dihydro-prednisolone (M-II),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DrugBank
DB00860,Prednisolone,DBMET02851,6αhydroxy-prednisolone (M-VII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00860,Prednisolone,DBMET02853,6βhydroxy-prednisolone(M-VI),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00635,Prednisone,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C=CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00635,Prednisone,DBMET02860,20α-dihydro-prednisone (M-V),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank
DB00635,Prednisone,DBMET02861,20β-dihydro-prednisone (M-IV),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank
DB00635,Prednisone,DBMET02863,6α-hydroxy-prednisone (M-XIII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00635,Prednisone,DBMET02864,6βhydroxy-prednisone (M-XII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank
DB00871,Terbutaline,DBMET03275,Terbutaline Sulfate,Sulfotransferase,DB01408,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,DrugBank
DB00871,Terbutaline,DBMET03276,Terbutaline Glucuronide,UDP-glucuronosyltransferases (UGTs),DB01408,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,DrugBank
DB00956,Hydrocodone,DBMET00420,norhydrocodone,Cytochrome P450 3A4,DB15465,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314,DrugBank
DB00956,Hydrocodone,DBMET02686,6-α-hydrocodol,,DB15465,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,DrugBank
DB00956,Hydrocodone,DBMET02687,6-β-hydrocodol,,DB15465,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,DrugBank
DB00327,Hydromorphone,DBMET02685,6-α-hydromorphol,,DB15465,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DrugBank
DB00327,Hydromorphone,DBMET02684,6-β-hydromorphol,,DB15465,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DrugBank
DB00327,Hydromorphone,DBMET02723,Hydromorphone glucuronide conjugate,,DB15465,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3C1C5,DrugBank
DB00982,Isotretinoin,DBMET02548,all-trans-retinoic acid,,DB00755,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,DrugBank
DB00982,Isotretinoin,DBMET02554,4-hydroxy-13-cis-retinoic acid,,DB00755,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DrugBank
DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide,UDP-glucuronosyltransferases (UGTs),DB00985,CN(C)CCOC(c1ccccc1)c1ccccc1,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,DrugBank
DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2C9, Cytochrome P450 2C19",DB00985,CN(C)CCOC(c1ccccc1)c1ccccc1,CNCCOC(c1ccccc1)c1ccccc1,DrugBank
DB00988,Dopamine,DBMET00565,Dopamine 4-sulfate,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(OS(=O)(=O)O)c(O)c1,DrugBank
DB00988,Dopamine,DBMET00573,Dopamine 3-O-sulfate,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(OS(=O)(=O)O)c1,DrugBank
DB00988,Dopamine,DBMET00587,Dopamine glucuronide,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,DrugBank
DB01042,Melphalan,DBMET03698,Monohydroxymelphalan,,DB16627,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,NC(Cc1ccc(N(CCO)CCCl)cc1)C(=O)O,DrugBank
DB01042,Melphalan,DBMET03699,,,DB16627,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,NC(Cc1ccc(N(CCO)CCO)cc1)C(=O)O,DrugBank
DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 1A2, Cytochrome P450 2D6",DB00985,CN(C)CCOC(c1ccccc1)c1ccccc1,CNCCOC(c1ccccc1)c1ccccc1,DrugBank
DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide,Prostaglandin G/H synthase 1,DB00985,CN(C)CCOC(c1ccccc1)c1ccccc1,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,DrugBank
DB00988,Dopamine,DBMET02448,Dopamine-3-O-sulfate,"Sulfotransferase 1A1, Sulfotransferase 1A2, Sulfotransferase 1A3",DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(OS(=O)(=O)O)c1,DrugBank
DB00988,Dopamine,DBMET02449,Dopamine-4-O-sulfate,"Sulfotransferase 1A1, Sulfotransferase 1A2, Sulfotransferase 1A3",DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(OS(=O)(=O)O)c(O)c1,DrugBank
DB00988,Dopamine,DBMET02450,Dopamine-4-O-glucuronide,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,DrugBank
DB00244,Mesalazine,DBMET03621,N-acetyl-5-aminosalicylic acid,,DB00795,Nc1ccc(O)c(C(=O)O)c1,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DrugBank
DB01576,Dextroamphetamine,DBMET00540,Norephedrine,,DB01255,CC(N)Cc1ccccc1,CC(N)C(O)c1ccccc1,DrugBank
DB01576,Dextroamphetamine,DBMET03721,4-Hydroxy-d-amphetamine,,DB01255,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1,DrugBank
DB01576,Dextroamphetamine,DBMET02222,Phenylacetone,,DB01255,CC(N)Cc1ccccc1,CC(=O)Cc1ccccc1,DrugBank
DB00624,Testosterone,DBMET00558,Dihydrotestosterone,3-oxo-5-alpha-steroid 4-dehydrogenase,DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DrugBank
DB01576,Dextroamphetamine,DBMET00733,4-hydroxyamphetamine,Cytochrome P450 2D6,DB01255,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1,DrugBank
DB06700,Desvenlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine","Cytochrome P450 3A4, Cytochrome P450 2C19",DB00285,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DrugBank
