parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source
DB15465,Benzhydrocodone,DB00327,Hydromorphone,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,DB15465,DrugBank Augmented
DB15566,Prednisolone acetate,DB00635,Prednisone,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB00201,Caffeine,DBMET00271,1-Methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,DrugBank Augmented
DB00795,Sulfasalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DB00795,DrugBank Augmented
DB00201,Caffeine,DBMET00271,1-Methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,DrugBank Augmented
DB00451,Levothyroxine,DBMET02273,Diiodothyronine,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00285,Venlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00285,Venlafaxine,DBMET00967,O-Desmethylvenlafaxine glucuronide,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,NCC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00321,Amitriptyline,DBMET00052,E-10-Hydroxynortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00321,Amitriptyline,DBMET00053,Desmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,DB00321,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET00866,Hydromorphone-3-glucuronide,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3C1C5,DB15465,DrugBank Augmented
DB13783,Acemetacin,DBMET00157,Indomethacin acyl glucuronide,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c(C)n2C(=O)c1ccc(Cl)cc1,DB13783,DrugBank Augmented
DB00451,Levothyroxine,DBMET02273,Diiodothyronine,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00514,Dextromethorphan,DBMET01318,3-Hydroxymorphinan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,DB00514,DrugBank Augmented
DB00321,Amitriptyline,DBMET00053,Desmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,DB00321,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01762,2alpha-hydroxytestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01763,2beta-hydroxytestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CC(O)C(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01764,15alpha-hydroxytestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01765,15beta-hydroxytestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01766,16alpha-hydroxytestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01767,16beta-hydroxytestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)C(O)CC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02830,5-alpha androstanedione,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,DB01420,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C=CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02860,20α-dihydro-prednisone (M-V),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02861,20β-dihydro-prednisone (M-IV),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02863,6α-hydroxy-prednisone (M-XIII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02864,6βhydroxy-prednisone (M-XII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB00755,Tretinoin,DBMET03635,13-cis-4-Oxoretinoic acid,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DB00755,DrugBank Augmented
DB00755,Tretinoin,DBMET03638,9-cis-4-Oxoretinoic acid,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DB00755,DrugBank Augmented
DB00332,Ipratropium,DBMET01954,4-hydroxyphenylacetic acid,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,O=C(O)Cc1ccc(O)cc1,DB00332,DrugBank Augmented
DB00332,Ipratropium,DBMET01954,4-hydroxyphenylacetic acid,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,O=C(O)Cc1ccc(O)cc1,DB00332,DrugBank Augmented
DB13952,Estradiol acetate,DBMET00572,17-beta-Estradiol-3-glucuronide,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O,DB13952,DrugBank Augmented
DB13952,Estradiol acetate,DBMET00583,17-alpha-Estradiol-3-glucuronide,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O,DB13952,DrugBank Augmented
DB13952,Estradiol acetate,DBMET00600,Estradiol-17alpha 3-D-glucuronoside,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc4CCC3C1CCC2O,DB13952,DrugBank Augmented
DB13952,Estradiol acetate,DBMET00248,2-hydroxyestrone,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,DB13952,DrugBank Augmented
DB13952,Estradiol acetate,DBMET01658,4-Hydroxyestradiol,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,DB13952,DrugBank Augmented
DB13952,Estradiol acetate,DBMET00248,,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,DB13952,DrugBank Augmented
DB00795,Sulfasalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DB00795,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02848,Δ6-prednisolone (M-XI),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02849,20α-dihydro-prednisolone (M-III),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02850,20β-dihydro-prednisolone (M-II),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02851,6αhydroxy-prednisolone (M-VII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02853,6βhydroxy-prednisolone(M-VI),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C=CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02860,20α-dihydro-prednisone (M-V),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02861,20β-dihydro-prednisone (M-IV),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02863,6α-hydroxy-prednisone (M-XIII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02864,6βhydroxy-prednisone (M-XII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB01408,Bambuterol,DBMET03275,Terbutaline Sulfate,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,DB01408,DrugBank Augmented
DB01408,Bambuterol,DBMET03276,Terbutaline Glucuronide,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,DB01408,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET00420,norhydrocodone,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02686,6-α-hydrocodol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02687,6-β-hydrocodol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02685,6-α-hydromorphol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02684,6-β-hydromorphol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02723,Hydromorphone glucuronide conjugate,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3C1C5,DB15465,DrugBank Augmented
DB00755,Tretinoin,DBMET02554,4-hydroxy-13-cis-retinoic acid,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O,DB00755,DrugBank Augmented
DB00985,Dimenhydrinate,DBMET00087,Diphenhydramine N-glucuronide,Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,DB00985,DrugBank Augmented
DB00985,Dimenhydrinate,DBMET00086,N-Desmethyldiphenhydramine,Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,CNCCOC(c1ccccc1)c1ccccc1,DB00985,DrugBank Augmented
DB01235,Levodopa,DBMET00565,Dopamine 4-sulfate,NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(OS(=O)(=O)O)c(O)c1,DB01235,DrugBank Augmented
DB01235,Levodopa,DBMET00573,Dopamine 3-O-sulfate,NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(O)c(OS(=O)(=O)O)c1,DB01235,DrugBank Augmented
DB01235,Levodopa,DBMET00587,Dopamine glucuronide,NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,DB01235,DrugBank Augmented
DB16627,Melphalan flufenamide,DBMET03698,Monohydroxymelphalan,CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,NC(Cc1ccc(N(CCO)CCCl)cc1)C(=O)O,DB16627,DrugBank Augmented
DB16627,Melphalan flufenamide,DBMET03699,,CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,NC(Cc1ccc(N(CCO)CCO)cc1)C(=O)O,DB16627,DrugBank Augmented
DB00985,Dimenhydrinate,DBMET00086,N-Desmethyldiphenhydramine,Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,CNCCOC(c1ccccc1)c1ccccc1,DB00985,DrugBank Augmented
DB00985,Dimenhydrinate,DBMET00087,Diphenhydramine N-glucuronide,Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,DB00985,DrugBank Augmented
DB01086,Benzocaine,DBMET03290,4-Acetaminobenzoic acid,CCOC(=O)c1ccc(N)cc1,CC(=O)Nc1ccc(C(=O)O)cc1,DB01086,DrugBank Augmented
DB12902,Trofosfamide,DBMET00021,3-Dechloroethylifosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,O=P1(NCCCl)NCCCO1,DB12902,DrugBank Augmented
DB12902,Trofosfamide,DBMET00022,Dechloroethylifosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,NP1(=O)OCCCN1CCCl,DB12902,DrugBank Augmented
DB12902,Trofosfamide,DBMET00023,Chloroacetaldehyde,O=P1(N(CCCl)CCCl)OCCCN1CCCl,O=CCCl,DB12902,DrugBank Augmented
DB12902,Trofosfamide,DBMET00024,4-Hydroxyifosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,O=P1(NCCCl)OCCC(O)N1CCCl,DB12902,DrugBank Augmented
DB01235,Levodopa,DBMET02448,Dopamine-3-O-sulfate,NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(O)c(OS(=O)(=O)O)c1,DB01235,DrugBank Augmented
DB01235,Levodopa,DBMET02449,Dopamine-4-O-sulfate,NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(OS(=O)(=O)O)c(O)c1,DB01235,DrugBank Augmented
DB01235,Levodopa,DBMET02450,Dopamine-4-O-glucuronide,NC(Cc1ccc(O)c(O)c1)C(=O)O,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,DB01235,DrugBank Augmented
DB00795,Sulfasalazine,DBMET03621,N-acetyl-5-aminosalicylic acid,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DB00795,DrugBank Augmented
DB01255,Lisdexamfetamine,DBMET03721,4-Hydroxy-d-amphetamine,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,CC(N)Cc1ccc(O)cc1,DB01255,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01255,Lisdexamfetamine,DBMET00733,4-hydroxyamphetamine,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,CC(N)Cc1ccc(O)cc1,DB01255,DrugBank Augmented
DB00285,Venlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB16629,Serdexmethylphenidate,DBMET02407,p-hydroxy-methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,COC(=O)C(c1ccc(O)cc1)C1CCCCN1,DB16629,DrugBank Augmented
DB16629,Serdexmethylphenidate,DBMET02408,6-oxo-methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,COC(=O)C(c1ccccc1)C1CCCC(=O)N1,DB16629,DrugBank Augmented
DB16629,Serdexmethylphenidate,DBMET00651,Ritalinic acid,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,O=C(O)C(c1ccccc1)C1CCCCN1,DB16629,DrugBank Augmented
DB07565,Chloramphenicol succinate,DBMET03162,Chloramphenicol Oxamic Acid,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented
DB08804,Nandrolone decanoate,DBMET03358,19-Norandrosterone,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,CC12CCC3C4CCC(O)CC4CCC3C1CCC2=O,DB08804,DrugBank Augmented
DB08804,Nandrolone decanoate,DBMET03360,19-Norepiandrosterone,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,CC12CCC3C4CCC(O)CC4CCC3C1CCC2=O,DB08804,DrugBank Augmented
DB09042,Tedizolid phosphate,DBMET03127,Ring-opened tedizolid metabolite,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1,DB09042,DrugBank Augmented
DB09419,Xylose,DBMET02033,D-Xylulose-5-phosphate,O=CC(O)C(O)C(O)CO,O=C(CO)C(O)C(O)COP(=O)(O)O,DB09419,DrugBank Augmented
DB09419,Xylose,DBMET02033,D-Xylulose-5-phosphate,O=CC(O)C(O)C(O)CO,O=C(CO)C(O)C(O)COP(=O)(O)O,DB09419,DrugBank Augmented
DB11358,,DBMET02087,15-HETrE,,CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O,DB11358,DrugBank Augmented
DB11358,,DBMET02086,Prostaglandin E1,,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,DB11358,DrugBank Augmented
DB11358,,DBMET02087,15-HETrE,,CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O,DB11358,DrugBank Augmented
DB11358,,DBMET02086,Prostaglandin E1,,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,DB11358,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET00420,norhydrocodone,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02686,6-α-hydrocodol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,DB15465,DrugBank Augmented
