parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source
DB00526,Oxaliplatin,DBMET03687,DACH platinum bis(Cys) complex,O=C1O[Pt]2(NC3CCCCC3N2)OC1=O,O=C(O)C1CS[Pt]23SCC(C(=O)O)N2C2CCCCC2N13,DB00526,DrugBank Augmented
DB00526,Oxaliplatin,DBMET03689,DACH platinum bis(Met) complex,O=C1O[Pt]2(NC3CCCCC3N2)OC1=O,O=C(O)C1CCS[Pt]23SCCC(C(=O)O)N2C2CCCCC2N13,DB00526,DrugBank Augmented
DB11127,Selenious acid,DBMET01463,Trimethylselenonium,O=[Se](O)O,C[Se+](C)C,DB11127,DrugBank Augmented
DB11127,Selenious acid,DBMET01467,Methyl selenic acid,O=[Se](O)O,C[Se]O,DB11127,DrugBank Augmented
DB13235,Perboric acid,DB09140,Oxygen,O=BOO,O=O,DB13235,DrugBank Augmented
DB13235,Perboric acid,DB09145,Water,O=BOO,O,DB13235,DrugBank Augmented
DB00188,Bortezomib,DBMET01063,Bortezomib metabolite M3,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01065,Bortezomib metabolite M5,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)(O)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01067,Bortezomib metabolite M8,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)CC(O)NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01082,Bortezomib metabolite M25,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)C(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB09570,Ixazomib,DBMET03785,Ixazomib M1 metabolite,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,O=C(O)CNC(=O)c1cc(Cl)ccc1Cl,DB09570,DrugBank Augmented
DB09570,Ixazomib,DBMET03786,Ixazomib M2 metabolite,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,DB09570,DrugBank Augmented
DB09570,Ixazomib,DBMET03783,Ixazomib M6 metabolite,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,CC(C)CC(=O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,DB09570,DrugBank Augmented
DB00188,Bortezomib,DBMET01064,Bortezomib metabolite M4,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,O=C(NC(Cc1ccccc1)C(=O)O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01068,Bortezomib metabolite M33,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,DB00188,DrugBank Augmented
