parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source
DB00619,Imatinib,DBMET03528,M29.6 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3=O)cc2)cc1Nc1nccc(-c2cccnc2)n1,DrugBank
DB00619,Imatinib,DBMET03529,M28.8 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3=O)cc2)cc1Nc1nccc(-c2cccnc2)n1,DrugBank
DB00619,Imatinib,DBMET03530,APG050 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)C(=O)C3)cc2)cc1Nc1nccc(-c2cccnc2)n1,DrugBank
DB00619,Imatinib,DBMET03531,APG049 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCNC(=O)C3)cc2)cc1Nc1nccc(-c2cccnc2)n1,DrugBank
DB00736,Esomeprazole,DBMET01164,Active Metabolite of Esomeprazole,,DB00736,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,COc1ccc2nc3n(c2c1)SCc1c(C)c(OC)c(C)c[n+]1-3,DrugBank
DB00736,Esomeprazole,DBMET00187,Omeprazole sulfone,Cytochrome P450 3A4,DB00736,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,COc1ccc2nc(S(=O)(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,DrugBank
DB00736,Esomeprazole,DBMET01657,5-O-Desmethylomeprazole,Cytochrome P450 2C19,DB00736,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,COc1c(C)cnc(C[S+]([O-])c2nc3ccc(O)cc3[nH]2)c1C,DrugBank
DB00736,Esomeprazole,DBMET00448,5-hydroxyesomeprazole,Cytochrome P450 2C19,DB00736,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,COc1ccc2nc([S+]([O-])Cc3ncc(CO)c(OC)c3C)[nH]c2c1,DrugBank
DB00758,Clopidogrel,DBMET01210,Clopidogrel carboxylic acid derivative,Liver carboxylesterase 1,DB00758,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,O=C(O)C(c1ccccc1Cl)N1CCc2sccc2C1,DrugBank
DB00758,Clopidogrel,DBMET00098,2-Oxoclopidogrel,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 1A2, Cytochrome P450 2B6",DB00758,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,COC(=O)C(c1ccccc1Cl)N1CCC2SC(=O)C=C2C1,DrugBank
DB00864,Tacrolimus,DBMET00390,31-O-Demethyltacrolimus,Cytochrome P450 3A4,DB00864,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(O)C3)C(C)C(O)CC1=O)C(C)CC2OC,DrugBank
DB00864,Tacrolimus,DBMET01667,13-O-Desmethyltacrolimus,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00864,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2O,Both
DB00864,Tacrolimus,DBMET01668,15-O-Desmethyltacrolimus,Cytochrome P450 3A4,DB00864,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,C=CCC1C=C(C)CC(C)CC(O)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,Both
DB00983,Formoterol,DBMET02956,O-demethylated formoterol (M1),"Cytochrome P450 2D6, Cytochrome P450 2C19, Cytochrome P450 2C9, Cytochrome P450 2A6",DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,DrugBank
DB00983,Formoterol,DBMET02959,Formoterol glucuronide 1,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15",DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1,DrugBank
DB00983,Formoterol,DBMET02960,Formoterol glucuronide 2,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15",DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1,DrugBank
DB00983,Formoterol,DBMET02961,Formoterol deformylated metabolite,,DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,DrugBank
DB00983,Formoterol,DBMET02963,Formoterol sulfate conjugate,,DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1,DrugBank
DB01012,Cinacalcet,DBMET00510,Hydrocinnamic acid,,DB01012,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,O=C(O)CCc1ccccc1,DrugBank
DB01012,Cinacalcet,DBMET00869,hydroxy-hydrocinnamic acid,,DB01012,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,O=C(O)CCc1cccc(O)c1,DrugBank
DB01076,Atorvastatin,DBMET00351,para-hydroxyatorvastatin,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB01076,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,Both
DB01076,Atorvastatin,DBMET00352,ortho-hydroxyatorvastatin,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB01076,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,Both
DB01098,Rosuvastatin,DBMET01839,N-Desmethylrosuvastatin,"Cytochrome P450 2C9, Cytochrome P450 2C19",DB01098,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,CC(C)c1nc(NS(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,Both
DB01098,Rosuvastatin,DBMET01840,Rosuvastatin 5 S-lactone,Cytochrome P450 2C9,DB01098,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=Cc1cc(O)cc(=O)o1,Both
DB01222,Budesonide,DBMET02912,22-hydroxy Intermediate Metabolite of Budesonide,,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC1(O)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,DrugBank
DB01222,Budesonide,DBMET02914,delta6-budesonide,,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC1OC2CC3C4C=CC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,DrugBank
DB01222,Budesonide,DBMET02915,23-hydroxybudesonide,,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCC(O)C1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,DrugBank
DB01222,Budesonide,DBMET00476,6-beta-hydroxybudesonide,Cytochrome P450 3A4,DB01222,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC1OC2CC3C4CC(O)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Both
DB01254,Dasatinib,DBMET03622,Dasatinib M4 metabolite,Cytochrome P450 3A4,DB01254,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCNCC2)n1,DrugBank
DB01254,Dasatinib,DBMET03626,Dasatinib M24 metabolite,Cytochrome P450 3A4,DB01254,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3CO)s2)cc(N2CCN(CCO)CC2)n1,DrugBank
DB01254,Dasatinib,DBMET03625,Dasatinib M20 metabolite,Cytochrome P450 3A4,DB01254,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cc(O)cc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DrugBank
DB01254,Dasatinib,DBMET03624,Dasatinib M6 metabolite,,DB01254,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)O)CC2)n1,DrugBank
DB01261,Sitagliptin,DBMET02430,Sitagliptin M1 Metabolite,,DB01261,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(CC(Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1,DrugBank
DB01261,Sitagliptin,DBMET02431,Sitagliptin M2 and M5 Metabolites,,DB01261,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C1CC(Cc2cc(F)c(F)cc2F)NC2Cn3c(nnc3C(F)(F)F)CN12,DrugBank
DB01261,Sitagliptin,DBMET02432,Sitagliptin Unnamed Metabolite,,DB01261,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(O)NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,DrugBank
DB05676,Apremilast,DBMET01392,O-desmethyl Apremilast,"Cytochrome P450 3A4, Cytochrome P450 2A6, Cytochrome P450 1A2",DB05676,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1O,DrugBank
DB05812,Abiraterone,DBMET00788,Abiraterone sulfate,"Cytochrome P450 3A4, Sulfotransferase 2A1",DB05812,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,Both
DB05812,Abiraterone,DBMET00951,N-oxide abiraterone sulfate,Sulfotransferase 2A1,DB05812,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(c3ccc[n+]([O-])c3)=CCC12,DrugBank
DB06292,Dapagliflozin,DBMET01372,Dapagliflozin 3-O-glucuronide,UDP-glucuronosyltransferase 1A9,DB06292,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3O)ccc2Cl)cc1,DrugBank
DB06292,Dapagliflozin,DBMET02424,"Dapagliflozin BMS-511926, M8 metabolite",,DB06292,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,OCC1OC(c2ccc(Cl)c(Cc3ccc(O)cc3)c2)C(O)C(O)C1O,DrugBank
DB06292,Dapagliflozin,DBMET02425,"Dapagliflozin BMS-639432, M12 metabolite",,DB06292,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,CCOc1ccc(C(O)c2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,DrugBank
DB06605,Apixaban,DBMET02426,Apixaban M2 metabolite,,DB06605,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,NC(=O)c1nn(-c2ccc(O)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,DrugBank
DB14726,Dabigatran,DBMET03378,Dabigatran M400,,DB14726,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)Nc3ccccn3)ccc21,DrugBank
DB14726,Dabigatran,DBMET03379,BIBR1151/M324,,DB14726,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)O)ccc21,DrugBank
DB14726,Dabigatran,DBMET03381,Dabigatran M486,,DB14726,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(C(=O)Nc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank
DB14726,Dabigatran,DBMET03384,Dabigatran M355,,DB14726,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CO)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank
DB14726,Dabigatran,DBMET02413,Dabigatran 1-O-acylglucuronide metabolite,,DB14726,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c3ccccn3)ccc21,DrugBank
DB08815,Lurasidone,DBMET00890,ID11614,,DB08815,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,c1ccc2c(N3CCNCC3)nsc2c1,DrugBank
DB08815,Lurasidone,DBMET00891,ID14326,,DB08815,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,O=C1C2C3CCC(C3O)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,DrugBank
DB08816,Ticagrelor,DBMET03170,AR-C124910XX,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB08816,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1,DrugBank
DB08816,Ticagrelor,DBMET03171,AR-C133913XX,,DB08816,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(N)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,DrugBank
DB08864,Rilpivirine,DBMET01864,hydroxilated form of rilpivirine 1 (M1),"Cytochrome P450 3A4, Cytochrome P450 3A5",DB08864,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(C=CN)c(O)c(C)c1Nc1ccnc(Nc2ccc(N)cc2)n1,DrugBank
DB08864,Rilpivirine,DBMET01865,hydroxilated form of rilpivirine 2 (M2),"Cytochrome P450 3A4, Cytochrome P450 3A5",DB08864,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(C=CN)cc(CO)c1Nc1ccnc(Nc2ccc(N)cc2)n1,DrugBank
DB08864,Rilpivirine,DBMET01867,hydroxilated form of rilpivirine 3 (M3),"Cytochrome P450 3A4, Cytochrome P450 3A5",DB08864,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(C=CN)c(O)c(CO)c1Nc1ccnc(Nc2ccc(N)cc2)n1,DrugBank
DB08864,Rilpivirine,DBMET01868,hydroxilated form of rilpivirine 4 (M4),"Cytochrome P450 3A4, Cytochrome P450 3A5",DB08864,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,NC=Cc1cc(CO)c(Nc2ccnc(Nc3ccc(N)cc3)n2)c(CO)c1,DrugBank
DB08864,Rilpivirine,DBMET01870,glucurinated form of rilpivirine (M5),UDP-glucuronosyltransferase 1A4,DB08864,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(C=CN)cc(C)c1N=c1ccn(C2OC(C(=O)O)C(O)C(O)C2O)c(Nc2ccc(N)cc2)n1,DrugBank
DB08868,Fingolimod,DBMET03096,Fingolimod phosphate,Sphingosine kinase 1,DB08868,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,DrugBank
DB08882,Linagliptin,DBMET02383,Linagliptin M515(1),,DB08882,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCCC(NC(C)=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,DrugBank
DB08882,Linagliptin,DBMET02386,Linagliptin M489(1),,DB08882,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,Cc1nc(Cn2c(=O)c3c(nc(N4CCCC(N)C4)n3CC#CCO)n(C)c2=O)nc2ccccc12,DrugBank
DB08882,Linagliptin,DBMET02387,Linagliptin M503(1),,DB08882,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C(=O)O)c3ccccc3n1)c(=O)n2C,DrugBank
DB08882,Linagliptin,DBMET02388,Linagliptin CD10604,,DB08882,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCCC(=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,DrugBank
DB08882,Linagliptin,DBMET02394,Linagliptin M487(1),,DB08882,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC(=O)C(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,DrugBank
DB08899,Enzalutamide,DBMET03549,M6 enzalutamide,"Cytochrome P450 3A4, Cytochrome P450 2C8",DB08899,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCO)c(F)c1,DrugBank
DB08899,Enzalutamide,DBMET03551,Carboxyl metabolite enzalutamide (M1),Liver carboxylesterase 1,DB08899,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)O)c(F)c1,DrugBank
DB08930,Dolutegravir,DBMET01875,defluorinated and gutathione conjugated form of dolutegravir (M4.2),,DB08930,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,CC1CCOC2Cn3cc(C(=O)NCc4cc(SCC(N)C(=O)O)c(F)cc4O)c(=O)c(O)c3C(=O)N12,DrugBank
DB08930,Dolutegravir,DBMET01871,ether glucuronide dolutegravir (M2),"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A9",DB08930,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(OC4OC(C(=O)O)C(O)C(O)C4O)c3C(=O)N12,DrugBank
DB08930,Dolutegravir,DBMET01872,hydroxilated form of dolutegravir (M3),Cytochrome P450 3A4,DB08930,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,CC1CCOC2Cn3cc(C(=O)NC(O)c4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,DrugBank
DB08930,Dolutegravir,DBMET01874,defluorinated and gutathione conjugated form of dolutegravir (M4.1),,DB08930,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,CC1CCOC2Cn3cc(C(=O)NCc4cc(SCC(N)C(=O)O)c(O)cc4F)c(=O)c(O)c3C(=O)N12,DrugBank
DB08934,Sofosbuvir,DBMET01381,GS-56650,"Carboxylesterase, Lysosomal protective protein",DB08934,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1,CC(C)OC(=O)C(C)NP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O,DrugBank
DB09038,Empagliflozin,DBMET02141,Empagliflozin-2-glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A9",DB09038,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(OC2OC(C(O)O)C(O)C(O)C2O)C(O)C1O,DrugBank
