parent_name,child_name,parent_smiles,child_smiles,origin,source,set
Prednisolone,Prednisone,C1C(O)C2C3(C)C=CC(=O)C=C3CCC2C2C1(C)C(O)(C(=O)CO)CC2,C1C(=O)C2C3(C)C=CC(=O)C=C3CCC2C2C1(C)C(O)(C(=O)CO)CC2,DB15566,DrugBank,train
Cocaine,Benzoylecgonine,C1C(OC(=O)c2ccccc2)C(C(OC)=O)C2CCC1N2C,C1C2N(C)C(CC2)C(C(=O)O)C1OC(=O)c1ccccc1,DB00907,DrugBank,train
Hydrocodone,Hydromorphone,N1(C)C2C3CCC(=O)C4Oc5c(OC)ccc(c5C43CC1)C2,N1(C)CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,DB15465,Both,train
Isosorbide mononitrate,Isosorbide,O1CC(O)C2OCC(O[N+](=O)[O-])C21,O1CC(O)C2OCC(O)C21,DB01020,DrugBank,train
Phylloquinone,Menatetrenone,c1cccc2c1C(=O)C(CC=C(C)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C2=O,c1cccc2c1C(=O)C(CC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)=C(C)C2=O,DB01022,DrugBank,train
Fenofibrate,Fenofibric acid,O=C(c1ccc(OC(C(OC(C)C)=O)(C)C)cc1)c1ccc(Cl)cc1,O=C(c1ccc(OC(C)(C)C(=O)O)cc1)c1ccc(Cl)cc1,DB01039,DrugBank,train
Benzocaine,Aminobenzoic acid,O(CC)C(=O)c1ccc(N)cc1,OC(c1ccc(N)cc1)=O,DB01086,DrugBank,train
Nefazodone,m-Chlorophenylpiperazine,C1N(CCCn2nc(CC)n(CCOc3ccccc3)c2=O)CCN(c2cccc(Cl)c2)C1,C1CN(c2cccc(Cl)c2)CCN1,DB01149,Both,train
Levodopa,Dopamine,c1(CC(N)C(=O)O)ccc(O)c(O)c1,c1(CCN)ccc(O)c(O)c1,DB01235,DrugBank,train
Olsalazine,Mesalazine,c1(C(=O)O)cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,c1(C(=O)O)c(O)ccc(N)c1,DB01250,DrugBank,train
Lisdexamfetamine,Dextroamphetamine,c1ccc(CC(C)NC(=O)C(N)CCCCN)cc1,c1ccc(CC(C)N)cc1,DB01255,DrugBank,train
Lisdexamfetamine,Lysine,C(C(C(NC(C)Cc1ccccc1)=O)N)CCCN,C(CCCN)C(N)C(=O)O,DB01255,DrugBank,train
Colchicine,Colchiceine,C1c2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc2C(NC(C)=O)C1,C1c2cc(OC)c(OC)c(OC)c2-c2ccc(O)c(=O)cc2C(NC(C)=O)C1,DB01394,Both,train
Bambuterol,Terbutaline,OC(c1cc(OC(=O)N(C)C)cc(OC(N(C)C)=O)c1)CNC(C)(C)C,OC(CNC(C)(C)C)c1cc(O)cc(O)c1,DB01408,DrugBank,train
Testosterone propionate,Testosterone,C1CC(OC(CC)=O)C2(C)C1C1CCC3=CC(=O)CCC3(C)C1CC2,C1CC(O)C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C21,DB01420,DrugBank,train
,Edaravone,c1(-n2c(=O)cc(C)n2C)ccccc1,c1(N2N=C(C)CC2=O)ccccc1,DB01435,DrugBank,train
Metamfetamine,Dextroamphetamine,c1c(CC(NC)C)cccc1,c1c(CC(C)N)cccc1,DB01577,Both,train
Camphor,5-Exo-Hydroxycamphor,CC1(C)C2(C)CCC1CC2=O,CC1(C)C2(C)CC(O)C1CC2=O,DB01744,Both,train
Lauric acid,12-Hydroxydodecanoic Acid,C(CCCCCCCCCC)C(=O)O,C(C(=O)O)CCCCCCCCCCO,DB14185,Both,train
Phenacetin,Acetaminophen,C(Nc1ccc(OCC)cc1)(C)=O,C(C)(=O)Nc1ccc(O)cc1,DB03783,Both,train
Quinestrol,Ethinylestradiol,C1CC2C3CCC(C#C)(O)C3(C)CCC2c2c1cc(OC1CCCC1)cc2,C1CC2C3CCC(C#C)(O)C3(C)CCC2c2c1cc(O)cc2,DB04575,DrugBank,train
Pentaerythritol tetranitrate,Pentaerithrityl,C(O[N+](=O)[O-])C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],C(O)C(CO)(CO)CO,DB06154,DrugBank,train
Betaine,"N,N-dimethylglycine",[N+](C)(C)(C)CC(=O)[O-],N(C)(C)CC(=O)O,DB06756,DrugBank,train
Chloramphenicol succinate,Chloramphenicol,C(C(NC(COC(CCC(=O)O)=O)C(O)c1ccc([N+](=O)[O-])cc1)=O)(Cl)Cl,C(C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)(Cl)Cl,DB07565,DrugBank,train
(S)-Fluoxetine,Seproxetine,c1c(C(F)(F)F)ccc(OC(CCNC)c2ccccc2)c1,c1c(C(F)(F)F)ccc(OC(CCN)c2ccccc2)c1,DB08544,Both,train
Nandrolone decanoate,Nandrolone,C1C2C(C3CCC(OC(CCCCCCCCC)=O)C3(C)C1)CCC1=CC(=O)CCC12,C1CC2(C)C(C3C1C1CCC(=O)C=C1CC3)CCC2O,DB08804,DrugBank,train
Dimethyl fumarate,Monomethyl fumarate,C(=CC(OC)=O)C(=O)OC,C(=CC(OC)=O)C(=O)O,DB08908,DrugBank,train
Tedizolid phosphate,Tedizolid,c1c(-c2nnn(C)n2)ncc(-c2ccc(N3CC(COP(=O)(O)O)OC3=O)cc2F)c1,c1c(-c2nnn(C)n2)ncc(-c2ccc(N3CC(CO)OC3=O)cc2F)c1,DB09042,DrugBank,train
Etoperidone,m-Chlorophenylpiperazine,N1(CCCn2nc(CC)n(CC)c2=O)CCN(c2cccc(Cl)c2)CC1,N1CCN(c2cccc(Cl)c2)CC1,DB09194,Both,train
Pholcodine,Morphine,O(c1ccc2c3c1OC1C34CCN(C)C(C4C=CC1O)C2)CCN1CCOCC1,Oc1ccc2c3c1OC1C34CCN(C)C(C4C=CC1O)C2,DB09209,DrugBank,train
Molsidomine,Linsidomine,o1c([N-]C(OCC)=O)c[n+](N2CCOCC2)n1,o1c([NH-])c[n+](N2CCOCC2)n1,DB09282,DrugBank,train
Propacetamol,Acetaminophen,C(Nc1ccc(OC(CN(CC)CC)=O)cc1)(C)=O,C(C)(=O)Nc1ccc(O)cc1,DB09288,DrugBank,train
Dexpanthenol,Pantothenic acid,C(C(C)(C)C(O)C(=O)NCCCO)O,C(C(C)(C)C(O)C(=O)NCCC(=O)O)O,DB09357,DrugBank,train
Xylose,Xylitol,OC(C(C=O)O)C(O)CO,OC(C(CO)O)C(O)CO,DB09301,DrugBank,train
Xylitol,D-Xylulose,C(C(C(CO)O)O)(O)CO,C(=O)(CO)C(O)C(O)CO,DB09419,DrugBank,train
Cetyl alcohol,Palmitic Acid,C(C)CCCCCCCCCCCCCCO,C(C)CCCCCCCCCCCCCC(=O)O,DB09494,DrugBank,train
Arbutin,Hydroquinone,c1c(OC2OC(CO)C(O)C(O)C2O)ccc(O)c1,c1c(O)ccc(O)c1,DB11217,DrugBank,train
Gamolenic acid,Dihomo-gamma-linolenic acid,C(=CCCCCC)CC=CCC=CCCCCC(=O)O,C(=CCCCCC)CC=CCC=CCCCCCCC(=O)O,DB11358,DrugBank,train
Dihomo-gamma-linolenic acid,Arachidonic Acid,C(CC=CCC=CCC=CCCCCC)CCCCC(=O)O,C(CC=CCC=CCC=CCCCCC)=CCCCC(=O)O,DB13854,DrugBank,train
Latanoprostene bunod,Latanoprost,C(CC1C(CC=CCCCC(=O)OCCCCO[N+](=O)[O-])C(O)CC1O)C(O)CCc1ccccc1,C(CC1C(CC=CCCCC(OC(C)C)=O)C(O)CC1O)C(O)CCc1ccccc1,DB11660,DrugBank,train
Lisofylline,Pentoxifylline,C(CCCC(C)O)n1c(=O)c2c(ncn2C)n(C)c1=O,C(CCCC(C)=O)n1c(=O)c2c(ncn2C)n(C)c1=O,DB00806,Both,train
Oxetacaine,Mephentermine,N(C)(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,N(C)C(C)(C)Cc1ccccc1,DB12532,DrugBank,train
Oxetacaine,Phentermine,c1c(CC(N(C(CN(CC(N(C)C(C)(C)Cc2ccccc2)=O)CCO)=O)C)(C)C)cccc1,c1c(CC(C)(C)N)cccc1,DB12532,DrugBank,train
Nicoboxil,Niacin,c1ccc(C(OCCOCCCC)=O)cn1,c1ccc(C(=O)O)cn1,DB12911,DrugBank,train
Darolutamide,Ketodarolutamide,c1n(CC(C)NC(=O)c2cc(C(C)O)[nH]n2)nc(-c2ccc(C#N)c(Cl)c2)c1,c1n(CC(NC(c2cc(C(C)=O)[nH]n2)=O)C)nc(-c2ccc(C#N)c(Cl)c2)c1,DB12941,DrugBank,train
Arachidonic Acid,Dinoprostone,C(CC=CCC=CCC=CCCCCC)=CCCCC(=O)O,C(CC1C(C=CC(CCCCC)O)C(O)CC1=O)=CCCCC(=O)O,DB00154,DrugBank,train
Methyl nicotinate,Niacin,O(C)C(=O)c1cccnc1,OC(=O)c1cccnc1,DB13882,DrugBank,train
Testosterone cypionate,Testosterone,C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12,C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C(O)CCC12,DB13943,DrugBank,train
Testosterone enanthate,Testosterone,C1C2C3CCC(OC(CCCCCC)=O)C3(C)CCC2C2(C)C(=CC(=O)CC2)C1,C1CC2=CC(=O)CCC2(C)C2C1C1C(C)(CC2)C(O)CC1,DB13944,DrugBank,train
Testosterone undecanoate,Testosterone,C1CC(=O)C=C2CCC3C4CCC(OC(CCCCCCCCCC)=O)C4(C)CCC3C21C,C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C(O)CCC12,DB13946,DrugBank,train
Estradiol benzoate,Estradiol,O(c1ccc2c(c1)CCC1C2CCC2(C)C1CCC2O)C(=O)c1ccccc1,Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2O,DB13953,DrugBank,train
Estradiol cypionate,Estradiol,C12C(C)(CCC3c4ccc(O)cc4CCC31)C(OC(=O)CCC1CCCC1)CC2,C12C(C)(CCC3c4ccc(O)cc4CCC31)C(O)CC2,DB13954,DrugBank,train
Estradiol valerate,Estradiol,c1cc(O)cc2c1C1C(C3CCC(OC(CCCC)=O)C3(C)CC1)CC2,c1c2c(cc(O)c1)CCC1C2CCC2(C)C1CCC2O,DB13956,DrugBank,train
Linoleic acid,Arachidonic Acid,C(=CCCCCC)CC=CCCCCCCCC(=O)O,C(=CCCCCC)CC=CCC=CCC=CCCCC(=O)O,DB13959,DrugBank,train
Isopropyl myristate,Myristic acid,C(CC)CCCCCCCCCCC(=O)OC(C)C,C(CC)CCCCCCCCCCC(=O)O,DB13966,DrugBank,train
Baloxavir marboxil,Baloxavir,S1c2c(cccc2)C(N2n3c(c(OCOC(OC)=O)c(=O)cc3)C(=O)N3C2COCC3)c2c(c(F)c(F)cc2)C1,S1c2c(cccc2)C(N2n3c(c(O)c(=O)cc3)C(=O)N3C2COCC3)c2c(c(F)c(F)cc2)C1,DB13997,DrugBank,train
Betamethasone phosphate,Betamethasone,C1(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,C1(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,DB14669,DrugBank,train
Ceftobiprole medocaril,Ceftobiprole,C1(=O)N2C(C(=O)O)=C(C=C3CCN(C4CCN(C(OCc5c(C)oc(=O)o5)=O)C4)C3=O)CSC2C1NC(=O)C(=NO)c1nsc(N)n1,C1(=O)C(NC(C(c2nc(N)sn2)=NO)=O)C2N1C(C(=O)O)=C(C=C1CCN(C3CCNC3)C1=O)CS2,DB14733,DrugBank,train
Diroximel fumarate,Monomethyl fumarate,C(C=CC(OC)=O)(=O)OCCN1C(=O)CCC1=O,C(C=CC(OC)=O)(=O)O,DB14783,DrugBank,train
Monomethyl fumarate,Fumaric acid,C(C(OC)=O)=CC(=O)O,C(C(=O)O)=CC(=O)O,DB08908,DrugBank,train
Benzhydrocodone,Hydrocodone,O1c2c(OC)ccc3c2C24C1C(OC(=O)c1ccccc1)=CCC2C(C3)N(C)CC4,O1c2c(OC)ccc3c2C24C1C(=O)CCC2C(C3)N(C)CC4,DB15465,DrugBank,train
Prednisolone acetate,Prednisolone,C1CC(C(COC(C)=O)=O)(O)C2(C)C1C1CCC3=CC(=O)C=CC3(C)C1C(O)C2,C1C2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C(O)(C(=O)CO)C1,DB15566,DrugBank,train
Molnupiravir,N4-Hydroxycytidine,[nH]1c(=NO)ccn(C2OC(COC(C(C)C)=O)C(O)C2O)c1=O,n1c(=O)n(C2OC(CO)C(O)C2O)ccc1NO,DB15661,DrugBank,train
Melphalan flufenamide,Melphalan,c1c(CC(C(NC(C(OCC)=O)Cc2ccc(F)cc2)=O)N)ccc(N(CCCl)CCCl)c1,c1c(CC(N)C(=O)O)ccc(N(CCCl)CCCl)c1,DB16627,DrugBank,train
Serdexmethylphenidate,Dexmethylphenidate,c1(C(C(OC)=O)C2CCCCN2C(=O)OC[n+]2cccc(C(=O)NC(CO)C(=O)[O-])c2)ccccc1,c1(C(C(OC)=O)C2CCCCN2)ccccc1,DB16629,DrugBank,train
L-Acetylleucine,Leucine,C(C(NC(C)=O)C(=O)O)C(C)C,C(C(C)C)C(N)C(=O)O,DB16956,DrugBank,train
Calcitriol,Calcitroic acid,C1(=CC=C2C(=C)C(O)CC(O)C2)CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,C1(=CC=C2C(=C)C(O)CC(O)C2)CCCC2(C)C1CCC2C(C)CC(=O)O,DB00169,DrugBank,train
Tetrahydrofolic acid,"5,10-methylene tetrahydrofolate (THF)",n1c(N)[nH]c2c(c1=O)NC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,n1c(=N)[nH]c2c(c1O)N1C(CN2)CN(c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)C1,DB00158,DrugBank,train
Vitamin E,13'-hydroxy-alpha-tocopherol,O1c2c(C)c(C)c(O)c(C)c2CCC1(C)CCCC(C)CCCC(C)CCCC(C)C,O1c2c(C)c(C)c(O)c(C)c2CCC1(C)CCCC(C)CCCC(C)CCCC(C)CO,DB11635,DrugBank,train
Phentermine,p-hydroxyphentermine,c1c(CC(C)(C)N)cccc1,c1c(CC(C)(C)N)ccc(O)c1,DB12532,DrugBank,train
Phentermine,N-hydroxyphentermine,C(C)(C)(N)Cc1ccccc1,C(C)(C)(Cc1ccccc1)NO,DB12532,DrugBank,train
Theophylline,1-Methylxanthine,[nH]1c2c(=O)n(C)c(=O)n(C)c2nc1,[nH]1cnc2[nH]c(=O)n(C)c(=O)c21,DB00201,DrugBank,train
Temazepam,Oxazepam glucuronide,c12cc(Cl)ccc1N(C)C(=O)C(O)N=C2c1ccccc1,c12cc(Cl)ccc1N=C(O)C(OC1OC(C(=O)O)C(O)C(O)C1O)N=C2c1ccccc1,DB00829,DrugBank,train
Mesalazine,N-acetyl-5-ASA (Ac-5-ASA),c1(O)ccc(N)cc1C(=O)O,c1(O)ccc(NC(C)=O)cc1C(=O)O,DB00795,Both,train
Theophylline,3-methylxanthine,c1(=O)n(C)c(=O)n(C)c2c1[nH]cn2,c1(=O)[nH]c(=O)n(C)c2c1[nH]cn2,DB00201,DrugBank,train
Theophylline,"1,3-dimethyluric acid",c12c(c(=O)n(C)c(=O)n1C)[nH]cn2,c12c(c(=O)n(C)c(=O)n1C)[nH]c(=O)[nH]2,DB00201,DrugBank,train
Liothyronine,Diiodothyronine,C(N)(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,C(N)(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DB00451,DrugBank,train
Liothyronine,Monoiodothyronine,c1cc(Oc2c(I)cc(CC(N)C(=O)O)cc2I)cc(I)c1O,c1cc(Oc2ccc(CC(N)C(=O)O)cc2I)ccc1O,DB00451,DrugBank,train
Liothyronine,Triiodothyronine sulfate,O(c1c(I)cc(CC(N)C(=O)O)cc1I)c1ccc(O)c(I)c1,O(c1c(I)cc(CC(N)C(=O)O)cc1I)c1ccc(OS(=O)(=O)O)c(I)c1,DB00451,DrugBank,train
Desvenlafaxine,"N,O-Didesmethylvenlafaxine",C1CCC(C(CN(C)C)c2ccc(O)cc2)(O)CC1,C1CCC(C(CNC)c2ccc(O)cc2)(O)CC1,DB00285,DrugBank,train
Desvenlafaxine,O-Desmethylvenlafaxine glucuronide,C(N(C)C)C(c1ccc(O)cc1)C1(O)CCCCC1,C(N)C(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1,DB00285,DrugBank,train
Morphine,Morphine ethereal sulfate,C12C34CCN(C)C(C3C=CC1O)Cc1c4c(c(O)cc1)O2,C12C34CCN(C)C(C3C=CC1OS(=O)(=O)O)Cc1c4c(c(OS(=O)(=O)O)cc1)O2,DB00295,DrugBank,train
Morphine,Normorphine,c12c3ccc(O)c1OC1C24CCN(C)C(C4C=CC1O)C3,c12c3ccc(O)c1OC1C(O)C=CC4C(C3)NCCC214,DB00295,DrugBank,train
Acetaminophen,Acetaminophen glucuronide,c1c(NC(C)=O)ccc(O)c1,c1c(NC(C)=O)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1,DB03783,Both,train
Acetaminophen,Acetaminophen sulfate,c1(O)ccc(NC(C)=O)cc1,c1(OS(=O)(=O)O)ccc(NC(C)=O)cc1,DB03783,Both,train
Acetaminophen,NAPQI,O=C(C)Nc1ccc(O)cc1,O=C(C)N=C1C=CC(=O)C=C1,DB03783,Both,train
Codeine,norcodeine,C1CN(C)C2C3C=CC(O)C4Oc5c(OC)ccc(c5C431)C2,C1CNC2C3C=CC(O)C4Oc5c(OC)ccc(c5C431)C2,DB00318,Both,train
Codeine,Codeine-6-glucuronide,c1(OC)ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC314,c1(OC)ccc2c3c1OC1C(OC4OC(C(=O)O)C(O)C(O)C4O)C=CC4C(C2)N(C)CCC314,DB00318,Both,train
Nortriptyline,E-10-Hydroxynortriptyline,c12ccccc1CCc1ccccc1C2=CCCNC,c12ccccc1CC(O)c1ccccc1C2=CCCNC,DB00321,Both,train
Nortriptyline,Desmethylnortriptyline,c1cc2c(cc1)CCc1ccccc1C2=CCCNC,c1cc2c(cc1)CCc1ccccc1C2=CCCN,DB00321,Both,train
Hydromorphone,Hydromorphone-3-glucuronide,C1CN(C)C2C3C14c1c(ccc(O)c1OC4C(=O)CC3)C2,C1CN(C)C2C3C14c1c(ccc(OC5OC(C(=O)O)C(O)C(O)C5O)c1OC4C(=O)CC3)C2,DB15465,Both,train
Hydromorphone,Norhydromorphone,N1(C)CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,N1C2C3CCC(=O)C4C3(c3c(ccc(O)c3O4)C2)CC1,DB15465,Both,train
Liothyronine,Reverse triiodothyronine (rT3),Oc1ccc(Oc2c(I)cc(CC(N)C(=O)O)cc2I)cc1I,Oc1c(I)cc(Oc2ccc(CC(N)C(=O)O)cc2I)cc1I,DB00451,DrugBank,train
Testosterone,2alpha-hydroxytestosterone,C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CCC2O,C12(C)CCC3C4(C)CC(O)C(=O)C=C4CCC3C1CCC2O,DB01420,Both,train
Testosterone,15alpha-hydroxytestosterone,C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CCC2O,C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1C(O)CC2O,DB01420,Both,train
Testosterone,16alpha-hydroxytestosterone,C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CCC2O,C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CC(O)C2O,DB01420,Both,train
Testosterone,Testosterone sulfate,C1C(O)C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C2C1,C1C(OS(=O)(=O)O)C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C2C1,DB01420,Both,train
Testosterone,Dihydrotestosterone,C1CC(O)C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C21,C1C2C(C)(CCC3C2CCC2CC(=O)CCC32C)C(O)C1,DB01420,DrugBank,train
Testosterone,1β-hydroxy-testosterone,C12=CC(=O)CCC1(C)C1C(CC2)C2C(C)(CC1)C(O)CC2,C12=CC(=O)CC(O)C1(C)C1CCC3(C)C(C1CC2)CCC3O,DB01420,DrugBank,train
Testosterone,Testosterone glucuronide,C12=CC(=O)CCC1(C)C1C(CC2)C2C(C)(CC1)C(O)CC2,C12=CC(=O)CCC1(C)C1C(CC2)C2C(C)(CC1)C(OC1OC(C(=O)O)C(O)C(O)C1O)CC2,DB01420,Both,train
Testosterone,11β-hydroxy-testosterone,C1CC(O)C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C21,C1CC(O)C2(C)CC(O)C3C4(C)CCC(=O)C=C4CCC3C21,DB01420,DrugBank,train
Testosterone,5-alpha-Dihydrotestosterone glucuronide,C1(=O)CCC2(C)C(=C1)CCC1C2CCC2(C)C(O)CCC12,C1(=O)CCC2(C)C(C1)CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,DB01420,DrugBank,train
Testosterone,6-beta-hydroxytestosterone,C1(=O)CCC2(C)C(=C1)CCC1C2CCC2(C)C(O)CCC12,C1(=O)CCC2(C)C(=C1)C(O)CC1C2CCC2(C)C(O)CCC12,DB01420,Both,train
Androstenedione,5-alpha androstanedione,C1CC2(C)C(C3C1C1(C)C(=CC(=O)CC1)CC3)CCC2=O,C1CC2(C)C(C3C1C1(C)C(CC3)CC(=O)CC1)CCC2=O,DB01420,DrugBank,train
