parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source,tanimoto,set,TB_Cluster
DB01576,Dextroamphetamine,DBMET00540,Norephedrine,,DB01255,CC(N)Cc1ccccc1,CC(N)C(O)c1ccccc1,DrugBank,0.3928571428571428,train,2
DB01576,Dextroamphetamine,DBMET03721,4-Hydroxy-d-amphetamine,,DB01255,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1,Both,0.6,train,2
DB04557,Arachidonic Acid,DBMET01598,19-HETE,"Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2E1",DB13854,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,CC(O)CCCC=CCC=CCC=CCC=CCCCC(=O)O,Both,0.6060606060606061,train,2
DB06700,Desvenlafaxine,DBMET02409,Benzyl hydroxy desvenlafaxine,,DB00285,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CN(C)CC(c1ccc(O)c(O)c1)C1(O)CCCCC1,DrugBank,0.717948717948718,train,2
DB06700,Desvenlafaxine,DBMET02410,Cyclohexane ring hydroxy desvenlafaxine,,DB00285,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CN(C)CC(c1ccc(O)cc1)C1(O)CCC(O)CC1,DrugBank,0.717948717948718,train,2
DB06701,Dexmethylphenidate,DBMET02407,p-hydroxy-methylphenidate,,DB16629,COC(=O)C(c1ccccc1)C1CCCCN1,COC(=O)C(c1ccc(O)cc1)C1CCCCN1,DrugBank,0.7804878048780488,train,2
DB06701,Dexmethylphenidate,DBMET02408,6-oxo-methylphenidate,,DB16629,COC(=O)C(c1ccccc1)C1CCCCN1,COC(=O)C(c1ccccc1)C1CCCC(=O)N1,DrugBank,0.6744186046511628,train,2
DB06701,Dexmethylphenidate,DBMET00651,Ritalinic acid,Carboxylesterase,DB16629,COC(=O)C(c1ccccc1)C1CCCCN1,O=C(O)C(c1ccccc1)C1CCCCN1,DrugBank,0.717948717948718,train,2
DB11282,Diethyltoluamide,DBMET01777,N-ethyl-m-toluamide,"Cytochrome P450 2C19, Cytochrome P450 3A4",DB11282,CCN(CC)C(=O)c1cccc(C)c1,CCNC(=O)c1cccc(C)c1,Both,0.5882352941176471,train,2
DB00654,Latanoprost,DBMET02015,"1,2,3,4-tetranor latanoprost acid","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial, 3-ketoacyl-CoA thiolase, peroxisomal, Enoyl-CoA hydratase, mitochondrial, Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",DB11660,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,O=C(O)CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,DrugBank,0.5689655172413793,train,2
DB06701,Dexmethylphenidate,DBMET03284,Ethylphenidate,,DB16629,COC(=O)C(c1ccccc1)C1CCCCN1,CCOC(=O)C(c1ccccc1)C1CCCCN1,DrugBank,0.7619047619047619,train,2
DB00175,Pravastatin,DBMET02479,Desacylpravastatin,,DB00175,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC1C=Cc2cc(O)ccc2C1CCC(O)CC(O)CC(=O)O,DrugBank,0.3783783783783784,train,2
DB00177,Valsartan,DBMET00011,Valeryl-4-hydroxyvalsartan,Cytochrome P450 2C9,DB00177,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,Both,0.8,train,2
DB00190,Carbidopa,DBMET00637,"3,4-Dihydroxyphenylacetone",,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(=O)Cc1ccc(O)c(O)c1,DrugBank,0.4473684210526316,train,2
DB00190,Carbidopa,DBMET00698,3-(3-hydroxyphenyl)-2-methyllactic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(O)(Cc1cccc(O)c1)C(=O)O,DrugBank,0.3863636363636363,train,2
DB00190,Carbidopa,DBMET00699,3-(3-hydroxyphenyl)-2-methylpropionic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1cccc(O)c1)C(=O)O,DrugBank,0.2765957446808511,train,2
DB00190,Carbidopa,DBMET00700,"3-(3,4-dihydroxyphenyl)-2-methylpropionic acid",,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1ccc(O)c(O)c1)C(=O)O,DrugBank,0.475,train,2
DB00190,Carbidopa,DBMET00701,3-(4-hydroxy-3-methoxyphenyl)-2-methyllactic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,COc1cc(CC(C)(O)C(=O)O)ccc1O,DrugBank,0.4444444444444444,train,2
DB00190,Carbidopa,DBMET00702,3-(4-hydroxy-3-methoxyphenyl)-2-methylpropionic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,COc1cc(CC(C)C(=O)O)ccc1O,DrugBank,0.3333333333333333,train,2
DB00214,Torasemide,DBMET00297,Torasemide M1 (hydroxytorsemide),"Cytochrome P450 2C8, Cytochrome P450 2C9",DB00214,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,DrugBank,0.3611111111111111,train,2
DB00243,Ranolazine,DBMET02256,CVT-5029,,DB00243,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,COc1cc(O)ccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,DrugBank,0.8214285714285714,train,2
DB00243,Ranolazine,DBMET02242,RS-88390 (CVT-2514),"Cytochrome P450 3A4, Cytochrome P450 2D6",DB00243,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CN1CCN(CC(O)COc2ccccc2O)CC1,DrugBank,0.8301886792452831,train,2
DB00243,Ranolazine,DBMET02244,CVT-2738,"Cytochrome P450 3A4, Cytochrome P450 2D6",DB00243,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CN1CCNCC1,DrugBank,0.509090909090909,train,2
DB00243,Ranolazine,DBMET02248,CVT-2535,,DB00243,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CCO,DrugBank,0.3636363636363636,train,2
DB00243,Ranolazine,DBMET02249,CVT-2512,"Cytochrome P450 3A4, Cytochrome P450 2D6",DB00243,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CN1CCN(CC(O)CO)CC1,DrugBank,0.660377358490566,train,2
DB00245,Benzatropine,DBMET02259,4'-hydroxybenztropine,,DB00245,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,CN1C2CCC1CC(O)(OC(c1ccccc1)c1ccccc1)C2,DrugBank,0.525,train,2
DB00280,Disopyramide,DBMET00363,mono-isopropyl-disopyramide,Cytochrome P450 3A4,DB00280,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CC(C)NCCC(C(N)=O)(c1ccccc1)c1ccccn1,Both,0.673469387755102,train,2
DB00281,Lidocaine,DBMET00257,monoethylglycinexylidide,"Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 3A7",DB00281,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)cccc1C,Both,0.6,train,2
DB00289,Atomoxetine,DBMET00734,4-hydroxyatomoxetine,Cytochrome P450 2D6,DB00289,CNCCC(Oc1ccccc1C)c1ccccc1,CNCCC(Oc1ccc(O)cc1C)c1ccccc1,Both,0.7073170731707317,train,2
DB00296,Ropivacaine,DBMET03532,4-Hydroxyropivacaine,,DB00296,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,CCCN1CCCCC1C(=O)Nc1c(C)cc(O)cc1C,DrugBank,0.7555555555555555,train,2
DB00313,Valproic acid,DBMET00063,4-Hydroxyvalproic acid,"Cytochrome P450 3A5, Cytochrome P450 2A6, Cytochrome P450 2C9, Cytochrome P450 2B6",DB00313,CCCC(CCC)C(=O)O,CCCC(CC(C)O)C(=O)O,Both,0.6521739130434783,train,2
DB00335,Atenolol,DBMET02486,M1 (Atenolol),Cytochrome P450 2D6,DB00335,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(C(O)C(N)=O)cc1,DrugBank,0.6818181818181818,train,2
DB00368,Norepinephrine,DBMET00563,3-Methoxy-4-Hydroxyphenylglycol sulfate,,DB00368,NCC(O)c1ccc(O)c(O)c1,COc1cc(C(CO)OS(=O)(=O)O)ccc1O,DrugBank,0.2608695652173913,train,2
DB00379,Mexiletine,DBMET00259,2-hydroxymexiletine,"Cytochrome P450 1A2, Cytochrome P450 2D6",DB00379,Cc1cccc(C)c1OCC(C)N,Cc1cccc(CO)c1OCC(C)N,Both,0.71875,train,2
DB00379,Mexiletine,DBMET00260,p-hydroxymexiletine,"Cytochrome P450 1A2, Cytochrome P450 2D6",DB00379,Cc1cccc(C)c1OCC(C)N,Cc1cc(O)cc(C)c1OCC(C)N,Both,0.6129032258064516,train,2
DB00388,Phenylephrine,DBMET02847,m-hydroxymandelic acid,"Amine oxidase [flavin-containing] A, Amine oxidase [flavin-containing] B",DB00388,CNCC(O)c1cccc(O)c1,O=C(O)C(O)c1cccc(O)c1,DrugBank,0.4571428571428571,train,2
DB00417,Phenoxymethylpenicillin,DBMET00983,Penicilloic acid,,DB00417,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)O)NC1C(=O)O,DrugBank,0.3333333333333333,train,2
DB00420,Promazine,DBMET01213,3-Hydroxypromazine,,DB00420,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN(C)CCCN1c2ccccc2Sc2cc(O)ccc21,DrugBank,0.7631578947368421,train,2
DB00423,Methocarbamol,DBMET02500,"3-(4-hydroxy-2-methoxyphenoxy)-1,2-propanediol-1-carbamate",,DB00423,COc1ccccc1OCC(O)COC(N)=O,COc1cc(O)ccc1OCC(O)COC(N)=O,DrugBank,0.717948717948718,train,2
DB00458,Imipramine,DBMET00254,2-hydroxyimipramine,"Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 2D6, Cytochrome P450 3A4",DB00458,CN(C)CCCN1c2ccccc2CCc2ccccc21,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,Both,0.7631578947368421,train,2
DB00461,Nabumetone,DBMET02521,3-OH-nabumetone,"11-beta-hydroxysteroid dehydrogenase 1, Aldo-keto reductase family 1 member C1, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member C4",DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CC(O)C(C)=O)ccc2c1,DrugBank,0.5897435897435898,train,2
DB00461,Nabumetone,DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,,DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CCC(C)O)ccc2c1,DrugBank,0.5789473684210527,train,2
DB00461,Nabumetone,DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,,DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(=O)CCc1ccc2cc(O)ccc2c1,DrugBank,0.6571428571428571,train,2
DB00502,Haloperidol,DBMET00252,fluorobenzoylpropionic acid,Cytochrome P450 1A2,DB00502,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(O)CCC(=O)c1ccc(F)c(F)c1,DrugBank,0.3018867924528302,train,2
DB00533,Rofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",Prostaglandin G/H synthase 1,DB00533,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,DrugBank,0.32,train,2
DB00545,Pyridostigmine,DBMET03285,3-hydroxy-N-methyl-pyridinium,"Acetylcholinesterase, Cholinesterase",DB00545,CN(C)C(=O)Oc1ccc[n+](C)c1,C[n+]1cccc(O)c1,DrugBank,0.4117647058823529,train,2
DB00564,Carbamazepine,DBMET00710,3-hydroxycarbamazepine,"Cytochrome P450 3A4, Cytochrome P450 2B6",DB00564,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,Both,0.7419354838709677,train,2
DB00568,Cinnarizine,DBMET01194,Cinnarizine metabolite M2,Cytochrome P450 2D6,DB00568,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Oc1ccc(C=CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,Both,0.8157894736842105,train,2
DB00568,Cinnarizine,DBMET01196,Cinnarizine metabolite M4,Cytochrome P450 2B6,DB00568,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Oc1ccc(C(c2ccccc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,Both,0.8421052631578947,train,2
DB00574,Fenfluramine,DBMET00316,norfenfluramine,"Cytochrome P450 2D6, Cytochrome P450 1A2",DB00574,CCNC(C)Cc1cccc(C(F)(F)F)c1,CC(N)Cc1cccc(C(F)(F)F)c1,Both,0.6388888888888888,train,2
DB00580,Valdecoxib,DBMET01349,Valdecoxib metabolite M9,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,Both,0.7272727272727273,train,2
DB00586,Diclofenac,DBMET00144,4'-Hydroxydiclofenac,Cytochrome P450 2C9,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,Both,0.7428571428571429,train,2
DB00586,Diclofenac,DBMET00146,3'-Hydroxydiclofenac,Cytochrome P450 2C9,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,DrugBank,0.7027027027027027,train,2
DB00586,Diclofenac,DBMET02613,5-hydroxy diclofenac,"Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C18, Cytochrome P450 2C19, Cytochrome P450 2C9",DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,Both,0.6944444444444444,train,2
DB00598,Labetalol,DBMET02671,Labetalol Hydroxylated Metabolite (IV),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)c(C(N)=O)c1,DrugBank,0.8367346938775511,train,2
DB00598,Labetalol,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1cc(O)c(O)c(C(N)=O)c1,DrugBank,0.7843137254901961,train,2
DB00668,Epinephrine,DBMET00537,Epinephrine sulfate,,DB00668,CNCC(O)c1ccc(O)c(O)c1,CNCC(O)c1ccc(OS(=O)(=O)O)c(O)c1,Both,0.5897435897435898,train,2
DB00669,Sumatriptan,DBMET02583,Sumatriptan Metabolite GR49336,,DB00669,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CC(=O)O)c2c1,DrugBank,0.6808510638297872,train,2
DB00682,Warfarin,DBMET01042,S-7-Hydroxywarfarin,Cytochrome P450 2C9,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,DrugBank,0.5490196078431373,train,2
DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,Cytochrome P450 2C9,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,DrugBank,0.7727272727272727,train,2
DB00682,Warfarin,DBMET02560,R-10(R)-Hydroxywarfarin,Cytochrome P450 3A4,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.6521739130434783,train,2
DB00682,Warfarin,DBMET00049,R-7-Hydroxywarfarin,"Cytochrome P450 1A2, Cytochrome P450 2C8",DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccc(O)cc2oc1=O,DrugBank,0.7727272727272727,train,2
DB00682,Warfarin,DBMET02556,R-Warfarin-S-Alcohol,,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.6818181818181818,train,2
DB00706,Tamsulosin,DBMET02488,Tamsulosin M-1 Metabolite,Cytochrome P450 3A4,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,COc1ccc(CC(C)NCCOc2ccccc2O)cc1S(N)(=O)=O,Both,0.8301886792452831,train,2
DB00706,Tamsulosin,DBMET02490,Tamsulosin M-3 Metabolite,Cytochrome P450 2D6,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccc(O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Both,0.8214285714285714,train,2
DB00706,Tamsulosin,DBMET02491,Tamsulosin M-4 Metabolite,Cytochrome P450 2D6,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,Both,0.7962962962962963,train,2
DB00706,Tamsulosin,DBMET02492,Tamsulosin M-2 Metabolite,,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1cc(O)ccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DrugBank,0.8214285714285714,train,2
DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,Cytochrome P450 2C9,DB00712,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,Both,0.7777777777777778,train,2
DB00737,Meclizine,DBMET02576,Meclizine metabolite M1,Cytochrome P450 2D6,DB00737,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Cc1cccc(CN2CCN(C(c3ccc(O)cc3)c3ccc(Cl)cc3)CC2)c1,DrugBank,0.8222222222222222,train,2
DB00737,Meclizine,DBMET02577,Meclizine metabolite M2,Cytochrome P450 2D6,DB00737,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,DrugBank,0.7391304347826086,train,2
