parent_name,child_name,parent_smiles,child_smiles,origin,source,set
Pentoxifylline,Lisofylline,O=C(CCCCn1c(=O)n(C)c2c(c1=O)n(C)cn2)C,c1(=O)n(CCCCC(C)O)c(=O)n(C)c2ncn(C)c12,DB12406,DrugBank,train
Diazepam,Nordazepam,c1c(Cl)cc2c(c1)N(C)C(=O)CN=C2c1ccccc1,N1=C(c2ccccc2)c2cc(Cl)ccc2NC(=O)C1,DB00829,DrugBank,train
Diazepam,Temazepam,c1c(Cl)ccc2c1C(c1ccccc1)=NCC(=O)N2C,O=C1N(C)c2c(cc(Cl)cc2)C(c2ccccc2)=NC1O,DB00829,Both,train
Prednisolone,Prednisone,O=C1C=CC2(C)C(=C1)CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12,C1(=O)CC2(C)C(CCC2(C(=O)CO)O)C2C1C1(C)C(=CC(=O)C=C1)CC2,DB15566,DrugBank,train
Cocaine,Benzoylecgonine,C1(C(=O)OC)C2CCC(CC1OC(c1ccccc1)=O)N2C,O(C1CC2N(C)C(CC2)C1C(O)=O)C(c1ccccc1)=O,DB00907,DrugBank,train
Hydrocodone,Hydromorphone,C1C(=O)C2Oc3c(OC)ccc4c3C23C(C(N(C)CC3)C4)C1,C1C23C4Oc5c(O)ccc(c52)CC(N(C)C1)C3CCC4=O,DB15465,Both,train
Isosorbide mononitrate,Isosorbide,O1C2C(OCC2O)C(O[N+]([O-])=O)C1,OC1C2OCC(O)C2OC1,DB01020,DrugBank,train
Phylloquinone,Menatetrenone,CC(CCCC(C)CCCC(C)CCCC(C)=CCC1=C(C)C(=O)c2c(cccc2)C1=O)C,c1cc2c(cc1)C(=O)C(CC=C(C)CCC=C(CCC=C(CCC=C(C)C)C)C)=C(C)C2=O,DB01022,DrugBank,train
Fenofibrate,Fenofibric acid,O=C(OC(C)C)C(C)(C)Oc1ccc(C(c2ccc(Cl)cc2)=O)cc1,O=C(c1ccc(OC(C)(C)C(=O)O)cc1)c1ccc(Cl)cc1,DB01039,DrugBank,train
Benzocaine,Aminobenzoic acid,CCOC(c1ccc(N)cc1)=O,O=C(O)c1ccc(N)cc1,DB01086,DrugBank,train
Nefazodone,m-Chlorophenylpiperazine,c1c(N2CCN(CCCn3nc(CC)n(CCOc4ccccc4)c3=O)CC2)cc(Cl)cc1,C1NCCN(c2cc(Cl)ccc2)C1,DB01149,Both,train
Levodopa,Dopamine,C(c1ccc(O)c(O)c1)C(C(O)=O)N,NCCc1cc(O)c(O)cc1,DB01235,DrugBank,train
Olsalazine,Mesalazine,N(c1cc(C(=O)O)c(O)cc1)=Nc1ccc(O)c(C(O)=O)c1,C(c1cc(N)ccc1O)(O)=O,DB01250,DrugBank,train
Lisdexamfetamine,Dextroamphetamine,c1(CC(NC(=O)C(N)CCCCN)C)ccccc1,c1c(CC(C)N)cccc1,DB01255,DrugBank,train
Lisdexamfetamine,Lysine,C(CN)CCC(N)C(NC(Cc1ccccc1)C)=O,NC(C(O)=O)CCCCN,DB01255,DrugBank,train
Colchicine,Colchiceine,O(C)c1c(OC)c2c(cc1OC)CCC(NC(C)=O)c1c-2ccc(OC)c(=O)c1,c12cc(=O)c(O)ccc1-c1c(OC)c(OC)c(OC)cc1CCC2NC(C)=O,DB01394,Both,train
Bambuterol,Terbutaline,O(C(N(C)C)=O)c1cc(OC(=O)N(C)C)cc(C(CNC(C)(C)C)O)c1,C(C)(C)(NCC(O)c1cc(O)cc(O)c1)C,DB01408,DrugBank,train
Testosterone propionate,Testosterone,C1(=O)CCC2(C)C3CCC4(C)C(C3CCC2=C1)CCC4OC(CC)=O,CC12C(O)CCC1C1C(C3(C)C(=CC(=O)CC3)CC1)CC2,DB01420,DrugBank,train
,Edaravone,c1cccc(-n2c(=O)cc(C)n2C)c1,c1ccccc1N1N=C(C)CC1=O,DB01435,DrugBank,train
Metamfetamine,Dextroamphetamine,c1c(CC(C)NC)cccc1,c1c(CC(N)C)cccc1,DB01577,Both,train
Camphor,5-Exo-Hydroxycamphor,C12(C)C(C)(C)C(CC1=O)CC2,C12C(O)CC(C)(C1(C)C)C(=O)C2,DB01744,Both,train
Lauric acid,12-Hydroxydodecanoic Acid,OC(CCCCCCCCCCC)=O,OCCCCCCCCCCCC(O)=O,DB14185,Both,train
Phenacetin,Acetaminophen,O(c1ccc(NC(=O)C)cc1)CC,c1c(O)ccc(NC(C)=O)c1,DB03783,Both,train
Quinestrol,Ethinylestradiol,C1C2C(c3ccc(OC4CCCC4)cc3C1)CCC1(C)C(C#C)(O)CCC12,c1cc2c(cc1O)CCC1C3C(C)(C(C#C)(O)CC3)CCC12,DB04575,DrugBank,train
Pentaerythritol tetranitrate,Pentaerithrityl,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+](=O)[O-])CO[N+](=O)[O-],C(CO)(CO)(CO)CO,DB06154,DrugBank,train
Betaine,"N,N-dimethylglycine",[O-]C(=O)C[N+](C)(C)C,O=C(O)CN(C)C,DB06756,DrugBank,train
Chloramphenicol succinate,Chloramphenicol,O=[N+]([O-])c1ccc(C(O)C(COC(CCC(=O)O)=O)NC(C(Cl)Cl)=O)cc1,C(Cl)(Cl)C(=O)NC(C(c1ccc([N+]([O-])=O)cc1)O)CO,DB07565,DrugBank,train
(S)-Fluoxetine,Seproxetine,C(c1ccccc1)(CCNC)Oc1ccc(C(F)(F)F)cc1,c1ccccc1C(Oc1ccc(C(F)(F)F)cc1)CCN,DB08544,Both,train
Nandrolone decanoate,Nandrolone,C(CCCCCC)CCC(OC1C2(C)C(C3C(CC2)C2CCC(=O)C=C2CC3)CC1)=O,C12=CC(=O)CCC1C1C(CC2)C2CCC(O)C2(C)CC1,DB08804,DrugBank,train
Dimethyl fumarate,Monomethyl fumarate,C(OC)(C=CC(=O)OC)=O,COC(=O)C=CC(O)=O,DB08908,DrugBank,train
Tedizolid phosphate,Tedizolid,O=C1OC(COP(O)(=O)O)CN1c1cc(F)c(-c2ccc(-c3nnn(C)n3)nc2)cc1,c1cc(N2C(=O)OC(CO)C2)cc(F)c1-c1cnc(-c2nnn(C)n2)cc1,DB09042,DrugBank,train
Etoperidone,m-Chlorophenylpiperazine,c1c(Cl)cccc1N1CCN(CCCn2c(=O)n(CC)c(CC)n2)CC1,c1(N2CCNCC2)cccc(Cl)c1,DB09194,Both,train
Pholcodine,Morphine,c1cc(OCCN2CCOCC2)c2c3c1CC1N(C)CCC34C(O2)C(O)C=CC14,c1c2c3c(c(O)c1)OC1C34C(C=CC1O)C(N(C)CC4)C2,DB09209,DrugBank,train
Molsidomine,Linsidomine,O(C(=O)[N-]c1on[n+](N2CCOCC2)c1)CC,c1([NH-])c[n+](N2CCOCC2)no1,DB09282,DrugBank,train
Propacetamol,Acetaminophen,O=C(CN(CC)CC)Oc1ccc(NC(=O)C)cc1,C(=O)(Nc1ccc(O)cc1)C,DB09288,DrugBank,train
Dexpanthenol,Pantothenic acid,C(O)(C(NCCCO)=O)C(C)(C)CO,C(O)(C(NCCC(O)=O)=O)C(C)(C)CO,DB09357,DrugBank,train
Xylose,Xylitol,O=CC(C(C(CO)O)O)O,OCC(C(C(O)CO)O)O,DB09301,DrugBank,train
Xylitol,D-Xylulose,OC(CO)C(O)C(CO)O,C(C(O)C(C(=O)CO)O)O,DB09419,DrugBank,train
Cetyl alcohol,Palmitic Acid,C(CCCCCC)CCCCCCCCCO,C(CCCCCCCCC)CCCCCC(O)=O,DB09494,DrugBank,train
Arbutin,Hydroquinone,C(C1OC(Oc2ccc(O)cc2)C(O)C(O)C1O)O,c1(O)ccc(O)cc1,DB11217,DrugBank,train
Gamolenic acid,Dihomo-gamma-linolenic acid,C(CCCC(=O)O)C=CCC=CCC=CCCCCC,C(CC=CCC=CCC=CCCCCC)CCCCC(=O)O,DB11358,DrugBank,train
Dihomo-gamma-linolenic acid,Arachidonic Acid,C(CCCC=CCC=CCC=CCCCCC)CCC(O)=O,C(=CCC=CCCCCC)CC=CCC=CCCCC(O)=O,DB13854,DrugBank,train
Latanoprostene bunod,Latanoprost,C(=CCC1C(CCC(O)CCc2ccccc2)C(O)CC1O)CCCC(OCCCCO[N+]([O-])=O)=O,OC1CC(O)C(CCC(CCc2ccccc2)O)C1CC=CCCCC(OC(C)C)=O,DB11660,DrugBank,train
Lisofylline,Pentoxifylline,c1(=O)n(CCCCC(C)O)c(=O)n(C)c2ncn(C)c12,n1(CCCCC(=O)C)c(=O)n(C)c2c(n(C)cn2)c1=O,DB00806,Both,train
Oxetacaine,Mephentermine,N(C(C)(C)Cc1ccccc1)(C(CN(CC(=O)N(C(Cc1ccccc1)(C)C)C)CCO)=O)C,c1c(CC(C)(NC)C)cccc1,DB12532,DrugBank,train
Oxetacaine,Phentermine,c1ccccc1CC(N(C)C(=O)CN(CCO)CC(=O)N(C(Cc1ccccc1)(C)C)C)(C)C,c1c(CC(C)(N)C)cccc1,DB12532,DrugBank,train
Nicoboxil,Niacin,c1c(C(OCCOCCCC)=O)cccn1,c1(C(O)=O)cnccc1,DB12911,DrugBank,train
Darolutamide,Ketodarolutamide,N(C(C)Cn1nc(-c2ccc(C#N)c(Cl)c2)cc1)C(c1cc(C(O)C)[nH]n1)=O,O=C(NC(C)Cn1nc(-c2cc(Cl)c(C#N)cc2)cc1)c1cc(C(=O)C)[nH]n1,DB12941,DrugBank,train
Arachidonic Acid,Dinoprostone,C(C=CCC=CCC=CCC=CCCCCC)CCC(=O)O,C(C=CC1C(CC=CCCCC(O)=O)C(=O)CC1O)(CCCCC)O,DB00154,DrugBank,train
Methyl nicotinate,Niacin,c1ncccc1C(OC)=O,n1cccc(C(O)=O)c1,DB13882,DrugBank,train
Testosterone cypionate,Testosterone,C1CC2(C)C(=CC1=O)CCC1C3CCC(OC(CCC4CCCC4)=O)C3(C)CCC21,C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC21,DB13943,DrugBank,train
Testosterone enanthate,Testosterone,O=C(OC1CCC2C1(C)CCC1C3(C)C(=CC(=O)CC3)CCC12)CCCCCC,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,DB13944,DrugBank,train
Testosterone undecanoate,Testosterone,C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C(OC(CCCCCCCCCC)=O)CCC21,C12C(C)(C(O)CC1)CCC1C2CCC2=CC(=O)CCC21C,DB13946,DrugBank,train
Estradiol benzoate,Estradiol,C1C2c3ccc(OC(=O)c4ccccc4)cc3CCC2C2C(C)(C(O)CC2)C1,C1CC2C3C(c4c(cc(O)cc4)CC3)CCC2(C)C1O,DB13953,DrugBank,train
Estradiol cypionate,Estradiol,C1CC2C3C(CCC2(C)C1OC(CCC1CCCC1)=O)c1c(cc(O)cc1)CC3,C1C2C3C(c4ccc(O)cc4CC3)CCC2(C)C(O)C1,DB13954,DrugBank,train
Estradiol valerate,Estradiol,C1CC2C(CCc3cc(O)ccc32)C2C1(C)C(OC(=O)CCCC)CC2,c1c2c(cc(O)c1)CCC1C3C(C)(C(O)CC3)CCC12,DB13956,DrugBank,train
Linoleic acid,Arachidonic Acid,C(CC)CCC=CCC=CCCCCCCCC(O)=O,C(CCCC=CCC=CCC=CCC=CCCCCC)(O)=O,DB13959,DrugBank,train
Isopropyl myristate,Myristic acid,C(CCCC(OC(C)C)=O)CCCCCCCCC,C(CCC)CCCCCCCCCC(O)=O,DB13966,DrugBank,train
Baloxavir marboxil,Baloxavir,C1Sc2c(cccc2)C(N2C3N(C(=O)c4c(OCOC(OC)=O)c(=O)ccn42)CCOC3)c2ccc(F)c(F)c21,c1(F)c2c(ccc1F)C(N1C3COCCN3C(=O)c3c(O)c(=O)ccn31)c1c(cccc1)SC2,DB13997,DrugBank,train
Betamethasone phosphate,Betamethasone,C1(O)CC2(C)C(C3CCC4=CC(=O)C=CC4(C)C13F)CC(C)C2(O)C(=O)COP(O)(=O)O,C1=CC(=O)C=C2CCC3C(F)(C(O)CC4(C)C(O)(C(=O)CO)C(C)CC34)C12C,DB14669,DrugBank,train
Ceftobiprole medocaril,Ceftobiprole,C1C(=CC2=C(C(=O)O)N3C(SC2)C(NC(C(=NO)c2nc(N)sn2)=O)C3=O)C(=O)N(C2CCN(C(OCc3c(C)oc(=O)o3)=O)C2)C1,C(O)(=O)C1=C(C=C2C(=O)N(C3CNCC3)CC2)CSC2C(NC(=O)C(c3nc(N)sn3)=NO)C(=O)N21,DB14733,DrugBank,train
Diroximel fumarate,Monomethyl fumarate,C1C(=O)N(CCOC(=O)C=CC(=O)OC)C(=O)C1,C(=O)(O)C=CC(=O)OC,DB14783,DrugBank,train
Monomethyl fumarate,Fumaric acid,C(O)(=O)C=CC(OC)=O,C(C(O)=O)=CC(=O)O,DB08908,DrugBank,train
Benzhydrocodone,Hydrocodone,C1C=C(OC(c2ccccc2)=O)C2C34C1C(Cc1ccc(OC)c(c13)O2)N(C)CC4,O(C)c1c2c3c(cc1)CC1C4C3(CCN1C)C(C(=O)CC4)O2,DB15465,DrugBank,train
Prednisolone acetate,Prednisolone,C1(C(=O)COC(=O)C)(O)C2(C)C(CC1)C1C(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1,C(C(=O)C1(O)C2(C)CC(O)C3C4(C)C=CC(=O)C=C4CCC3C2CC1)O,DB15566,DrugBank,train
Molnupiravir,N4-Hydroxycytidine,O=C(C(C)C)OCC1OC(n2ccc(=NO)[nH]c2=O)C(O)C1O,OC1C(O)C(n2c(=O)nc(NO)cc2)OC1CO,DB15661,DrugBank,train
Melphalan flufenamide,Melphalan,c1c(F)ccc(CC(NC(=O)C(N)Cc2ccc(N(CCCl)CCCl)cc2)C(OCC)=O)c1,C(C(N)Cc1ccc(N(CCCl)CCCl)cc1)(O)=O,DB16627,DrugBank,train
Serdexmethylphenidate,Dexmethylphenidate,C(=O)(OC)C(c1ccccc1)C1CCCCN1C(OC[n+]1cccc(C(NC(C([O-])=O)CO)=O)c1)=O,c1ccccc1C(C(OC)=O)C1CCCCN1,DB16629,DrugBank,train
L-Acetylleucine,Leucine,O=C(C)NC(CC(C)C)C(=O)O,CC(CC(N)C(=O)O)C,DB16956,DrugBank,train
Calcitriol,Calcitroic acid,C(C)(C)(O)CCCC(C)C1C2(C)CCCC(=CC=C3C(=C)C(O)CC(O)C3)C2CC1,C1CC(=CC=C2CC(O)CC(O)C2=C)C2C(C)(C(C(C)CC(O)=O)CC2)C1,DB00169,DrugBank,train
Tetrahydrofolic acid,"5,10-methylene tetrahydrofolate (THF)",C(NC(C(O)=O)CCC(O)=O)(=O)c1ccc(NCC2CNc3c(c(=O)nc(N)[nH]3)N2)cc1,c1(C(=O)NC(C(=O)O)CCC(O)=O)ccc(N2CN3c4c([nH]c(=N)nc4O)NCC3C2)cc1,DB00158,DrugBank,train
Vitamin E,13'-hydroxy-alpha-tocopherol,C(CCCC(C)CCCC(C)CCCC1(C)CCc2c(c(C)c(C)c(O)c2C)O1)(C)C,c12c(C)c(C)c(O)c(C)c1CCC(C)(CCCC(CCCC(C)CCCC(C)CO)C)O2,DB11635,DrugBank,train
Phentermine,p-hydroxyphentermine,CC(Cc1ccccc1)(C)N,CC(Cc1ccc(O)cc1)(C)N,DB12532,DrugBank,train
Phentermine,N-hydroxyphentermine,C(c1ccccc1)C(C)(C)N,c1(CC(NO)(C)C)ccccc1,DB12532,DrugBank,train
Theophylline,1-Methylxanthine,n1(C)c2nc[nH]c2c(=O)n(C)c1=O,O=c1c2[nH]cnc2[nH]c(=O)n1C,DB00201,DrugBank,train
Temazepam,Oxazepam glucuronide,c1c(Cl)ccc2c1C(c1ccccc1)=NC(O)C(=O)N2C,c12c(cc(Cl)cc1)C(c1ccccc1)=NC(OC1OC(C(O)=O)C(O)C(O)C1O)C(O)=N2,DB00829,DrugBank,train
Mesalazine,N-acetyl-5-ASA (Ac-5-ASA),O=C(O)c1cc(N)ccc1O,c1(O)ccc(NC(=O)C)cc1C(O)=O,DB00795,Both,train
Theophylline,3-methylxanthine,c12c(c(=O)n(C)c(=O)n1C)[nH]cn2,O=c1n(C)c2c(c(=O)[nH]1)[nH]cn2,DB00201,DrugBank,train
Theophylline,"1,3-dimethyluric acid",Cn1c2c([nH]cn2)c(=O)n(C)c1=O,O=c1c2[nH]c(=O)[nH]c2n(C)c(=O)n1C,DB00201,DrugBank,train
Liothyronine,Diiodothyronine,c1(I)c(O)ccc(Oc2c(I)cc(CC(C(O)=O)N)cc2I)c1,c1c(Oc2c(I)cc(CC(N)C(=O)O)cc2I)ccc(O)c1,DB00451,DrugBank,train
Liothyronine,Monoiodothyronine,OC(C(N)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)=O,c1(O)ccc(Oc2c(I)cc(CC(N)C(O)=O)cc2)cc1,DB00451,DrugBank,train
Liothyronine,Triiodothyronine sulfate,c1(I)cc(Oc2c(I)cc(CC(N)C(=O)O)cc2I)ccc1O,O=C(C(N)Cc1cc(I)c(Oc2ccc(OS(O)(=O)=O)c(I)c2)c(I)c1)O,DB00451,DrugBank,train
Desvenlafaxine,"N,O-Didesmethylvenlafaxine",C1C(C(CN(C)C)c2ccc(O)cc2)(O)CCCC1,C(C(C1(O)CCCCC1)c1ccc(O)cc1)NC,DB00285,DrugBank,train
Desvenlafaxine,O-Desmethylvenlafaxine glucuronide,Oc1ccc(C(C2(O)CCCCC2)CN(C)C)cc1,O1C(C(O)=O)C(O)C(O)C(O)C1Oc1ccc(C(CN)C2(O)CCCCC2)cc1,DB00285,DrugBank,train
Morphine,Morphine ethereal sulfate,C12C3C=CC(O)C4C3(c3c(ccc(O)c3O4)C1)CCN2C,c12c3c(ccc1OS(=O)(O)=O)CC1C4C=CC(OS(O)(=O)=O)C(O2)C34CCN1C,DB00295,DrugBank,train
Morphine,Normorphine,N1(C)C2C3C4(CC1)C(Oc1c(O)ccc(c14)C2)C(O)C=C3,C12C(O)C=CC3C4NCCC13c1c(ccc(O)c1O2)C4,DB00295,DrugBank,train
Acetaminophen,Acetaminophen glucuronide,c1(NC(=O)C)ccc(O)cc1,c1(NC(=O)C)ccc(OC2OC(C(O)=O)C(O)C(O)C2O)cc1,DB03783,Both,train
Acetaminophen,Acetaminophen sulfate,c1c(NC(=O)C)ccc(O)c1,O=S(Oc1ccc(NC(C)=O)cc1)(O)=O,DB03783,Both,train
Acetaminophen,NAPQI,c1(NC(C)=O)ccc(O)cc1,C1=CC(=NC(C)=O)C=CC1=O,DB03783,Both,train
Codeine,norcodeine,O1C2C(O)C=CC3C4Cc5ccc(OC)c1c5C32CCN4C,c1cc2c3c(c1OC)OC1C34C(C(NCC4)C2)C=CC1O,DB00318,Both,train
Codeine,Codeine-6-glucuronide,c1c(OC)c2c3c(c1)CC1C4C3(CCN1C)C(C(O)C=C4)O2,c12c(OC)ccc3c1C14C(C(C3)N(C)CC1)C=CC(OC1OC(C(O)=O)C(O)C(O)C1O)C4O2,DB00318,Both,train
Nortriptyline,E-10-Hydroxynortriptyline,c1c2c(ccc1)C(=CCCNC)c1c(cccc1)CC2,c1c2c(ccc1)C(=CCCNC)c1c(cccc1)CC2O,DB00321,Both,train
Nortriptyline,Desmethylnortriptyline,c1c2c(ccc1)CCc1c(cccc1)C2=CCCNC,c1c2c(ccc1)C(=CCCN)c1ccccc1CC2,DB00321,Both,train
Hydromorphone,Hydromorphone-3-glucuronide,C123C4Oc5c1c(ccc5O)CC(N(C)CC2)C3CCC4=O,N1(C)CCC23C4CCC(=O)C2Oc2c3c(ccc2OC2OC(C(=O)O)C(O)C(O)C2O)CC14,DB15465,Both,train
Hydromorphone,Norhydromorphone,c12c3c(c(O)cc1)OC1C34CCN(C)C(C4CCC1=O)C2,O1c2c(O)ccc3c2C24C(CCC(=O)C12)C(C3)NCC4,DB15465,Both,train
Liothyronine,Reverse triiodothyronine (rT3),C(c1cc(I)c(Oc2cc(I)c(O)cc2)c(I)c1)C(N)C(O)=O,Ic1cc(Oc2ccc(CC(C(=O)O)N)cc2I)cc(I)c1O,DB00451,DrugBank,train
Testosterone,2alpha-hydroxytestosterone,CC12C(=CC(=O)CC1)CCC1C2CCC2(C)C(O)CCC21,CC12C(=CC(=O)C(O)C1)CCC1C3CCC(O)C3(C)CCC12,DB01420,Both,train
Testosterone,15alpha-hydroxytestosterone,C1C2C3(C)CCC(=O)C=C3CCC2C2C(C)(C(O)CC2)C1,O=C1C=C2C(C)(CC1)C1C(C3C(C)(C(O)CC3O)CC1)CC2,DB01420,Both,train
Testosterone,16alpha-hydroxytestosterone,C12C(CCC3=CC(=O)CCC13C)C1C(C)(C(O)CC1)CC2,OC1C(O)C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C2C1,DB01420,Both,train
Testosterone,Testosterone sulfate,C12CCC3(C)C(CCC3O)C1CCC1=CC(=O)CCC21C,C12(C)C(OS(=O)(=O)O)CCC1C1C(CC2)C2(C)C(=CC(=O)CC2)CC1,DB01420,Both,train
Testosterone,Dihydrotestosterone,C1(O)CCC2C3C(CCC12C)C1(C)CCC(=O)C=C1CC3,C1C2(C)C(CCC3C2CCC2(C)C(O)CCC32)CC(=O)C1,DB01420,DrugBank,train
Testosterone,1β-hydroxy-testosterone,C12CCC(O)C1(C)CCC1C3(C)CCC(=O)C=C3CCC21,C1C(O)C2(C)CCC3C(C2C1)CCC1=CC(=O)CC(O)C31C,DB01420,DrugBank,train
Testosterone,Testosterone glucuronide,C1CC2(C)C3C(CCC2=CC1=O)C1CCC(O)C1(C)CC3,O=C1CCC2(C)C3CCC4(C)C(CCC4OC4OC(C(=O)O)C(O)C(O)C4O)C3CCC2=C1,DB01420,Both,train
Testosterone,11β-hydroxy-testosterone,O=C1CCC2(C)C3CCC4(C)C(O)CCC4C3CCC2=C1,C1C2(C)C3C(CCC2=CC(=O)C1)C1C(C)(C(O)CC1)CC3O,DB01420,DrugBank,train
Testosterone,5-alpha-Dihydrotestosterone glucuronide,C12CCC3(C)C(O)CCC3C1CCC1=CC(=O)CCC21C,C1C2(C)C3C(CCC2CC(=O)C1)C1C(C)(CC3)C(OC2C(O)C(O)C(O)C(C(O)=O)O2)CC1,DB01420,DrugBank,train
Testosterone,6-beta-hydroxytestosterone,C12CCC3(C)C(C1CCC1=CC(=O)CCC21C)CCC3O,C1CC(O)C2(C)CCC3C4(C)CCC(=O)C=C4C(O)CC3C12,DB01420,Both,train
