parent_smiles,parent_id,parent_name,child_id,child_name,enzymes,origin,child_smiles,source,tanimoto,set
CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,,v11294,,,CYP2C9;CYP3A4;,v11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCC(O)C3)c2)c2nc(C(C)C)nc1-2,MetXBioDB,0.8333333333333334,train
CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,DB06751,Drotaverine,DBMET03305,Drotaveraldine,,DB06751,CCOc1ccc(C(=O)C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,DrugBank,0.4181818181818181,train
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,DBMET00017,N-acetylsulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,,DB01015,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(CO)on2)cc1,DrugBank,0.7045454545454546,train
NNCCc1ccccc1,DB00780,Phenelzine,DBMET01955,4- hydroxyphenelzine,,DB00780,NNCCc1ccc(O)cc1,DrugBank,0.6,train
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,DB01156,Bupropion,DBMET00277,S-Hydroxybupropion,"Cytochrome P450 2B6, Cytochrome P450 2E1, Cytochrome P450 3A4, Cytochrome P450 2C19",DB01156,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1,Both,0.7435897435897436,train
CN1CCN2c3ccccc3Cc3ccccc3C2C1,DB06148,Mianserin,DBMET01733,"(R)-mianserin, 8-hydroxy","Cytochrome P450 2D6, Cytochrome P450 3A4",DB06148,CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,Both,0.7317073170731707,train
Nc1ccc2ccccc2c1,,2-naphthylamine,,N-Hydroxy-2-naphthalenamine,CYP1A2,2-naphthylamine,ONc1ccc2ccccc2c1,MetXBioDB,0.4230769230769231,train
COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,,Mono-OH-methoxychlor,,Bis-OH-methoxychlor,CYP1A2; CYP2C8; CYP2C19; CYP2D6,Methoxychlor,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,MetXBioDB,0.7037037037037037,train
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DB00959,Methylprednisolone,DBMET02929,Methylprednisolone M2 Metabolite,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),DB00959,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(O)CO)C2(C)C=CC(=O)C=C12,DrugBank,0.7,train
C=C1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1(OC(C)=O)C(C)=O,DB14583,Segesterone acetate,DBMET02129,"3α, 5α-tetrahydrosegesterone acetate",,DB14583,C=C1CC2C3CCC4CC(O)CCC4C3CCC2(C)C1(OC(C)=O)C(C)=O,DrugBank,0.5409836065573771,train
CC(N)Cc1cccc(C(F)(F)F)c1,DBMET00316,norfenfluramine,DBMET03179,N-hydroxynorfenfluramine,,DB00574,CC(Cc1cccc(C(F)(F)F)c1)NO,DrugBank,0.6571428571428571,train
Cc1cnc2ccc3c([nH]c(=N)n3C)c2n1,,meiqx,,IQx-8-COOH,CYP1A2,meiqx,Cn1c(=N)[nH]c2c3nc(C(=O)O)cnc3ccc21,MetXBioDB,0.6666666666666666,train
Oc1c(Cl)cc(-c2ccccc2Cl)cc1Cl,,"4-hydroxy-2p,3,5-trichlorobiphenyl",,"2p,3,5-trichlorobiphenyl, 4-sulfate",SULT1A2,"4-hydroxy-2p,3,5-trichlorobiphenyl",O=S(=O)(O)Oc1c(Cl)cc(-c2ccccc2Cl)cc1Cl,MetXBioDB,0.5294117647058824,train
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,DB01217,Anastrozole,DBMET02826,Hydroxyanastrozole,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2C8",DB01217,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C#N)CO)c1,DrugBank,0.8095238095238095,train
COc1ccc(CN2CCNCC2)c(OC)c1OC,DB09069,Trimetazidine,DBMET03344,3-desmethyltrimetazidine,,DB09069,COc1ccc(CN2CCNCC2)c(OC)c1O,DrugBank,0.7837837837837838,train
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,,muraglitazar,,,CYP3A4,muraglitazar,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCC(O)c3nc(-c4ccccc4)oc3C)cc2)cc1,MetXBioDB,0.7121212121212122,train
CCCc1ccc2ccccc2n1,,2-propylquinoline,,,CYP2C9;CYP2E1;CYP3A4,2-propylquinoline,CCCc1ccc2c(n1)C=CC1OC21,MetXBioDB,0.3902439024390244,train
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,DB01138,Sulfinpyrazone,DBMET00218,Sulfinpyrazone sulfide,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB01138,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,DrugBank,0.5384615384615384,train
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,DB16165,Finerenone,DBMET03398,Finerenone M10 Metabolite,,DB16165,CCOc1ncc(C(=O)O)c2c1C(c1ccc(C#N)cc1O)C(C(N)=O)=C(CO)N2,DrugBank,0.56,train
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,DB00953,Rizatriptan,DBMET03668,Rizatriptan N10-oxide,,DB00953,C[N+](C)([O-])CCc1c[nH]c2ccc(Cn3cncn3)cc12,DrugBank,0.7254901960784313,train
N=C(N)N1CCc2ccccc2C1,DB04840,Debrisoquine,DBMET01641,4-Hydroxydebrisoquine,Cytochrome P450 2D6,DB04840,N=C(N)N1Cc2ccccc2C(O)C1,Both,0.5135135135135135,train
COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,,ezlopitant,,,CYP2D6;CYP3A4,ezlopitant,C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,MetXBioDB,0.7894736842105263,train
CC(C(=O)O)c1ccc2cc(O)ccc2c1,,O-Desmethylnaproxen,,,SULT1A1; SULT1B1; SULT1E1,O-Desmethylnaproxen,CC(C(=O)OS(=O)(=O)O)c1ccc2cc(O)ccc2c1,MetXBioDB,0.6052631578947368,train
O=Cc1cccc2ccccc12,DBMET00070,1-Naphthaldehyde,DBMET01180,1-Naphthoic acid,,DB00857,O=C(O)c1cccc2ccccc12,Both,0.4137931034482758,train
COc1ccc2c(CN(C)C)cc(=O)oc2c1,,4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone,,,CYP1A2,4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone,CNCc1cc(=O)oc2cc(OC)ccc12,MetXBioDB,0.7,train
CC1CC2=C(C=CC3OC23)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DBMET01336,Indapamide epoxide intermediate,DBMET01337,Indapamide metabolite M6,Epoxide hydrolase 1,DB00808,CC1CC2=C(C=CC(O)C2O)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DrugBank,0.7540983606557377,train
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,Chlorpromazine,,Chlorpromazine N-glucuronide,UGT1A3,Chlorpromazine,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.4761904761904761,train
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,tangeretin,,,CYP3A4,tangeretin,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)c(OC)c3o2)cc1,MetXBioDB,0.7560975609756098,train
O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,,(-)-thalidomide,,5-OH-thalidomide,CYP2C19,(-)-thalidomide,O=C1N=C(O)CCC1N1C(=O)c2ccc(O)cc2C1=O,MetXBioDB,0.7435897435897436,train
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,DB11986,Entrectinib,DBMET02745,ENB577b,,DB11986,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1O,DrugBank,0.8767123287671232,train
CC(=O)N1CCc2c1[nH]c1ccc(O)cc21,,cyclic N-Acetylserotonin,,,UGT,cyclic N-Acetylserotonin,CC(=O)N1CCc2c1[nH]c1ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc21,MetXBioDB,0.5172413793103449,train
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,Bexarotene,,7-hydroxy-bexarotene,CYP3A;CYP2C9;CYP2C19,Bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CC(O)C2(C)C,MetXBioDB,0.7045454545454546,train
CN1C(=O)CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc21,DBMET00743,4'-hydroxyclobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam,"Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2C9",DB00349,O=C1CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DrugBank,0.5957446808510638,train
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,DB00238,Nevirapine,DBMET01716,12-OH-nevirapine,"Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2C9",DB00238,O=C1Nc2c(CCO)ccnc2N(C2CC2)c2ncccc21,DrugBank,0.6666666666666666,train
COc1ccc(N2CCc3c2c2cccc(OC(F)(F)F)c2[nH]c3=NCCO)c(C)c1,,kr-60436,,,CYP2D6;CYP3A4,kr-60436,COc1ccc(-n2ccc3c(=NCCO)[nH]c4c(OC(F)(F)F)cccc4c32)c(C)c1,MetXBioDB,0.6712328767123288,train
CC1=CCC2C(C1)C2(C)C,,(+)-3-carene,,Carene epoxide,CYP1A2,(+)-3-carene,CC12CC3C(CC1O2)C3(C)C,MetXBioDB,0.2352941176470588,train
CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,DBMET03045,Arbidol M6-1 metabolite,DBMET03060,Arbidol M14-1 metabolite,,DB13609,CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12,DrugBank,0.7761194029850746,train
O=[N+]([O-])c1ccc(O)cc1,,4-Nitrophenol,,,UGT1A9,4-Nitrophenol,O=C(O)C1OC(Oc2ccc([N+](=O)[O-])cc2)C(O)C(O)C1O,MetXBioDB,0.3414634146341463,train
OC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,,Lorazepam,,,UGT,Lorazepam,O=C(O)C1OC(OC2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,MetXBioDB,0.55,train
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,DB04557,Arachidonic Acid,DBMET01593,5-HETE,"Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C8, Cytochrome P450 2C9",DB13854,CCCCCC=CCC=CCC=CC=CC(O)CCCC(=O)O,Both,0.6486486486486487,train
CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DBMET02684,6-β-hydromorphol,DBMET02725,6-β-hydromorphol glucuronide conjugate 2,,DB15465,CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)CCC3C1C5,DrugBank,0.6212121212121212,train
Cn1c(=O)c2[nH]cnc2n(C)c1=O,DB00277,Theophylline,DBMET00272,3-methylxanthine,Cytochrome P450 1A2,DB00201,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,DrugBank,0.5588235294117647,train
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,DB00214,Torasemide,DBMET00297,Torasemide M1 (hydroxytorsemide),"Cytochrome P450 2C8, Cytochrome P450 2C9",DB00214,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,DrugBank,0.3611111111111111,train
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,DB00568,Cinnarizine,DBMET01196,Cinnarizine metabolite M4,Cytochrome P450 2B6,DB00568,Oc1ccc(C(c2ccccc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,Both,0.8421052631578947,train
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,deoxypodophyllotoxin,,,CYP3A4,deoxypodophyllotoxin,COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1O,MetXBioDB,0.8235294117647058,train
O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12,,reduced_dolasetron,,Dolasetron N-oxide,CYP3A4,reduced_dolasetron,O=C(OC1CC2CC3CC(C1)[N+]2([O-])CC3O)c1c[nH]c2ccccc12,MetXBioDB,0.6,train
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,DB01136,Carvedilol,DBMET00118,O-Desmethylcarvedilol,"Cytochrome P450 2C9, Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2E1",DB01136,Oc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Both,0.8076923076923077,train
CN1CCCC1c1cccnc1,DB00184,Nicotine,DBMET00613,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone,,DB00184,CN(CCCC(=O)c1cccnc1)N=O,DrugBank,0.2264150943396226,train
CC(C)(C)C#CC=CCNCc1cccc2ccccc12,DBMET00069,N-Desmethylterbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),"Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C9",DB00857,CC(C)(C)C#CC=CCNCc1cccc2c(O)c(O)ccc12,DrugBank,0.7021276595744681,train
Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,,(-)-Epigallocatechin,,"(-)-Epigallocatechin, 3p-OH-glucuronide",UGT1A9,(-)-Epigallocatechin,O=C(O)C1OC(Oc2cc(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c2O)C(O)C(O)C1O,MetXBioDB,0.5961538461538461,train
CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1,,O-demethylencainide,,"N,O-didemethylencainide",CYP2D6,Encainide,O=C(Nc1ccccc1CCC1CCCCN1)c1ccc(O)cc1,MetXBioDB,0.6481481481481481,train
CC(C)CC(O)NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,DBMET01067,Bortezomib metabolite M8,DBMET01068,Bortezomib metabolite M33,,DB00188,NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,DrugBank,0.6666666666666666,train
CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccc(O)cn1,DBMET00296,para-Hydroxyrosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,,DB00412,O=C1NC(=O)C(Cc2ccc(OCCNc3ccc(O)cn3)cc2)S1,DrugBank,0.484375,train
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,DB11855,Revefenacin,DBMET02191,THRX-195518,,DB11855,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(=O)O)CC2)cc1,DrugBank,0.8823529411764706,train
CNCCCC12CCC(c3ccccc31)c1ccccc12,DB00934,Maprotiline,DBMET00318,demethylmaprotiline,Cytochrome P450 2D6,DB00934,NCCCC12CCC(c3ccccc31)c1ccccc12,Both,0.6842105263157895,train
CCC1(c2ccccc2)NC(=O)N(C)C1=O,DB00532,Mephenytoin,DBMET00056,Nirvanol,"Cytochrome P450 2C9, Cytochrome P450 2B6",DB00532,CCC1(c2ccccc2)NC(=O)NC1=O,DrugBank,0.5555555555555556,train
COP(=S)(OC)Oc1ccc(SC)c(C)c1,DB11412,Fenthion,DBMET01816,Fenthion oxon,"Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5",DB11412,COP(=O)(OC)Oc1ccc(SC)c(C)c1,Both,0.6666666666666666,train
CC#CCn1c(N2CCCC(O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,DBMET02389,Linagliptin CD1790,DBMET02391,Linagliptin M506(1),,DB08882,CC#CCn1c(NCCCC(O)C(=O)O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,DrugBank,0.5764705882352941,train
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,DB11963,Dacomitinib,DBMET02190,PF-05199265,"Cytochrome P450 2D6, Cytochrome P450 2C9",DB11963,O=C(C=CCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O,DrugBank,0.8169014084507042,train
CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,DBMET03044,Arbidol M5 metabolite,DBMET03059,Arbidol M11-2 metabolite,,DB13609,CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CNC)c12,DrugBank,0.7761194029850746,train
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,DB01227,Levacetylmethadol,DBMET00375,noracymethadol,Cytochrome P450 3A4,DB01227,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,Both,0.7045454545454546,train
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,DB00424,Hyoscyamine,DBMET03253,Tropic acid,,DB00424,O=C(O)C(CO)c1ccccc1,DrugBank,0.4390243902439024,train
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,DB00190,Carbidopa,DBMET00702,3-(4-hydroxy-3-methoxyphenyl)-2-methylpropionic acid,,DB00190,COc1cc(CC(C)C(=O)O)ccc1O,DrugBank,0.3333333333333333,train
CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,DB11757,Istradefylline,DBMET02750,4'-O-monodesmethyl istradefylline (M1),,DB11757,CCn1c(=O)c2c(nc(C=Cc3ccc(O)c(OC)c3)n2C)n(CC)c1=O,DrugBank,0.8269230769230769,train
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,DB08906,Fluticasone furoate,DBMET03675,M21 fluticasone furoate,,DB08906,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,DrugBank,0.8918918918918919,train
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,DB00998,Frovatriptan,DBMET00921,N-acetyl desmethyl frovatriptan,,DB00998,CC(=O)NC1CCC2Nc3ccc(C(N)=O)cc3C2C1,DrugBank,0.3442622950819672,train
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,DB00605,Sulindac,DBMET01003,Sulindac sulfone,,DB00605,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,DrugBank,0.7115384615384616,train
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,DB00455,Loratadine,DBMET00377,Descarboethoxyloratadine,"Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2C19, Cytochrome P450 1A1",DB00455,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Both,0.5892857142857143,train
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,DB00243,Ranolazine,DBMET02244,CVT-2738,"Cytochrome P450 3A4, Cytochrome P450 2D6",DB00243,Cc1cccc(C)c1NC(=O)CN1CCNCC1,DrugBank,0.509090909090909,train
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,,"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",,,NAT,"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",CC(=O)Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,MetXBioDB,0.6382978723404256,train
CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,DB00563,Methotrexate,DBMET00467,7-hydroxymethotrexate,Aldehyde oxidase,DB00563,CN(Cc1nc2c(N)[nH]c(=N)[nH]c-2nc1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,DrugBank,0.5921052631578947,train
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,DBMET02310,13'-hydroxy-alpha-tocopherol,DBMET02311,13'-carboxy-alpha-tocopherol,,DB11635,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C(=O)O)O2,DrugBank,0.76,train
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,DB12364,Betrixaban,DBMET01535,PRT062802,,DB12364,CN(C)C(=N)c1ccc(C(=O)O)cc1,DrugBank,0.3214285714285714,train
CN(C)CCCN1c2ccccc2Sc2ccccc21,DB00420,Promazine,DBMET00107,Promazine 5-sulfoxide,"Cytochrome P450 1A2, Cytochrome P450 3A4",DB00420,CN(C)CCCN1c2ccccc2[S+]([O-])c2ccccc21,Both,0.5789473684210527,train
