parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source,tanimoto,set,TB_Cluster
DB00316,Acetaminophen,DBMET00243,NAPQI,"Cytochrome P450 2E1, Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2D6, Cytochrome P450 2A6",DB03783,CC(=O)Nc1ccc(O)cc1,CC(=O)N=C1C=CC(=O)C=C1,Both,0.2580645161290322,train,2
DB00279,Liothyronine,DBMET02578,Reverse triiodothyronine (rT3),Thyroxine 5-deiodinase,DB00451,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,DrugBank,0.56,train,2
DB00988,Dopamine,DBMET00534,6-Hydroxydopamine,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1cc(O)c(O)cc1O,DrugBank,0.4814814814814814,train,2
DB00988,Dopamine,DBMET00565,Dopamine 4-sulfate,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(OS(=O)(=O)O)c(O)c1,DrugBank,0.5294117647058824,train,2
DB00988,Dopamine,DBMET00573,Dopamine 3-O-sulfate,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(OS(=O)(=O)O)c1,Both,0.5454545454545454,train,2
DB00988,Dopamine,DBMET00587,Dopamine glucuronide,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,Both,0.391304347826087,train,2
DB00988,Dopamine,DBMET00614,Dopamine quinone,,DB01235,NCCc1ccc(O)c(O)c1,NCCC1=CC(=O)C(=O)C=C1,DrugBank,0.2352941176470588,train,2
DB01042,Melphalan,DBMET03698,Monohydroxymelphalan,,DB16627,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,NC(Cc1ccc(N(CCO)CCCl)cc1)C(=O)O,DrugBank,0.8888888888888888,train,2
DB01042,Melphalan,DBMET03699,,,DB16627,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,NC(Cc1ccc(N(CCO)CCO)cc1)C(=O)O,DrugBank,0.75,train,2
DB00988,Dopamine,DBMET02451,Dopamine-3-O-glucuronide,,DB01235,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,DrugBank,0.4090909090909091,train,2
DB00988,Dopamine,DBMET02440,3-Methoxytyramine,Catechol O-methyltransferase,DB01235,NCCc1ccc(O)c(O)c1,COc1cc(CCN)ccc1O,DrugBank,0.6206896551724138,train,2
DB00988,Dopamine,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)",Monoamine oxidase,DB01235,NCCc1ccc(O)c(O)c1,O=CCc1ccc(O)c(O)c1,DrugBank,0.5,train,2
DB00129,Ornithine,DBMET00502,L-Arginine,,DB00129,NCCCC(N)C(=O)O,N=C(N)NCCCC(N)C(=O)O,DrugBank,0.5172413793103449,train,2
DB00130,L-Glutamine,DBMET02102,Glutamate,"Glutamine synthetase, Glutaminase liver isoform, mitochondrial, Glutaminase kidney isoform, mitochondrial",DB00130,NC(=O)CCC(N)C(=O)O,NC(CCC(=O)O)C(=O)O,DrugBank,0.6818181818181818,train,2
DB00181,Baclofen,DBMET02215,β-(p-chlorophenyl)-4-hydroxybutyric acid,,DB00181,NCC(CC(=O)O)c1ccc(Cl)cc1,C=C(CC(=O)O)c1ccc(Cl)cc1,DrugBank,0.3783783783783784,train,2
DB00190,Carbidopa,DBMET00637,"3,4-Dihydroxyphenylacetone",,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(=O)Cc1ccc(O)c(O)c1,DrugBank,0.4473684210526316,train,2
DB00190,Carbidopa,DBMET00698,3-(3-hydroxyphenyl)-2-methyllactic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(O)(Cc1cccc(O)c1)C(=O)O,DrugBank,0.3863636363636363,train,2
DB00190,Carbidopa,DBMET00699,3-(3-hydroxyphenyl)-2-methylpropionic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1cccc(O)c1)C(=O)O,DrugBank,0.2765957446808511,train,2
DB00190,Carbidopa,DBMET00700,"3-(3,4-dihydroxyphenyl)-2-methylpropionic acid",,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1ccc(O)c(O)c1)C(=O)O,DrugBank,0.475,train,2
DB00190,Carbidopa,DBMET00701,3-(4-hydroxy-3-methoxyphenyl)-2-methyllactic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,COc1cc(CC(C)(O)C(=O)O)ccc1O,DrugBank,0.4444444444444444,train,2
DB00190,Carbidopa,DBMET00702,3-(4-hydroxy-3-methoxyphenyl)-2-methylpropionic acid,,DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,COc1cc(CC(C)C(=O)O)ccc1O,DrugBank,0.3333333333333333,train,2
DB00211,Midodrine,DBMET00829,desglymidodrine,,DB00211,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,COc1ccc(OC)c(C(O)CN)c1,DrugBank,0.65,train,2
DB00285,Venlafaxine,DBMET00055,N-Desmethylvenlafaxine,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 2C9",DB00285,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(OC)cc1)C1(O)CCCCC1,Both,0.6666666666666666,train,2
DB00335,Atenolol,DBMET02486,M1 (Atenolol),Cytochrome P450 2D6,DB00335,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(C(O)C(N)=O)cc1,DrugBank,0.6818181818181818,train,2
DB00335,Atenolol,DBMET02487,Atenolol-glucuronide conjugate,,DB00335,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O,DrugBank,0.5517241379310345,train,2
DB00368,Norepinephrine,DBMET00549,Norepinephrine sulfate,,DB00368,NCC(O)c1ccc(O)c(O)c1,NCC(O)c1ccc(OS(=O)(=O)O)c(O)c1,DrugBank,0.5555555555555556,train,2
DB00368,Norepinephrine,DBMET00563,3-Methoxy-4-Hydroxyphenylglycol sulfate,,DB00368,NCC(O)c1ccc(O)c(O)c1,COc1cc(C(CO)OS(=O)(=O)O)ccc1O,DrugBank,0.2608695652173913,train,2
DB00440,Trimethoprim,DBMET03019,3-NO-TMP,Cytochrome P450 1A2,DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2c[n+]([O-])c(N)nc2N)cc(OC)c1OC,DrugBank,0.6136363636363636,train,2
DB00440,Trimethoprim,DBMET03020,1-NO-TMP,Cytochrome P450 3A4,DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)[n+]([O-])c2N)cc(OC)c1OC,DrugBank,0.5777777777777777,train,2
DB00440,Trimethoprim,DBMET03021,3-Desmethyl-TMP,Cytochrome P450 2C9,DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(O)c1OC,DrugBank,0.825,train,2
DB00440,Trimethoprim,DBMET03026,4-Desmethyl-TMP,Cytochrome P450 3A4,DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,DrugBank,0.7692307692307693,train,2
DB00440,Trimethoprim,DBMET03027,Cα-OH-TMP,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC,DrugBank,0.5333333333333333,train,2
DB00461,Nabumetone,DBMET02521,3-OH-nabumetone,"11-beta-hydroxysteroid dehydrogenase 1, Aldo-keto reductase family 1 member C1, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member C4",DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CC(O)C(C)=O)ccc2c1,DrugBank,0.5897435897435898,train,2
DB00461,Nabumetone,DBMET02535,4-(6-Methoxy-2-naphthyl)- butan-2-ol,,DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CCC(C)O)ccc2c1,DrugBank,0.5789473684210527,train,2
DB00461,Nabumetone,DBMET02543,4-(6-Hydroxy-2-naphthyl)- butan-2-one,,DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(=O)CCc1ccc2cc(O)ccc2c1,DrugBank,0.6571428571428571,train,2
DB00598,Labetalol,DBMET02669,Labetalol Benzyl Glucuronide Metabolite (II),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(O)c(C(N)=O)c1,DrugBank,0.5970149253731343,train,2
DB00598,Labetalol,DBMET02670,Labetalol Phenolic Glucuronide Metabolite (III),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(C(N)=O)c1,DrugBank,0.5970149253731343,train,2
DB00598,Labetalol,DBMET02671,Labetalol Hydroxylated Metabolite (IV),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)c(C(N)=O)c1,DrugBank,0.8367346938775511,train,2
DB00598,Labetalol,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1cc(O)c(O)c(C(N)=O)c1,DrugBank,0.7843137254901961,train,2
DB00661,Verapamil,DBMET00619,O-Desmethylverapamil (D-702),"Cytochrome P450 2C8, Cytochrome P450 2C18, Cytochrome P450 2C9",DB00661,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1O,DrugBank,0.8679245283018868,train,2
DB00661,Verapamil,DBMET00131,Verapamil metabolite D-617,Cytochrome P450 2C8,DB00661,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,Both,0.6111111111111112,train,2
DB00661,Verapamil,DBMET00132,Norverapamil,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2",DB00661,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Both,0.6909090909090909,train,2
DB00661,Verapamil,DBMET00471,O-Desmethylverapamil (D-703),"Cytochrome P450 2C8, Cytochrome P450 2C9",DB00661,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1cc(C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O,Both,0.8867924528301887,train,2
DB00668,Epinephrine,DBMET00537,Epinephrine sulfate,,DB00668,CNCC(O)c1ccc(O)c(O)c1,CNCC(O)c1ccc(OS(=O)(=O)O)c(O)c1,Both,0.5897435897435898,train,2
DB00668,Epinephrine,DBMET00591,Epinephrine glucuronide,UDP-glucuronosyltransferase 1A3,DB00668,CNCC(O)c1ccc(O)c(O)c1,CNCC(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1,DrugBank,0.4509803921568627,train,2
DB00682,Warfarin,DBMET01042,S-7-Hydroxywarfarin,Cytochrome P450 2C9,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,DrugBank,0.5490196078431373,train,2
DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,Cytochrome P450 2C9,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,DrugBank,0.7727272727272727,train,2
DB00682,Warfarin,DBMET00044,S-4'-Hydroxywarfarin,"Cytochrome P450 2C18, Cytochrome P450 2C19",DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.8780487804878049,train,2
DB00682,Warfarin,DBMET02560,R-10(R)-Hydroxywarfarin,Cytochrome P450 3A4,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.6521739130434783,train,2
DB00682,Warfarin,DBMET00048,R-8-Hydroxywarfarin,"Cytochrome P450 1A2, Cytochrome P450 2C19",DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cccc(O)c2oc1=O,DrugBank,0.7272727272727273,train,2
DB00682,Warfarin,DBMET00049,R-7-Hydroxywarfarin,"Cytochrome P450 1A2, Cytochrome P450 2C8",DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccc(O)cc2oc1=O,DrugBank,0.7727272727272727,train,2
DB00682,Warfarin,DBMET02558,(R)9-hydroxywarfarin,,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(O)(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.5098039215686274,train,2
DB00682,Warfarin,DBMET02556,R-Warfarin-S-Alcohol,,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.6818181818181818,train,2
DB00706,Tamsulosin,DBMET02488,Tamsulosin M-1 Metabolite,Cytochrome P450 3A4,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,COc1ccc(CC(C)NCCOc2ccccc2O)cc1S(N)(=O)=O,Both,0.8301886792452831,train,2
DB00706,Tamsulosin,DBMET02489,Tamsulosin AM-1 Metabolite,Cytochrome P450 3A4,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccccc1OCC(=O)O,DrugBank,0.2982456140350877,train,2
DB00706,Tamsulosin,DBMET02490,Tamsulosin M-3 Metabolite,Cytochrome P450 2D6,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccc(O)cc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Both,0.8214285714285714,train,2
DB00706,Tamsulosin,DBMET02491,Tamsulosin M-4 Metabolite,Cytochrome P450 2D6,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,Both,0.7962962962962963,train,2
DB00706,Tamsulosin,DBMET02492,Tamsulosin M-2 Metabolite,,DB00706,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1cc(O)ccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DrugBank,0.8214285714285714,train,2
DB00788,Naproxen,DBMET00159,O-Desmethylnaproxen,"Cytochrome P450 2C9, Cytochrome P450 2C8, Cytochrome P450 1A2",DB00788,COc1ccc2cc(C(C)C(=O)O)ccc2c1,CC(C(=O)O)c1ccc2cc(O)ccc2c1,Both,0.6470588235294118,train,2
DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide,,DB00788,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)OC3OC(C(=O)O)C(C)C(C)C3C)ccc2c1,DrugBank,0.5306122448979592,train,2
DB00870,Suprofen,DBMET00162,Suprofen S-oxide,Cytochrome P450 2C9,DB00870,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)c2ccc[s+]2[O-])cc1,Both,0.5,train,2
DB00870,Suprofen,DBMET00163,"Thiophene-4,5-epoxide",Cytochrome P450 2C9,DB00870,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)C2=CC3OC3S2)cc1,Both,0.5,train,2
DB00870,Suprofen,DBMET00164,Suprofen glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 2B7",DB00870,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)OC(=O)C1OC(O)C(O)C(O)C1O)c1ccc(C(=O)c2cccs2)cc1,DrugBank,0.5576923076923077,train,2
DB00874,Guaifenesin,DBMET00802,beta-(2-methoxyphenoxy)-lactic acid,,DB00874,COc1ccccc1OCC(O)CO,COc1ccccc1OCC(O)C(=O)O,DrugBank,0.6176470588235294,train,2
DB00968,Methyldopa,DBMET00785,Alpha-methyldopamine,Aromatic-L-amino-acid decarboxylase,DB00968,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC(N)Cc1ccc(O)c(O)c1,DrugBank,0.4324324324324324,train,2
DB00968,Methyldopa,DBMET03313,Alpha-methyldopa-mono-O-sulfate,Sulfotransferase,DB00968,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC(N)(Cc1ccc(O)c(OS(=O)(=O)O)c1)C(=O)O,DrugBank,0.6341463414634146,train,2
DB00968,Methyldopa,DBMET00637,"3,4-Dihydroxyphenylacetone",,DB00968,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC(=O)Cc1ccc(O)c(O)c1,DrugBank,0.4857142857142857,train,2
DB00968,Methyldopa,DBMET00703,3-O-methyl-alpha-methyldopa,Catechol O-methyltransferase,DB00968,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,COc1cc(CC(N)C(=O)O)ccc1O,DrugBank,0.3478260869565217,train,2
DB01001,Albuterol,DBMET01000,Salbutamol 4-O-sulfate,,DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CC(C)(C)NCC(O)c1ccc(OS(=O)(=O)O)c(CO)c1,DrugBank,0.6086956521739131,train,2
DB01009,Ketoprofen,DBMET00589,Ketoprofen glucuronide,,DB01009,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(C(=O)c2ccccc2)c1,Both,0.5416666666666666,train,2
DB01014,Balsalazide,DBMET00402,5-aminosalicylic acid,NADPH azoreductase,DB01014,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,Nc1ccc(O)c(C(=O)O)c1,DrugBank,0.3555555555555555,train,2
DB01014,Balsalazide,DBMET00725,4-aminobenzoyl-(beta)-alanine,,DB01014,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,Nc1ccc(C(=O)NCCC(=O)O)cc1,DrugBank,0.5,train,2
DB01016,Glyburide,DBMET01802,2-trans-hydroxycyclohexyl glyburide,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A7, Cytochrome P450 3A5",DB01016,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2O)cc1,Both,0.8153846153846154,train,2
DB01016,Glyburide,DBMET01803,4-cis-hydroxycyclohexyl glyburide,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A7, Cytochrome P450 3A5",DB01016,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCC(O)CC2)cc1,Both,0.8571428571428571,train,2
DB01016,Glyburide,DBMET01805,3-trans-Hydroxycyclohexyl glyburide,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A7, Cytochrome P450 3A5",DB01016,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCC(O)C2)cc1,Both,0.8333333333333334,train,2
DB01035,Procainamide,DBMET00322,N-Acetyl-3-hydroxyprocainamide,Cytochrome P450 2D6,DB01035,CCN(CC)CCNC(=O)c1ccc(N)cc1,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)c(O)c1,DrugBank,0.5681818181818182,train,2
DB01050,Ibuprofen,DBMET00153,Ibuprofen glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B7",DB01050,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C)Cc1ccc(C(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1,Both,0.5111111111111111,train,2
DB01050,Ibuprofen,DBMET00154,2-Hydroxyibuprofen,"Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A4",DB01050,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C(=O)O)c1ccc(CC(C)(C)O)cc1,Both,0.6060606060606061,train,2
DB01050,Ibuprofen,DBMET00155,3-Hydroxyibuprofen,"Cytochrome P450 2C8, Cytochrome P450 2C9",DB01050,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(CO)Cc1ccc(C(C)C(=O)O)cc1,Both,0.7096774193548387,train,2
DB01050,Ibuprofen,DBMET00668,1-hydroxyibuprofen,,DB01050,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C(=O)O)c1ccc(C(O)C(C)C)cc1,DrugBank,0.5483870967741935,train,2
DB01064,Isoprenaline,DBMET03357,3-O-methylisoprenaline,Catechol O-methyltransferase,DB01064,CC(C)NCC(O)c1ccc(O)c(O)c1,COc1cc(C(O)CNC(C)C)ccc1O,DrugBank,0.6944444444444444,train,2
DB01065,Melatonin,DBMET00258,6-Hydroxymelatonin,"Cytochrome P450 1A2, Cytochrome P450 1A1, Cytochrome P450 2C19",DB01065,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,Both,0.6458333333333334,train,2
DB01065,Melatonin,DBMET01359,5-Methoxytryptamine,,DB01065,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc2[nH]cc(CCN)c2c1,DrugBank,0.6136363636363636,train,2
DB01065,Melatonin,DBMET00411,N-Acetyl-5-hydroxytryptamine,"Cytochrome P450 2C19, Cytochrome P450 1A2",DB01065,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CC(=O)NCCc1c[nH]c2ccc(O)cc12,Both,0.7045454545454546,train,2
DB01094,Hesperetin,DBMET00253,eriodictyol,Cytochrome P450 1A2,DB01094,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,DrugBank,0.7333333333333333,train,2
DB01161,Chloroprocaine,DBMET03556,2-chloro-p-aminobenzoic acid,,DB01161,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,Nc1ccc(C(=O)O)c(Cl)c1,DrugBank,0.475,train,2
DB01161,Chloroprocaine,DBMET01430,diethylaminoethanol,,DB01161,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CCN(CC)CCO,DrugBank,0.25,train,2
DB01168,Procarbazine,DBMET00946,N-isopropylterephthalamic acid,,DB01168,CNNCc1ccc(C(=O)NC(C)C)cc1,CC(C)NC(=O)c1ccc(C(=O)O)cc1,DrugBank,0.5588235294117647,train,2
