parent_smiles,child_smiles,set,tanimoto
COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)OC4OC(C(=O)O)C(O)C(O)C4O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,train,0.75
OC1CCC2C(CCC3C4CCCC4CCC23)C1,OCC1OC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)C(O)C(O)C1O,train,0.4090909090909091
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(OP(=O)(O)O)C1O,train,0.8103448275862069
CC(C)CC(N)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,train,0.5576923076923077
CC(C)CC(=O)C(=O)O,CC(C)CC(N)C(=O)O,train,0.36
CNCCc1ccc(O)cc1,CN(C)CCc1ccc(O)cc1,train,0.5
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)O)O1,train,0.8333333333333334
CNCC(O)c1ccc(O)c(OC)c1,CNCC(O)c1ccc(O)c(O)c1,train,0.6764705882352942
C1CCC2=C(C1)CCCC2,OC1CCC2=C(CCCC2)C1O,train,0.3181818181818182
Nc1ncnc2[nH]cnc12,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,train,0.2352941176470588
CSCCC(N)C(=O)O,CC(C)C(N)C(=O)O,train,0.3333333333333333
CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)C(O)C1=O,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,train,0.7702702702702703
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2OC12,NC(CCC(=O)NC(CSC1c2cc3ccccc3c3ccc4cccc(c4c23)C1O)C(=O)NCC(=O)O)C(=O)O,train,0.3571428571428571
OC1CC2C3CCCC3CCC2C2CCCCC12,O=C(O)C1OC(OC2CC3C4CCCC4CCC3C3CCCCC23)C(O)C(O)C1O,train,0.4222222222222222
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,train,0.8421052631578947
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(C)O,CCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)C(C)O,train,0.5789473684210527
O=C(O)C=Cc1cnc[nH]1,O=C(O)CCC1N=CNC1=O,train,0.2142857142857142
O=C(O)C(O)Cc1ccc(O)cc1,O=C(O)C=Cc1ccc(O)cc1,train,0.3333333333333333
CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,train,0.7272727272727273
NC(Cc1c[nH]c2ccccc12)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,train,0.5555555555555556
CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)CCC(=O)O)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,train,0.5370370370370371
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,train,0.625
NC(CO)C(=O)O,NC(CCSCC(N)C(=O)O)C(=O)O,train,0.44
CCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,train,0.6428571428571429
COc1c(C)c2c(c(OC3OC(C(=O)O)C(O)C(O)C3O)c1CC=C(C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,train,0.65625
O=C(O)CCC(=O)c1cccnc1,O=C(O)CCC(O)c1cccnc1,train,0.5
CC(=O)NC1C(O)OC(CO)C(O)C1O,CC(O)=NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,train,0.3404255319148936
CCCCCCCCCCCC(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(C)=O,C[N+](C)(C)CCOP(=O)(O)O,train,0.3541666666666667
CC(C)C(N)C(=O)O,NCCCC(N)C(=O)O,train,0.3076923076923077
OC1C=CC(Br)=CC1O,BrC1=CC2OC2C=C1,train,0.4230769230769231
NCCCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,train,0.6122448979591837
CC(=O)NCCCNCCCCNCCCNC(C)=O,CC(=O)NCCCNCCCCNCCCN,train,0.7916666666666666
[H]NC(=O)CCC(N)C(=O)O,NC(Cc1ccccc1)C(=O)O,train,0.3666666666666666
CCCCCC=CC(=O)SC,CCCCCCCC(=O)SC,train,0.4333333333333333
CC12CCC3C4=CC(=O)C(=O)C=C4CCC3C1CCC2O,CC12CCC3c4cc(O)c(O)c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c4CCC3C1CCC2O,train,0.3294117647058823
NCCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)CN)C(=O)O,NCCCCC(N)C(=O)O,train,0.2941176470588235
NC(Cc1ccccc1)C(=O)O,NC(Cc1ccc(O)cc1)C(=O)O,train,0.7037037037037037
CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCS,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS,train,0.2280701754385964
Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,C[SH](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,train,0.6885245901639344
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)OP(=O)(O)O,train,0.8048780487804879
NC(CCS)C(=O)O,CSCCC(N)C(=O)O,train,0.5
O=c1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)[nH]1,O=c1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)[nH]1,train,0.5178571428571429
COc1ccc(C(C)C(=O)c2c(O)cc(O)cc2O)cc1,Oc1cc(O)cc(O)c1,train,0.2121212121212121
CCCCCC(O)C(O)CC=CCCCCCCCC(=O)O,CCCCCC(OC1OC(C(=O)O)C(O)C(O)C1O)C(O)CC=CCCCCCCCC(=O)O,train,0.6037735849056604
CC(CO)C(=O)O,CC(C=O)C(=O)O,train,0.3636363636363636
CCC=CC(O)CC=CC=CCC=CCC=CCCCC(=O)O,CCC=CCC(O)C=CC=CC=CC=CC1OC1CCCC(=O)O,train,0.4259259259259259
Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C,train,0.4222222222222222
[H]N=C(N)NCCCC(N)C(=O)NC(CO)C(=O)NC(CO)C(=O)O,[H]N=C(N)NCCCC(N)C(=O)O,train,0.6052631578947368
CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O)OC(C)=O,CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O,train,0.951219512195122
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)O,train,0.5882352941176471
CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,train,0.7
Cc1cc(C=CC(=O)O)cc(C)c1O,C=Cc1cc(C)c(O)c(C)c1,train,0.4827586206896552
Nc1ccccc1C(=O)CC(N)C(=O)O,CC(N)C(=O)O,train,0.25
CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,train,0.6122448979591837
O=c1[nH]c(=S)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,Nc1nc(=S)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,train,0.6949152542372882
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,NC(Cc1ccc(O)cc1)C(=O)O,train,0.5454545454545454
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,train,0.8421052631578947
[H]N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1,[H]N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2[nH]1,train,0.7647058823529411
CC(=O)OC(CO)COP(=O)(O)OCC[N+](C)(C)C,C[N+](C)(C)CCOP(=O)(O)OCC(O)CO,train,0.625
CCCCCC(O)CC=C1C(=O)C=CC1CC=CCCCC(=O)O,CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O,train,0.6727272727272727
Cc1c2c(c(C)c3ccccc13)C(O)C(O)c1ccccc1-2,Cc1c2c(c(C)c3ccccc13)C1OC1c1ccccc1-2,train,0.6
C[N+](C)(C)CC=O,C[N+](C)(C)CC(=O)[O-],train,0.2727272727272727
O=NN(CO)CCCC(O)c1cccnc1,ON=NCCCC(O)c1cccnc1,train,0.5681818181818182
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(C)C2O)C(O)C1O,train,0.35
CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,train,0.96875
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,train,0.9583333333333334
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,train,0.8333333333333334
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,train,1.0
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(O)n1,train,0.6842105263157895
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,train,0.6666666666666666
CC1OC(O)C(O)C(O)C1O,CC1OC(OP(=O)(O)O)C(O)C(O)C1O,train,0.4137931034482758
Cc1c2ccccc2c(C)c2c3c(ccc12)C1OC1C=C3,Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C=C3,train,0.625
CCCCCC(O)C(CC=O)SCC(N)C(=O)NCC(=O)O,CCCCCC(O)C(CC=O)SCC(N)C(=O)O,train,0.7619047619047619
COC1OC(C(=O)O)C(O)C(O)C1O,O=C(O)C1OC(O)C(O)C(O)C1O,train,0.5357142857142857
[H]N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(O)n1,O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,train,0.6842105263157895
C[SH](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,C[SH](CCCN)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,train,0.7241379310344828
[H]NC(=O)CCCCC(S)CCSCN,[H]NC(=O)CCCCC(S)CCS,train,0.59375
CCCCCC(O)C=CC1C=CC(=O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CC(=O)C1CC=CCCCC(=O)O,train,0.4523809523809524
CC(=O)CCC(NC(=O)c1ccc(NCC2=Nc3c(nc(N)[nH]c3=O)NC2)cc1)C(=O)O,CC(=O)CCC(NC(=O)c1ccc(N2CC3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)O,train,0.5365853658536586
CC12CCC(O)CC1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,CC12CCC(=O)CC1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,train,0.7068965517241379
CC(O)C(N)C(=O)O,NCCCCC(N)C(=O)O,train,0.2857142857142857
Nc1nc2ncc(CNc3ccc(C(=O)O)cc3)nc2c(=O)[nH]1,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,train,0.7
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O,CC(C)(CO)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O,train,0.6808510638297872
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C(=O)O)C1CC3,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3,train,0.625
OCC(O)c1c[nH]c2ccccc12,O=CC(O)c1c[nH]c2ccccc12,train,0.5714285714285714
Cc1ccc(C(c2ccc(C)cc2)C(C)(C)C)cc1,CC(C)=C(c1ccc(C)cc1)c1ccc(C)cc1,train,0.2962962962962963
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,train,0.8421052631578947
CC(=O)N[C]1[C](O)[C](O)[C](CO)OC1O,CC(=O)N[C]1[C](O)[C](O)[C](COP(=O)(O)O)OC1O,train,0.6341463414634146
Cc1c(C)c(C)c(C2CC(=O)c3c(O)c(C)c(C)c(C)c3O2)c(C)c1C,Cc1c(C)c(C)c(C=CC(=O)c2c(O)c(C)c(C)c(C)c2O)c(C)c1C,train,0.2222222222222222
C=C(CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C,C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)C,train,0.639344262295082
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(c3c[nH]c(=O)[nH]c3=O)C2O)C(O)C1O,CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(n3ccc(=O)[nH]c3=O)C2O)C(O)C1O,train,0.5857142857142857
O=c1nc(O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,O=c1nc(O)ccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,train,0.9574468085106383
Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C=C3,Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C1OC31,train,0.4888888888888889
CNC(=O)C(CS)NC(C)=O,CNC(=O)C(CSC)NC(C)=O,train,0.6206896551724138
[H]N=c1nc(O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CN21,[H]N=c1nc(O)c2c([nH]1)NCC1C[N+](c3ccc(C(=O)NC(CCC(=O)O)C(=O)[O-])cc3)=CN21,train,0.5802469135802469
NCc1[nH]cc(CCC(=O)O)c1CC(=O)O,Cc1[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]cc(CCC(=O)O)c4CC(=O)O)c(CCC(=O)O)c3CC(=O)O)c(CCC(=O)O)c2CC(=O)O)c(CCC(=O)O)c1CC(=O)O,train,0.5681818181818182
Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C,train,0.46875
NC(CO)C(=O)O,C=C(N)C(=O)O,train,0.238095238095238
Cc1c(C)c(C)c(O)c(C)c1C,COP(=O)(OC)Oc1c(C)c(C)c(C)c(C)c1C,train,0.2083333333333333
[H]N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1,Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O,train,0.5606060606060606
Nc1c(O)cccc1C(=O)CC(N)C(=O)O,Nc1c(O)cccc1C(=O)O,train,0.5454545454545454
CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,train,0.7666666666666667
Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,train,0.9591836734693876
C=C(OP(=O)(O)O)C(=O)O,O=C(O)C(CO)OP(=O)(O)O,train,0.3
CSC(=O)N(C)C,CN(C)C(=O)[S+](C)[O-],train,0.3333333333333333
O=c1[nH]cnc2[nH]cnc12,O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,train,0.2641509433962264
O=C(O)CC(C(=O)O)C(=O)C(=O)O,O=C(O)CCC(=O)C(=O)O,train,0.2916666666666667
C=C(C)CC(=O)C(=O)O,CC(C)=O,train,0.2777777777777778
O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,O=CC(O)C(O)COP(=O)(O)O,train,0.2272727272727272
COC(=O)C=C(C)C(=O)OC,COC(=O)CC(C)C(=O)OC,train,0.21875
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)CCCCC2SCC3NC(=O)NC32)C(O)C1O,CNC(=O)C(CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)NC(C)=O,train,0.3
Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2,train,0.6451612903225806
CC(=O)NCCOP(=O)(O)OCC(COC(C)=O)OC(C)=O,CC(=O)NCCO,train,0.2926829268292683
COc1ccc2ccc3cccc4ccc1c2c34,Oc1ccc2ccc3cccc4ccc1c2c34,train,0.4827586206896552
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,train,0.7058823529411765
CCCCCCCCCCCCCCC(O)C(O)C(CO)NC(C)=O,CCCCCCCCCCCCCCC(O)C(O)C(N)CO,train,0.5135135135135135
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O,train,0.8888888888888888
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,train,0.574468085106383
COC1OC(COS(=O)(=O)O)C(OS(=O)(=O)O)C(OC)C1NC(C)=O,COC1OC(CO)C(OS(=O)(=O)O)C(OC)C1NC(C)=O,train,0.7777777777777778
