parent_name,child_name,parent_smiles,child_smiles,origin,source,set
Hydrocortisone,Cortisone,C1C2(C)C(=CC(=O)C1)CCC1C3CCC(O)(C(CO)=O)C3(C)CC(O)C21,OC1(C(CO)=O)C2(C)CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CC1,DB00741,DrugBank,train
Phenelzine,Phenylacetic acid,C(Cc1ccccc1)NN,O=C(Cc1ccccc1)O,DB00780,DrugBank,train
Phenelzine,Phenethylamine,C(NN)Cc1ccccc1,C(CN)c1ccccc1,DB00780,DrugBank,train
Phenethylamine,Phenylacetic acid,c1(CCN)ccccc1,C(C(=O)O)c1ccccc1,DB00780,DrugBank,train
Candesartan cilexetil,Candesartan,c1cc(C(OC(OC(OC2CCCCC2)=O)C)=O)c2c(nc(OCC)n2Cc2ccc(-c3c(-c4nnn[nH]4)cccc3)cc2)c1,C(C)Oc1nc2c(c(C(=O)O)ccc2)n1Cc1ccc(-c2c(-c3nnn[nH]3)cccc2)cc1,DB00796,DrugBank,train
Pentoxifylline,Lisofylline,O=C(C)CCCCn1c(=O)n(C)c2c(c1=O)n(C)cn2,n1(C)cnc2c1c(=O)n(CCCCC(C)O)c(=O)n2C,DB12406,DrugBank,train
Diazepam,Nordazepam,N1(C)C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,C1(c2ccccc2)=NCC(=O)Nc2ccc(Cl)cc21,DB00829,DrugBank,train
Diazepam,Temazepam,c1cccc(C2=NCC(=O)N(C)c3c2cc(Cl)cc3)c1,Clc1cc2c(cc1)N(C)C(=O)C(O)N=C2c1ccccc1,DB00829,Both,train
Prednisolone,Prednisone,C1=CC(=O)C=C2CCC3C4CCC(C(=O)CO)(O)C4(C)CC(O)C3C12C,C(CO)(=O)C1(O)CCC2C3C(C4(C)C(=CC(=O)C=C4)CC3)C(=O)CC21C,DB15566,DrugBank,train
Cocaine,Benzoylecgonine,c1(C(OC2CC3CCC(C2C(OC)=O)N3C)=O)ccccc1,C(O)(C1C2CCC(CC1OC(=O)c1ccccc1)N2C)=O,DB00907,DrugBank,train
Hydrocodone,Hydromorphone,CN1CCC23C4C(=O)CCC2C1Cc1c3c(c(OC)cc1)O4,C12CCC(=O)C3Oc4c5c(ccc4O)CC1N(C)CCC253,DB15465,Both,train
Dimenhydrinate,8-chlorotheophylline,n1(C)c(=O)n(C)c(=O)c2c1[nH]c(Cl)n2,[nH]1c(Cl)nc2n(C)c(=O)n(C)c(=O)c12,DB00985,DrugBank,train
Isosorbide mononitrate,Isosorbide,C1OC2C(C1O)OCC2O[N+](=O)[O-],O1C2C(C(O)C1)OCC2O,DB01020,DrugBank,train
Phylloquinone,Menatetrenone,c1cc2c(cc1)C(=O)C(CC=C(CCCC(C)CCCC(CCCC(C)C)C)C)=C(C)C2=O,c1ccc2c(c1)C(=O)C(C)=C(CC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C2=O,DB01022,DrugBank,train
Selegiline,Levmetamfetamine,c1(CC(C)N(CC#C)C)ccccc1,CNC(Cc1ccccc1)C,DB01037,Both,train
Fenofibrate,Fenofibric acid,O(C(=O)C(Oc1ccc(C(c2ccc(Cl)cc2)=O)cc1)(C)C)C(C)C,C(c1ccc(Cl)cc1)(c1ccc(OC(C)(C(O)=O)C)cc1)=O,DB01039,DrugBank,train
Benzocaine,Aminobenzoic acid,c1(N)ccc(C(=O)OCC)cc1,c1cc(N)ccc1C(=O)O,DB01086,DrugBank,train
Nefazodone,m-Chlorophenylpiperazine,C1N(CCCn2c(=O)n(CCOc3ccccc3)c(CC)n2)CCN(c2cccc(Cl)c2)C1,C1NCCN(c2cc(Cl)ccc2)C1,DB01149,Both,train
Levodopa,Dopamine,C(N)(C(=O)O)Cc1cc(O)c(O)cc1,NCCc1cc(O)c(O)cc1,DB01235,DrugBank,train
Olsalazine,Mesalazine,N(=Nc1ccc(O)c(C(=O)O)c1)c1ccc(O)c(C(=O)O)c1,c1(C(O)=O)c(O)ccc(N)c1,DB01250,DrugBank,train
Lisdexamfetamine,Dextroamphetamine,N(C(C(N)CCCCN)=O)C(Cc1ccccc1)C,C(C(N)C)c1ccccc1,DB01255,DrugBank,train
Lisdexamfetamine,Lysine,C(CCCC(C(=O)NC(C)Cc1ccccc1)N)N,C(CC(N)C(=O)O)CCN,DB01255,DrugBank,train
Mestranol,Ethinylestradiol,c1(OC)cc2c(cc1)C1C(C3CCC(O)(C#C)C3(C)CC1)CC2,c12cc(O)ccc1C1CCC3(C)C(C1CC2)CCC3(C#C)O,DB01357,Both,train
Colchicine,Colchiceine,O(C)c1cc2c(c(OC)c1OC)-c1c(cc(=O)c(OC)cc1)C(NC(=O)C)CC2,c1c2c(ccc(O)c1=O)-c1c(OC)c(OC)c(OC)cc1CCC2NC(C)=O,DB01394,Both,train
Bambuterol,Terbutaline,O(c1cc(C(CNC(C)(C)C)O)cc(OC(N(C)C)=O)c1)C(=O)N(C)C,N(C(C)(C)C)CC(c1cc(O)cc(O)c1)O,DB01408,DrugBank,train
Testosterone propionate,Testosterone,C1=C2CCC3C4CCC(OC(=O)CC)C4(C)CCC3C2(C)CCC1=O,C1(=O)C=C2CCC3C4CCC(O)C4(C)CCC3C2(C)CC1,DB01420,DrugBank,train
,Edaravone,n1(-c2ccccc2)c(=O)cc(C)n1C,O=C1N(c2ccccc2)N=C(C)C1,DB01435,DrugBank,train
Metamfetamine,Dextroamphetamine,N(C(Cc1ccccc1)C)C,c1cc(CC(N)C)ccc1,DB01577,Both,train
Lauric acid,12-Hydroxydodecanoic Acid,C(CCC)CCCCCCCC(O)=O,C(C(O)=O)CCCCCCCCCCO,DB14185,Both,train
Phenacetin,Acetaminophen,c1c(NC(=O)C)ccc(OCC)c1,O=C(C)Nc1ccc(O)cc1,DB03783,Both,train
Quinestrol,Ethinylestradiol,C1CCC(Oc2cc3c(cc2)C2C(C4CCC(C#C)(O)C4(C)CC2)CC3)C1,C12C3CCc4c(ccc(O)c4)C3CCC1(C)C(O)(C#C)CC2,DB04575,DrugBank,train
Pentaerythritol tetranitrate,Pentaerithrityl,[N+]([O-])(=O)OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],C(O)C(CO)(CO)CO,DB06154,DrugBank,train
Isavuconazonium,Isavuconazole,c1(C(Cn2c[n+](C(C)OC(=O)N(c3c(COC(=O)CNC)cccn3)C)cn2)(C(C)c2nc(-c3ccc(C#N)cc3)cs2)O)c(F)ccc(F)c1,c1c(-c2ccc(C#N)cc2)nc(C(C(c2cc(F)ccc2F)(O)Cn2ncnc2)C)s1,DB06636,DrugBank,train
Betaine,"N,N-dimethylglycine",C(C([O-])=O)[N+](C)(C)C,CN(CC(O)=O)C,DB06756,DrugBank,train
Chloramphenicol succinate,Chloramphenicol,N(C(=O)C(Cl)Cl)C(COC(CCC(=O)O)=O)C(c1ccc([N+](=O)[O-])cc1)O,ClC(Cl)C(NC(CO)C(c1ccc([N+]([O-])=O)cc1)O)=O,DB07565,DrugBank,train
(R)-Fluoxetine,4-(trifluoromethyl)phenol,c1ccc(C(Oc2ccc(C(F)(F)F)cc2)CCNC)cc1,Oc1ccc(C(F)(F)F)cc1,DB08472,Both,train
(S)-Fluoxetine,Seproxetine,N(C)CCC(c1ccccc1)Oc1ccc(C(F)(F)F)cc1,c1ccc(C(CCN)Oc2ccc(C(F)(F)F)cc2)cc1,DB08544,Both,train
Nandrolone decanoate,Nandrolone,C12C(C)(CCC3C4CCC(=O)C=C4CCC13)C(OC(CCCCCCCCC)=O)CC2,C1CC(O)C2(C)CCC3C4CCC(=O)C=C4CCC3C12,DB08804,DrugBank,train
Dimethyl fumarate,Monomethyl fumarate,O=C(C=CC(OC)=O)OC,C(OC)(C=CC(O)=O)=O,DB08908,DrugBank,train
Tedizolid phosphate,Tedizolid,Fc1cc(N2CC(COP(O)(=O)O)OC2=O)ccc1-c1cnc(-c2nn(C)nn2)cc1,c1c(-c2ccc(-c3nnn(C)n3)nc2)c(F)cc(N2C(=O)OC(CO)C2)c1,DB09042,DrugBank,train
Etoperidone,m-Chlorophenylpiperazine,n1(CCCN2CCN(c3cc(Cl)ccc3)CC2)nc(CC)n(CC)c1=O,c1cc(N2CCNCC2)cc(Cl)c1,DB09194,Both,train
Pholcodine,Morphine,C1=CC(O)C2C34C1C(N(C)CC3)Cc1ccc(OCCN3CCOCC3)c(c14)O2,c1(O)c2c3c(cc1)CC1N(C)CCC34C1C=CC(O)C4O2,DB09209,DrugBank,train
Propacetamol,Acetaminophen,C(C(Oc1ccc(NC(C)=O)cc1)=O)N(CC)CC,c1c(O)ccc(NC(=O)C)c1,DB09288,DrugBank,train
Dexpanthenol,Pantothenic acid,C(CCO)NC(C(O)C(CO)(C)C)=O,OCC(C)(C)C(O)C(NCCC(=O)O)=O,DB09357,DrugBank,train
Xylose,Xylitol,C(C(O)C(C(O)C=O)O)O,OCC(O)C(O)C(CO)O,DB09301,DrugBank,train
Xylitol,D-Xylulose,OCC(O)C(C(CO)O)O,C(=O)(CO)C(C(O)CO)O,DB09419,DrugBank,train
Cetyl alcohol,Palmitic Acid,C(CCCCCCCCCO)CCCCCC,C(CCCCCCCCCC(=O)O)CCCCC,DB09494,DrugBank,train
Arbutin,Hydroquinone,OC1C(O)C(O)C(CO)OC1Oc1ccc(O)cc1,c1c(O)ccc(O)c1,DB11217,DrugBank,train
Gamolenic acid,Dihomo-gamma-linolenic acid,C(CC)CCC=CCC=CCC=CCCCCC(O)=O,C(=CCC=CCCCCC)CC=CCCCCCCC(O)=O,DB11358,DrugBank,train
Latanoprostene bunod,Latanoprost,C1(O)CC(O)C(CCC(CCc2ccccc2)O)C1CC=CCCCC(OCCCCO[N+](=O)[O-])=O,CC(OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)C,DB11660,DrugBank,train
Brincidofovir,Cidofovir,C(OCCCOP(=O)(O)COC(CO)Cn1c(=O)nc(N)cc1)CCCCCCCCCCCCCCC,n1c(=O)n(CC(CO)OCP(O)(O)=O)ccc1N,DB12151,DrugBank,train
Lisofylline,Pentoxifylline,n1(CCCCC(O)C)c(=O)n(C)c2ncn(C)c2c1=O,CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,DB00806,Both,train
Trofosfamide,Ifosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,C(CN1CCCOP1(=O)NCCCl)Cl,DB12902,DrugBank,train
Nicoboxil,Niacin,C(C)CCOCCOC(=O)c1cnccc1,c1ncccc1C(=O)O,DB12911,DrugBank,train
Darolutamide,Ketodarolutamide,n1(CC(NC(=O)c2cc(C(O)C)[nH]n2)C)nc(-c2ccc(C#N)c(Cl)c2)cc1,N(C(Cn1nc(-c2cc(Cl)c(C#N)cc2)cc1)C)C(c1n[nH]c(C(=O)C)c1)=O,DB12941,DrugBank,train
Acemetacin,Indomethacin,c1(C)n(C(=O)c2ccc(Cl)cc2)c2c(cc(OC)cc2)c1CC(=O)OCC(O)=O,c1(C)n(C(=O)c2ccc(Cl)cc2)c2c(c1CC(O)=O)cc(OC)cc2,DB13783,DrugBank,train
Iodoform,Iodine,IC(I)I,II,DB13813,DrugBank,train
Arachidonic Acid,Dinoprostone,C(C=CCC=CCC=CCCCC(O)=O)C=CCCCCC,C(CCC(C=CC1C(O)CC(=O)C1CC=CCCCC(O)=O)O)CC,DB00154,DrugBank,train
Methyl nicotinate,Niacin,COC(c1cnccc1)=O,C(O)(c1cccnc1)=O,DB13882,DrugBank,train
Testosterone cypionate,Testosterone,C1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3OC(=O)CCC3CCCC3)C12,C12=CC(=O)CCC1(C)C1C(C3CCC(O)C3(C)CC1)CC2,DB13943,DrugBank,train
Testosterone enanthate,Testosterone,CCCCCCC(OC1CCC2C3C(CCC21C)C1(C)C(=CC(=O)CC1)CC3)=O,C1C2C(CCC3(C)C(O)CCC23)C2(C)C(=CC(=O)CC2)C1,DB13944,DrugBank,train
Testosterone undecanoate,Testosterone,C1C2(C)C(=CC(=O)C1)CCC1C3C(C)(C(OC(=O)CCCCCCCCCC)CC3)CCC21,C12C(C3(C)CCC(=O)C=C3CC1)CCC1(C)C2CCC1O,DB13946,DrugBank,train
Estradiol acetate,Estradiol,CC12CCC3C(CCc4c3ccc(OC(=O)C)c4)C1CCC2O,c1(O)cc2c(cc1)C1CCC3(C)C(CCC3O)C1CC2,DB13952,DrugBank,train
Estradiol benzoate,Estradiol,c1(C(=O)Oc2ccc3c(c2)CCC2C3CCC3(C)C(O)CCC32)ccccc1,Oc1cc2c(cc1)C1CCC3(C)C(O)CCC3C1CC2,DB13953,DrugBank,train
Estradiol cypionate,Estradiol,C12C3C(c4c(cc(O)cc4)CC3)CCC1(C)C(OC(=O)CCC1CCCC1)CC2,Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,DB13954,DrugBank,train
Estradiol dienanthate,Estradiol,CC12CCC3c4c(cc(OC(=O)CCCCCC)cc4)CCC3C1CCC2OC(CCCCCC)=O,C1CC2C3C(c4ccc(O)cc4CC3)CCC2(C)C1O,DB13955,DrugBank,train
Estradiol valerate,Estradiol,CCCCC(=O)OC1CCC2C1(C)CCC1c3c(cc(O)cc3)CCC21,C1(O)CCC2C1(C)CCC1c3c(cc(O)cc3)CCC21,DB13956,DrugBank,train
Isopropyl myristate,Myristic acid,C(CCCCC)CCCCCCCC(=O)OC(C)C,C(CCCCCCCCCCC(O)=O)CC,DB13966,DrugBank,train
Betamethasone phosphate,Betamethasone,FC12C(C3C(C)(C(C(=O)COP(=O)(O)O)(O)C(C)C3)CC1O)CCC1=CC(=O)C=CC12C,C1(C(CO)=O)(O)C(C)CC2C3C(F)(C(O)CC12C)C1(C)C(=CC(=O)C=C1)CC3,DB14669,DrugBank,train
Ceftobiprole medocaril,Ceftobiprole,C(=O)(N1CCC(N2CCC(=CC3=C(C(O)=O)N4C(SC3)C(NC(=O)C(c3nsc(N)n3)=NO)C4=O)C2=O)C1)OCc1c(C)oc(=O)o1,N12C(=O)C(NC(C(=NO)c3nc(N)sn3)=O)C1SCC(C=C1C(=O)N(C3CCNC3)CC1)=C2C(O)=O,DB14733,DrugBank,train
Diroximel fumarate,Monomethyl fumarate,C(C(=O)OCCN1C(=O)CCC1=O)=CC(=O)OC,C(=CC(OC)=O)C(O)=O,DB14783,DrugBank,train
Monomethyl fumarate,Fumaric acid,C(C=CC(OC)=O)(O)=O,OC(C=CC(O)=O)=O,DB08908,DrugBank,train
Benzhydrocodone,Hydrocodone,c1(C(OC2=CCC3C45C2Oc2c4c(ccc2OC)CC3N(C)CC5)=O)ccccc1,C123C4Oc5c(OC)ccc(c51)CC(N(C)CC2)C3CCC4=O,DB15465,DrugBank,train
Prednisolone acetate,Prednisolone,C(C(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C)OC(C)=O,O=C(CO)C1(O)CCC2C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)CC21C,DB15566,DrugBank,train
Molnupiravir,N4-Hydroxycytidine,c1cc(=NO)[nH]c(=O)n1C1OC(COC(C(C)C)=O)C(O)C1O,N(O)c1nc(=O)n(C2C(O)C(O)C(CO)O2)cc1,DB15661,DrugBank,train
Sulopenem etzadroxil,Sulopenem,C1(SC2=C(C(=O)OCOC(C(CC)CC)=O)N3C(C(C(C)O)C3=O)S2)C[S+]([O-])CC1,OC(=O)C1=C(SC2C[S+]([O-])CC2)SC2C(C(O)C)C(=O)N12,DB16335,DrugBank,train
Melphalan flufenamide,Melphalan,CCOC(C(Cc1ccc(F)cc1)NC(=O)C(Cc1ccc(N(CCCl)CCCl)cc1)N)=O,O=C(C(Cc1ccc(N(CCCl)CCCl)cc1)N)O,DB16627,DrugBank,train
L-Acetylleucine,Leucine,O=C(C(CC(C)C)NC(=O)C)O,C(=O)(O)C(CC(C)C)N,DB16956,DrugBank,train
Calcitriol,Calcitroic acid,C1CCC(=CC=C2C(=C)C(O)CC(O)C2)C2CCC(C(C)CCCC(C)(O)C)C12C,C(C(C1C2(C)CCCC(=CC=C3CC(O)CC(O)C3=C)C2CC1)C)C(=O)O,DB00169,DrugBank,train
Tetrahydrofolic acid,"5,10-methylene tetrahydrofolate (THF)",N1c2c(c(=O)nc(N)[nH]2)NC(CNc2ccc(C(=O)NC(C(O)=O)CCC(=O)O)cc2)C1,c1(C(=O)NC(C(=O)O)CCC(=O)O)ccc(N2CN3c4c([nH]c(=N)nc4O)NCC3C2)cc1,DB00158,DrugBank,train
Theophylline,1-Methylxanthine,c1(=O)n(C)c(=O)c2[nH]cnc2n1C,Cn1c(=O)c2c(nc[nH]2)[nH]c1=O,DB00201,DrugBank,train
Temazepam,Oxazepam glucuronide,c1cc2c(cc1Cl)C(c1ccccc1)=NC(O)C(=O)N2C,C1(c2ccccc2)=NC(OC2C(O)C(O)C(O)C(C(=O)O)O2)C(O)=Nc2ccc(Cl)cc21,DB00829,DrugBank,train
Theophylline,3-methylxanthine,c1[nH]c2c(n(C)c(=O)n(C)c2=O)n1,O=c1c2[nH]cnc2n(C)c(=O)[nH]1,DB00201,DrugBank,train
Theophylline,"1,3-dimethyluric acid",c12c(c(=O)n(C)c(=O)n1C)[nH]cn2,[nH]1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c12,DB00201,DrugBank,train
Liothyronine,Diiodothyronine,Ic1cc(CC(N)C(O)=O)cc(I)c1Oc1ccc(O)c(I)c1,c1(I)cc(CC(N)C(=O)O)cc(I)c1Oc1ccc(O)cc1,DB00451,DrugBank,train
Liothyronine,Monoiodothyronine,c1(O)c(I)cc(Oc2c(I)cc(CC(N)C(O)=O)cc2I)cc1,C(C(O)=O)(N)Cc1ccc(Oc2ccc(O)cc2)c(I)c1,DB00451,DrugBank,train
Liothyronine,Triiodothyronine sulfate,c1(CC(C(=O)O)N)cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,O(c1cc(I)c(OS(=O)(=O)O)cc1)c1c(I)cc(CC(N)C(O)=O)cc1I,DB00451,DrugBank,train
Desvenlafaxine,"N,O-Didesmethylvenlafaxine",CN(CC(C1(O)CCCCC1)c1ccc(O)cc1)C,c1cc(C(C2(O)CCCCC2)CNC)ccc1O,DB00285,DrugBank,train
Desvenlafaxine,O-Desmethylvenlafaxine glucuronide,c1(O)ccc(C(C2(O)CCCCC2)CN(C)C)cc1,OC1C(O)C(Oc2ccc(C(CN)C3(O)CCCCC3)cc2)OC(C(=O)O)C1O,DB00285,DrugBank,train
Morphine,Morphine ethereal sulfate,C123CCN(C)C4Cc5ccc(O)c(c51)OC2C(O)C=CC34,C12C=CC(OS(=O)(=O)O)C3Oc4c(OS(=O)(=O)O)ccc5c4C13CCN(C)C2C5,DB00295,DrugBank,train
Morphine,Normorphine,C1(O)C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,C12C3NCCC14C(C(O)C=C2)Oc1c(O)ccc(c14)C3,DB00295,DrugBank,train
Acetaminophen,Acetaminophen glucuronide,c1c(NC(C)=O)ccc(O)c1,C1(O)C(C(=O)O)OC(Oc2ccc(NC(C)=O)cc2)C(O)C1O,DB03783,Both,train
Acetaminophen,Acetaminophen sulfate,Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(OS(O)(=O)=O)cc1,DB03783,Both,train
Acetaminophen,NAPQI,c1(NC(=O)C)ccc(O)cc1,O=C1C=CC(=NC(=O)C)C=C1,DB03783,Both,train
Codeine,norcodeine,O(c1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC143)C,c1(OC)c2c3c(cc1)CC1C4C=CC(O)C(O2)C43CCN1,DB00318,Both,train
Codeine,Codeine-6-glucuronide,C1=CC2C3Cc4ccc(OC)c5c4C2(C(O5)C1O)CCN3C,C1(C(O)=O)C(O)C(O)C(O)C(OC2C3Oc4c5c(ccc4OC)CC4N(C)CCC35C4C=C2)O1,DB00318,Both,train
Nortriptyline,E-10-Hydroxynortriptyline,c12c(cccc1)CCc1ccccc1C2=CCCNC,c1ccc2c(c1)CC(O)c1c(cccc1)C2=CCCNC,DB00321,Both,train
Nortriptyline,Desmethylnortriptyline,c12c(cccc1)CCc1ccccc1C2=CCCNC,c1cc2c(cc1)C(=CCCN)c1ccccc1CC2,DB00321,Both,train
Hydromorphone,Hydromorphone-3-glucuronide,O1C2C34C(C(Cc5ccc(O)c1c53)N(C)CC4)CCC2=O,C12Oc3c(OC4OC(C(O)=O)C(O)C(O)C4O)ccc4c3C13C(CCC2=O)C(N(C)CC3)C4,DB15465,Both,train
Hydromorphone,Norhydromorphone,C1N(C)C2Cc3c4c(c(O)cc3)OC3C(=O)CCC2C43C1,Oc1c2c3c(cc1)CC1C4C3(C(O2)C(=O)CC4)CCN1,DB15465,Both,train
Indomethacin,5-Hydroxyindomethacin,c1cc(C(n2c(C)c(CC(=O)O)c3cc(OC)ccc23)=O)ccc1Cl,c1cc(Cl)ccc1C(=O)n1c(C)c(CC(=O)O)c2c1ccc(O)c2,DB13783,Both,train
Indomethacin,Indomethacin acyl glucuronide,C(Cc1c(C)n(C(c2ccc(Cl)cc2)=O)c2ccc(OC)cc21)(O)=O,C(C(OC1OC(C(=O)O)C(O)C(O)C1O)=O)c1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc21,DB13783,Both,train
Indomethacin,Deacyl indomethacin,c12ccc(OC)cc1c(CC(O)=O)c(C)n2C(c1ccc(Cl)cc1)=O,OC(=O)Cc1c2cc(OC)ccc2[nH]c1C,DB13783,DrugBank,train
Liothyronine,Reverse triiodothyronine (rT3),c1(CC(N)C(=O)O)cc(I)c(Oc2cc(I)c(O)cc2)c(I)c1,OC(C(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)N)=O,DB00451,DrugBank,train
Dextrorphan,Dextrorphan O-glucuronide,c1c2c(ccc1O)CC1N(C)CCC23CCCCC13,O=C(C1C(O)C(O)C(O)C(Oc2cc3c(cc2)CC2N(C)CCC34C2CCCC4)O1)O,DB00514,DrugBank,train
Dextrorphan,Dextrorphan sulfate,C1CC23CCN(C)C(C2CC1)Cc1ccc(O)cc13,CN1CCC23C(C1Cc1ccc(OS(=O)(O)=O)cc12)CCCC3,DB00514,DrugBank,train
Dextrorphan,3-Hydroxymorphinan,C123C(C(Cc4ccc(O)cc41)N(C)CC2)CCCC3,c1c2c(cc(O)c1)C13CCNC(C2)C1CCCC3,DB00514,DrugBank,train
Testosterone,2alpha-hydroxytestosterone,O=C1C=C2CCC3C(CCC4(C)C(O)CCC43)C2(C)CC1,C1CC2C3(C)CC(O)C(=O)C=C3CCC2C2CCC(O)C12C,DB01420,Both,train
Testosterone,15alpha-hydroxytestosterone,C1C2C(C3C(C)(C1)C(O)CC3)CCC1=CC(=O)CCC12C,C12C(C3C(C)(CC1)C(O)CC3O)CCC1=CC(=O)CCC21C,DB01420,Both,train
Testosterone,16alpha-hydroxytestosterone,C12(C)C(=CC(=O)CC1)CCC1C3CCC(O)C3(C)CCC21,C12(C)C(O)C(O)CC1C1C(C3(C)C(=CC(=O)CC3)CC1)CC2,DB01420,Both,train
Testosterone,Testosterone sulfate,CC12C(O)CCC1C1C(C3(C)CCC(=O)C=C3CC1)CC2,C12=CC(=O)CCC1(C)C1C(C3CCC(OS(O)(=O)=O)C3(C)CC1)CC2,DB01420,Both,train
