parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source
DB12532,Oxetacaine,DBMET02227,p-hydroxyphentermine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,CC(C)(N)Cc1ccc(O)cc1,DB12532,DrugBank Augmented
DB12532,Oxetacaine,DBMET02228,N-hydroxyphentermine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,CC(C)(Cc1ccccc1)NO,DB12532,DrugBank Augmented
DB00201,Caffeine,DBMET00271,1-Methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,DrugBank Augmented
DB00829,Diazepam,DBMET00650,Oxazepam glucuronide,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,O=C(O)[C@H]1O[C@@H](OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O,DB00829,DrugBank Augmented
DB00795,Sulfasalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,CC(=O)Nc1ccc(O)c(C(=O)O)c1,DB00795,DrugBank Augmented
DB00201,Caffeine,DBMET00271,1-Methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,DrugBank Augmented
DB00201,Caffeine,DBMET00272,3-methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,DB00201,DrugBank Augmented
DB00201,Caffeine,DBMET00326,"1,3-dimethyluric acid",Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,DB00201,DrugBank Augmented
DB00451,Levothyroxine,DBMET02273,Diiodothyronine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00451,Levothyroxine,DBMET02274,Monoiodothyronine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1ccc(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00451,Levothyroxine,DBMET00559,Triiodothyronine sulfate,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00285,Venlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00285,Venlafaxine,DBMET00967,O-Desmethylvenlafaxine glucuronide,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,NCC(c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB03783,Phenacetin,DBMET00580,Acetaminophen glucuronide,CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,DB03783,DrugBank Augmented
DB03783,Phenacetin,DBMET00653,Acetaminophen sulfate,CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(OS(=O)(=O)O)cc1,DB03783,DrugBank Augmented
DB03783,Phenacetin,DBMET00243,NAPQI,CCOc1ccc(NC(C)=O)cc1,CC(=O)N=C1C=CC(=O)C=C1,DB03783,DrugBank Augmented
DB00321,Amitriptyline,DBMET00052,E-10-Hydroxynortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCC/C=C1\c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00321,Amitriptyline,DBMET00053,Desmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,DB00321,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET00866,Hydromorphone-3-glucuronide,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3C1C5,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET00179,Norhydromorphone,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,O=C1CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5,DB15465,DrugBank Augmented
DB13783,Acemetacin,DBMET00156,5-Hydroxyindomethacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,DB13783,DrugBank Augmented
DB13783,Acemetacin,DBMET00157,Indomethacin acyl glucuronide,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c(C)n2C(=O)c1ccc(Cl)cc1,DB13783,DrugBank Augmented
DB13783,Acemetacin,DBMET00158,Deacyl indomethacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2[nH]c(C)c(CC(=O)O)c2c1,DB13783,DrugBank Augmented
DB00451,Levothyroxine,DBMET02273,Diiodothyronine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00451,Levothyroxine,DBMET02578,Reverse triiodothyronine (rT3),N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,DB00451,DrugBank Augmented
DB00514,Dextromethorphan,DBMET00595,Dextrorphan O-glucuronide,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc13,DB00514,DrugBank Augmented
DB00514,Dextromethorphan,DBMET01317,Dextrorphan sulfate,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OS(=O)(=O)O)cc13,DB00514,DrugBank Augmented
DB00514,Dextromethorphan,DBMET01318,3-Hydroxymorphinan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)NCC3,DB00514,DrugBank Augmented
DB00321,Amitriptyline,DBMET00053,Desmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CCc2ccccc21,DB00321,DrugBank Augmented
DB09215,Droxicam,DBMET00304,5'-Hydroxypiroxicam,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,CN1C(C(O)=Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O,DB09215,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01762,2alpha-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01763,2beta-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01764,15alpha-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[C@@H](O)C[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01765,15beta-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[C@H](O)C[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01766,16alpha-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@@H](O)[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET01767,16beta-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@H](O)[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00556,Testosterone sulfate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OS(=O)(=O)O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02835,1β-hydroxy-testosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CCC3C(CCC4=CC(=O)C[C@@H](O)[C@@]43C)C1CC[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00562,Testosterone glucuronide,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02837,11β-hydroxy-testosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CCC(=O)C=C1CCC1C2[C@@H](O)C[C@@]2(C)C1CC[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00392,6-beta-hydroxytestosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02830,5-alpha androstanedione,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CCC(=O)CC1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,DB01420,DrugBank Augmented
DB12911,Nicoboxil,DBMET02629,Niacinamide,CCCCOCCOC(=O)c1cccnc1,NC(=O)c1cccnc1,DB12911,DrugBank Augmented
DB12911,Nicoboxil,DBMET02630,Nicotinuric Acid,CCCCOCCOC(=O)c1cccnc1,O=C(O)CNC(=O)c1cccnc1,DB12911,DrugBank Augmented
DB12911,Nicoboxil,DBMET02631,Niacinamide N-oxide,CCCCOCCOC(=O)c1cccnc1,NC(=O)c1ccc[n+]([O-])c1,DB12911,DrugBank Augmented
DB12911,Nicoboxil,DBMET02632,Trigonelline,CCCCOCCOC(=O)c1cccnc1,C[n+]1cccc(C(=O)[O-])c1,DB12911,DrugBank Augmented
DB12911,Nicoboxil,DBMET02633,N1-methyl-4-pyridone-5-carboxamide,CCCCOCCOC(=O)c1cccnc1,Cn1ccc(=O)c(C(N)=O)c1,DB12911,DrugBank Augmented
DB12911,Nicoboxil,DBMET02634,N1-methyl-2-pyridone-5-carboxamide,CCCCOCCOC(=O)c1cccnc1,Cn1cc(C(N)=O)ccc1=O,DB12911,DrugBank Augmented
DB00628,Clorazepic acid,DBMET00980,p-Hydroxynordiazepam,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DB00628,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1C=C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02860,20α-dihydro-prednisone (M-V),CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02861,20β-dihydro-prednisone (M-IV),CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@@H](O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02863,6α-hydroxy-prednisone (M-XIII),CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1[C@@H](O)C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02864,6βhydroxy-prednisone (M-XII),CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1[C@H](O)C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,DB15566,DrugBank Augmented
DB00688,Mycophenolate mofetil,DBMET02606,6-O-desmethyl-MPA (DM-MPA),COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,DB00688,DrugBank Augmented
DB00741,Hydrocortisone,DBMET02902,Tetrahydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,DB00741,DrugBank Augmented
DB00741,Hydrocortisone,DBMET02903,Dihydrocortisol,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(O)CO,DB00741,DrugBank Augmented
DB00755,Tretinoin,DBMET03635,13-cis-4-Oxoretinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1=O,DB00755,DrugBank Augmented
DB00755,Tretinoin,DBMET03636,13-cis-Retinoyl-beta-glucuronide,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1,DB00755,DrugBank Augmented
DB00755,Tretinoin,DBMET03638,9-cis-4-Oxoretinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1=O,DB00755,DrugBank Augmented
