parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source,tanimoto,set,TB_Cluster
DB00624,Testosterone,DBMET00558,Dihydrotestosterone,3-oxo-5-alpha-steroid 4-dehydrogenase 2,DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DrugBank,0.5,train,12
DB00624,Testosterone,DBMET02835,1β-hydroxy-testosterone,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC3C(CCC4=CC(=O)CC(O)C43C)C1CCC2O,DrugBank,0.6808510638297872,train,12
DB00624,Testosterone,DBMET00562,Testosterone glucuronide,UDP-glucuronosyltransferase 2B17,DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,Both,0.5737704918032787,train,12
DB00624,Testosterone,DBMET02837,11β-hydroxy-testosterone,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(O)CCC12,DrugBank,0.7021276595744681,train,12
DB00624,Testosterone,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,,DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,DrugBank,0.2916666666666667,train,12
DB00624,Testosterone,DBMET00392,6-beta-hydroxytestosterone,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB01420,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1C(O)CC1C2CCC2(C)C(O)CCC12,Both,0.6666666666666666,train,12
DB01536,Androstenedione,DBMET02830,5-alpha androstanedione,,DB01420,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,DrugBank,0.4680851063829787,train,12
DB00635,Prednisone,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C=CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.6333333333333333,train,12
DB00635,Prednisone,DBMET02860,20α-dihydro-prednisone (M-V),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank,0.6779661016949152,train,12
DB00635,Prednisone,DBMET02863,6α-hydroxy-prednisone (M-XIII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.6949152542372882,train,12
DB14681,Cortisone,DBMET02902,Tetrahydrocortisone,,DB00741,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.5396825396825397,train,12
DB14681,Cortisone,DBMET02903,Dihydrocortisol,,DB00741,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank,0.6779661016949152,train,12
DB00860,Prednisolone,DBMET02848,Δ6-prednisolone (M-XI),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.6333333333333333,train,12
DB00860,Prednisolone,DBMET02849,20α-dihydro-prednisolone (M-III),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DrugBank,0.6896551724137931,train,12
DB00860,Prednisolone,DBMET02851,6αhydroxy-prednisolone (M-VII),,DB15566,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.7068965517241379,train,12
DB01536,Androstenedione,DBMET01585,6beta-hydroxy-androstenedione,Cytochrome P450 3A4,DB01420,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CC(O)C4=CC(=O)CCC43C)C1CCC2=O,Both,0.6,train,12
DB13169,Nandrolone,DBMET03358,19-Norandrosterone,,DB08804,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,CC12CCC3C4CCC(O)CC4CCC3C1CCC2=O,DrugBank,0.2982456140350877,train,12
DB13169,Nandrolone,DBMET03359,19-Noretiocholanolone,,DB08804,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,CC12CCC3C4CCC(O)CC4CCC3C1CCC2O,DrugBank,0.42,train,12
DB00294,Etonogestrel,DBMET02306,Etonogestrel sulfate,,DB00294,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CCC4=CC(OS(=O)(=O)C(C)C)CCC4C3C(=C)CC21CC,DrugBank,0.6376811594202898,train,12
DB00294,Etonogestrel,DBMET02307,Etonogestrel glucuronide,,DB00294,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CCC4=CC(OC5OC(O)C(O)C(O)C5O)CCC4C3C(=C)CC21CC,DrugBank,0.589041095890411,train,12
DB00304,Desogestrel,DBMET01366,6-alpha-hydroxydesogestrel,,DB00304,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CC(O)C4=CCCCC4C3C(=C)CC21CC,DrugBank,0.7049180327868853,train,12
DB00304,Desogestrel,DBMET01368,16-hydroxy-desogestrel,,DB00304,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)C(O)CC2C3CCC4=CCCCC4C3C(=C)CC21CC,DrugBank,0.7333333333333333,train,12
DB00304,Desogestrel,DBMET01370,Desogestrel-17-sulfate,,DB00304,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(OS(=O)(=O)O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,DrugBank,0.71875,train,12
DB00304,Desogestrel,DBMET01371,15-alpha-hydroxydesogestrel,,DB00304,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)CC(O)C2C3CCC4=CCCCC4C3C(=C)CC21CC,DrugBank,0.7166666666666667,train,12
DB00304,Desogestrel,DBMET01642,3-alpha-OH-desogestrel,"Cytochrome P450 2C9, Cytochrome P450 2C19",DB00304,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3C(=C)CC21CC,Both,0.7288135593220338,train,12
DB00304,Desogestrel,DBMET00683,2-hydroxydesogestrel,,DB00304,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CCC4=CCC(O)CC4C3C(=C)C(CC)C21,DrugBank,0.3648648648648648,train,12
DB00378,Dydrogesterone,DBMET00695,20-dihydrodydrogesterone,,DB00378,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,C=C1C=C2C=CC3C(CCC4(C)C(C(C)C)CCC34)C2(C)CC1,DrugBank,0.5,train,12
DB00396,Progesterone,DBMET00286,6β-Hydroxyprogesterone,Cytochrome P450 3A4,DB00396,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CC(O)C4=CC(=O)CCC4(C)C3CCC12C,Both,0.6730769230769231,train,12
DB00396,Progesterone,DBMET01727,21-OH-progesterone,"Cytochrome P450 2C19, Cytochrome P450 2C9",DB00396,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,Both,0.7755102040816326,train,12
DB00603,Medroxyprogesterone acetate,DBMET02809,6β-Hydroxymedroxyprogesterone Acetate (M-2),Cytochrome P450 3A4,DB00603,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)(O)C4=CC(=O)CCC4(C)C3CCC21C,Both,0.6896551724137931,train,12
DB00603,Medroxyprogesterone acetate,DBMET02811,2β-hydroxymedroxyprogesterone acetate (M-4),Cytochrome P450 3A4,DB00603,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C(O)CC4(C)C3CCC21C,Both,0.7241379310344828,train,12
DB00603,Medroxyprogesterone acetate,DBMET02812,1β-hydroxymedroxyprogesterone acetate (M-3),Cytochrome P450 3A4,DB00603,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CC(O)C4(C)C3CCC21C,Both,0.6949152542372882,train,12
DB00687,Fludrocortisone,DBMET02845,20β-dihydrofluorocortisol,,DB00687,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(O)CO)C3(C)CC(O)C12F,DrugBank,0.6885245901639344,train,12
DB00687,Fludrocortisone,DBMET02846,6β-hydroxyfluorocortisol,,DB00687,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,CC12CCC(=O)C=C1C(O)CC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,DrugBank,0.7333333333333333,train,12
DB00714,Apomorphine,DBMET03128,Apocodeine,Catechol O-methyltransferase,DB00714,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,DrugBank,0.7446808510638298,train,12
DB00714,Apomorphine,DBMET03129,Isoapocodeine,Catechol O-methyltransferase,DB00714,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,COc1c(O)ccc2c1-c1cccc3c1C(C2)N(C)CC3,DrugBank,0.7608695652173914,train,12
DB00714,Apomorphine,DBMET03130,O-quinone,,DB00714,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1CC1=C3C(=O)C(=O)C=C1,DrugBank,0.490566037735849,train,12
DB00714,Apomorphine,DBMET03131,Apomorphine 10-glucuronide,,DB00714,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(O)c1-3,DrugBank,0.5645161290322581,train,12
DB00714,Apomorphine,DBMET03132,Apomorphine 11-glucuronide,,DB00714,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1-3,DrugBank,0.5737704918032787,train,12
DB00714,Apomorphine,DBMET03133,Norapomorphine,"Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00714,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,DrugBank,0.5510204081632653,train,12
DB00717,Norethisterone,DBMET02891,5α-dihydronorethisterone,3-oxo-5-alpha-steroid 4-dehydrogenase,DB00717,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CCC4CC(=O)CCC4C3CCC21C,DrugBank,0.5636363636363636,train,12
DB00741,Hydrocortisone,DBMET00372,6-beta-hydrocortisol,Cytochrome P450 3A Subfamily,DB00741,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,Both,0.7241379310344828,train,12
DB00741,Hydrocortisone,DBMET02900,5-beta Tetrahydrocortisol,Aldo-keto reductase family 1 member D1,DB00741,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.5806451612903226,train,12
DB00741,Hydrocortisone,DBMET02905,Tetrahydrocortisol Glucuronide 1,,DB00741,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(C(=O)O)C(O)C(O)C1O,DrugBank,0.3703703703703703,train,12
DB00741,Hydrocortisone,DBMET02904,Tetrahydrocortisol Glucuronide 2,,DB00741,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.5774647887323944,train,12
DB00741,Hydrocortisone,DBMET02906,Tetrahydrocortisone Glucuronide 1,,DB00741,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)COC1OC(C(=O)O)C(O)C(O)C1O,DrugBank,0.2840909090909091,train,12
DB00741,Hydrocortisone,DBMET02907,Tetrahydrocortisone Glucuronide 2,,DB00741,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.3411764705882353,train,12
DB09389,Norgestrel,DBMET03016,Norgestrel Glucuronide Metabolite (Met9),UDP-glucuronosyltransferase 1A1,DB09389,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,DrugBank,0.5774647887323944,train,12
DB00959,Methylprednisolone,DBMET02920,Methylprednisolone M13 Metabolite,,DB00959,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC12C=CC(=O)C=C1C(CO)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.8070175438596491,train,12
DB00959,Methylprednisolone,DBMET02923,Methylprednisolone M7 Metabolite,,DB00959,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1(O)CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DrugBank,0.7068965517241379,train,12
DB00959,Methylprednisolone,DBMET02926,Methylprednisolone M4 Metabolite,,DB00959,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1=CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DrugBank,0.59375,train,12
DB00959,Methylprednisolone,DBMET02929,Methylprednisolone M2 Metabolite,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),DB00959,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(O)CO)C2(C)C=CC(=O)C=C12,DrugBank,0.7,train,12
DB00959,Methylprednisolone,DBMET02931,Methylprednisolone M1 Metabolite,11beta-hydroxysteroid dehydrogenase,DB00959,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1CC2C(C(=O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DrugBank,0.7,train,12
DB00997,Doxorubicin,DBMET00846,Doxorubicin-semiquinone,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial, NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial, Nitric oxide synthase 3, Nitric oxide synthase, inducible, Nitric oxide synthase 1, Xanthine dehydrogenase/oxidase, NAD(P)H dehydrogenase [quinone] 1",DB00997,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C([O])c1c(O)c3c(c(O)c1C2O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,DrugBank,0.6867469879518072,train,12
DB00997,Doxorubicin,DBMET03627,Doxorubicin deoxaglycone,"NADPH--cytochrome P450 reductase, Xanthine dehydrogenase/oxidase, NAD(P)H dehydrogenase [quinone] 1",DB00997,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3,DrugBank,0.5263157894736842,train,12
DB00997,Doxorubicin,DBMET01078,Doxorubicine hydroxyaglycone,,DB00997,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,DrugBank,0.6438356164383562,train,12
DB00997,Doxorubicin,DBMET00647,Doxorubicinol,"Carbonyl reductase [NADPH] 1, Carbonyl reductase [NADPH] 3, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member A1",DB00997,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3OC1CC(N)C(O)C(C)O1,DrugBank,0.7948717948717948,train,12
DB01395,Drospirenone,DBMET00741,"4,5-dihydro-drospirenone-3-sulfate",,DB01395,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,CC12CCC(S(=O)(=O)O)CC1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,DrugBank,0.5151515151515151,train,12
DB01406,Danazol,DBMET00851,Ethisterone,,DB01406,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,DrugBank,0.5932203389830508,train,12
DB01406,Danazol,DBMET00674,17-hydroxymethylethisterone,,DB01406,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=O)C(CO)CC4(C)C3CCC21C,DrugBank,0.5625,train,12
DB01708,Prasterone,DBMET00518,Dehydroepiandrosterone sulfate,,DB01708,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,DrugBank,0.6530612244897959,train,12
DB01708,Prasterone,DBMET00599,Dehydroepiandrosterone 3-glucuronide,,DB01708,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,CC12CCC3C(CC=C4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O,Both,0.5689655172413793,train,12
DB02789,Pregnenolone,DBMET00500,17-Hydroxypregnenolone sulfate,,DB02789,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(=O)C1(O)CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC21C,DrugBank,0.421875,train,12
DB02789,Pregnenolone,DBMET00511,Pregnenolone sulfate,,DB02789,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,Both,0.6851851851851852,train,12
DB02901,Stanolone,DBMET00592,11-Oxo-androsterone glucuronide,,DB02901,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,CC12CC(=O)C3C(CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O,DrugBank,0.2666666666666666,train,12
DB02901,Stanolone,DBMET00593,3-alpha-Androstanediol glucuronide,,DB02901,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,CC12CCC3C(CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2O,DrugBank,0.4333333333333333,train,12
DB02901,Stanolone,DBMET00601,11-beta-Hydroxyandrosterone-3-glucuronide,,DB02901,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,CC12CC(O)C3C(CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O,DrugBank,0.2666666666666666,train,12
DB04839,Cyproterone acetate,DBMET00672,15beta-hydroxycyproterone acetate,,DB04839,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CC(O)C2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,DrugBank,0.7704918032786885,train,12
DB08905,Formestane,DBMET00579,4-Hydroxyandrostenedione glucuronide,,DB08905,CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4=C(OC5OC(C(=O)O)C(O)C(O)C5O)C(=O)CCC43C)C1CCC2=O,Both,0.5263157894736842,train,12
DB11219,Enzacamene,DBMET02091,3-(4-hydroxymethylbenzylidene)camphor,,DB11219,Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,CC12CCC(C(=Cc3ccc(CO)cc3)C1=O)C2(C)C,DrugBank,0.7,train,12
DB13946,Testosterone undecanoate,DBMET03460,Undecanoate,,DB13946,CCCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CCCCCCCCCCC(=O)O,DrugBank,0.2241379310344827,train,12
