parent_id,parent_name,child_id,child_name,enzymes,parent_smiles,child_smiles,tanimoto
DB00153,Ergocalciferol,DBMET02434,25-hydroxyvitamin D,Vitamin D 25-hydroxylase,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)O,0.7931034482758621
DB00153,Ergocalciferol,DBMET02436,"24(R),25dihydroxyvitamin D","25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial, 1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(O)C(C)(C)O,0.7666666666666667
DB00153,Ergocalciferol,DBMET02438,20-hydroxyvitamin D,"Cholesterol side-chain cleavage enzyme, mitochondrial",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2(O)C(C)C=CC(C)C(C)C,0.6349206349206349
DBMET02434,25-hydroxyvitamin D,DBMET02435,Calcitrol,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial, 1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)O,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O,0.8
DB00158,Folic acid,DBMET02314,Dihydrofolate (DHF),Dihydrofolate reductase,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)=N2,0.47435897435897434
DB00158,Folic acid,DB00116,Tetrahydrofolic acid,Dihydrofolate reductase,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,0.5540540540540541
DB00116,Tetrahydrofolic acid,DBMET02316,"5,10-methylene tetrahydrofolate (THF)","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,N=c1nc(O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CN21,0.4578313253012048
DBMET02316,"5,10-methylene tetrahydrofolate (THF)",DBMET00528,5-Methyltetrahydrofolate,Methylenetetrahydrofolate reductase (NADPH),N=c1nc(O)c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CN21,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0.42045454545454547
DB00162,Vitamin A,DBMET01736,All-trans-retinal,"Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 1B1",CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,0.7272727272727273
DB00163,Vitamin E,DBMET02310,13'-hydroxy-alpha-tocopherol,"Cytochrome P450 3A4, Cytochrome P450 4F2",Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,0.8444444444444444
DBMET02310,13'-hydroxy-alpha-tocopherol,DBMET02311,13'-carboxy-alpha-tocopherol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C(=O)O)O2,0.76
DBMET02311,13'-carboxy-alpha-tocopherol,DBMET02320,alpha-carboxydimethyldecadienylhydroxychromanol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCC(=O)O)O2,0.803921568627451
DBMET02320,alpha-carboxydimethyldecadienylhydroxychromanol,DBMET02321,alpha-carboxydimethyloctenylhydroxychromanol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCC(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)C(=O)O)O2,0.803921568627451
DBMET02321,alpha-carboxydimethyloctenylhydroxychromanol,DBMET02322,alpha-carboxydimethylhexylhydroxychromanol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)C(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCC(=O)O)O2,0.7843137254901961
DBMET02322,alpha-carboxydimethylhexylhydroxychromanol,DBMET02323,alpha-caboxymethylbutylhydroxychromanol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCC(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)C(=O)O)O2,0.74
DBMET02323,alpha-caboxymethylbutylhydroxychromanol,DBMET02324,alpha-carboxyethylhydroxychromanol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)C(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC(=O)O)O2,0.6808510638297872
DB00169,Cholecalciferol,DBMET00609,"(23S)-23,25-dihdroxy-24-oxovitamine D3 23-(beta-glucuronide)",,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)C(C)(C)O,0.5432098765432098
DB00169,Cholecalciferol,DB00146,Calcifediol,Vitamin D 25-hydroxylase,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,0.8135593220338984
DB00146,Calcifediol,DB00136,Calcitriol,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0.7903225806451613
DB00175,Pravastatin,DBMET02469,3-alpha-isopravastatin,,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1CCC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,0.5675675675675675
,Pravastatin,DBMET02473,Triol pravastatin,,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1CC(O)C(O)C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C12,0.5675675675675675
DB00175,Pravastatin,DBMET02475,pravastatin glucuronide,,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1CC(OC2OC(C(=O)O)C(O)C(O)C2O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0.7012987012987013
DB00175,Pravastatin,DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)O)C21,0.6307692307692307
DB00175,Pravastatin,DBMET02478,3'(S)-hydroxy-pravastatin,,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0.8253968253968254
DB00175,Pravastatin,DBMET02479,Desacylpravastatin,,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC1C=Cc2cc(O)ccc2C1CCC(O)CC(O)CC(=O)O,0.3783783783783784
DBMET02469,3-alpha-isopravastatin,DBMET02470,"5,6-epoxy-3-alpha-isopravastatin",,CCC(C)C(=O)OC1CCC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1CC2OC2C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C12,0.5657894736842105
DBMET02469,3-alpha-isopravastatin,DBMET02471,7-hydroxy-3-alpha-isopravastatin,,CCC(C)C(=O)OC1CCC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1C(O)CC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,0.7424242424242424
DBMET02473,Triol pravastatin,DBMET02474,"3-keto-5,6-diol pravastatin",,CCC(C)C(=O)OC1CC(O)C(O)C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C12,CCC(C)C(=O)OC1CC(O)C(O)C2=CC(=O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,0.589041095890411
DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,DBMET02477,3'(S)-hydroxy-pravastatin-tetranor glucuronide,,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)O)C21,CC(O)C(C)C(=O)OC1CC(OC2OC(C(=O)O)C(O)C(O)C2O)C=C2C=CC(C)C(CCC(O)O)C21,0.6470588235294118
DBMET02478,3'(S)-hydroxy-pravastatin,DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)O)C21,0.7796610169491526
DB00176,Fluvoxamine,DBMET01673,Fluvoxamino alcohol,"Cytochrome P450 2D6, Cytochrome P450 1A2",COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,NCCON=C(CCCCO)c1ccc(C(F)(F)F)cc1,0.7727272727272727
DB00176,Fluvoxamine,DBMET00250,fluvoxamino acid,Cytochrome P450 1A2,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,NCCON=C(CCCC(=O)O)c1ccc(C(F)(F)F)cc1,0.7021276595744681
DB00177,Valsartan,DBMET00011,Valeryl-4-hydroxyvalsartan,Cytochrome P450 2C9,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,0.8
DB00181,Baclofen,DBMET02215,β-(p-chlorophenyl)-4-hydroxybutyric acid,,NCC(CC(=O)O)c1ccc(Cl)cc1,C=C(CC(=O)O)c1ccc(Cl)cc1,0.3783783783783784
DB00182,Amphetamine,DBMET00733,4-hydroxyamphetamine,Cytochrome P450 2D6,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1,0.6
DB00182,Amphetamine,DBMET00540,Norephedrine,Cytochrome P450 2D6,CC(N)Cc1ccccc1,CC(N)C(O)c1ccccc1,0.39285714285714285
DB00182,Amphetamine,DBMET02222,Phenylacetone,,CC(N)Cc1ccccc1,CC(=O)Cc1ccccc1,0.35714285714285715
DBMET00733,4-hydroxyamphetamine,DBMET01018,4-Hydroxynorephedrine,,CC(N)Cc1ccc(O)cc1,CC(N)C(O)c1ccc(O)cc1,0.4482758620689655
DB00184,Nicotine,DBMET00515,N-Methylnicotinium,,CN1CCCC1c1cccnc1,CN1CCCC1c1ccc[n+](C)c1,0.5384615384615384
DB00184,Nicotine,DBMET00516,Nicotine imine,"Cytochrome P450 2A6, Cytochrome P450 2B6",CN1CCCC1c1cccnc1,C[N+]1=CCCC1c1cccnc1,0.43902439024390244
DB00184,Nicotine,DBMET00519,Cotinine,,CN1CCCC1c1cccnc1,CN1C(=O)CCC1c1cccnc1,0.5641025641025641
DB00184,Nicotine,DBMET00520,Nornicotine,,CN1CCCC1c1cccnc1,c1cncc(C2CCCN2)c1,0.47368421052631576
DB00184,Nicotine,DBMET00524,Nicotine glucuronide,"UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A9",CN1CCCC1c1cccnc1,CN1CCCC1c1ccc[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1,0.375
DB00184,Nicotine,DBMET00526,Norcotinine,,CN1CCCC1c1cccnc1,O=C1CCC(c2cccnc2)N1,0.46153846153846156
DB00184,Nicotine,DBMET00533,Nicotine-1'-N-oxide,Flavin-containing monooxygenase 3,CN1CCCC1c1cccnc1,C[N+]1([O-])CCCC1c1cccnc1,0.4878048780487805
DB00184,Nicotine,DBMET00613,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone,,CN1CCCC1c1cccnc1,CN(CCCC(=O)c1cccnc1)N=O,0.22641509433962265
DB00184,Nicotine,DBMET00643,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,,CN1CCCC1c1cccnc1,CN(CCCC(O)c1cccnc1)N=O,0.22641509433962265
DB00184,Nicotine,DBMET01718,2'-Hydroxynicotine,Cytochrome P450 2A6,CN1CCCC1c1cccnc1,CN1CCCC1(O)c1cccnc1,0.38636363636363635
DBMET00516,Nicotine imine,DBMET00519,Cotinine,Aldehyde oxidase,C[N+]1=CCCC1c1cccnc1,CN1C(=O)CCC1c1cccnc1,0.4418604651162791
DBMET00519,Cotinine,DBMET00529,Cotinine N-oxide,,CN1C(=O)CCC1c1cccnc1,CN1C(=O)CCC1c1ccc[n+]([O-])c1,0.5476190476190477
DBMET00519,Cotinine,DBMET00527,3'-Hydroxycotinine,Cytochrome P450 2A6,CN1C(=O)CCC1c1cccnc1,CN1C(=O)C(O)CC1c1cccnc1,0.5853658536585366
DBMET00519,Cotinine,DBMET00520,Nornicotine,,CN1C(=O)CCC1c1cccnc1,c1cncc(C2CCCN2)c1,0.40476190476190477
DBMET00519,Cotinine,DBMET00533,Nicotine-1'-N-oxide,Flavin-containing monooxygenase 3,CN1C(=O)CCC1c1cccnc1,C[N+]1([O-])CCCC1c1cccnc1,0.4222222222222222
DBMET00519,Cotinine,DBMET00517,Cotinine glucuronide,"UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A9",CN1C(=O)CCC1c1cccnc1,CN1C(=O)CCC1c1ccc[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1,0.39655172413793105
DB00186,Lorazepam,DBMET00648,Lorazepam glucuronide,,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O,0.37681159420289856
DBMET01061,Bortezomib metabolite M1,DBMET01063,Bortezomib metabolite M3,,CC(C)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,0.6666666666666666
DBMET01061,Bortezomib metabolite M1,DBMET01065,Bortezomib metabolite M5,,CC(C)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,CC(C)(O)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,0.7735849056603774
DBMET01062,Bortezomib metabolite M2,DBMET01067,Bortezomib metabolite M8,Cytochrome P450 3A4,CC(C)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,CC(C)CC(O)NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,0.6727272727272727
DBMET01061,Bortezomib metabolite M1,DBMET01082,Bortezomib metabolite M25,,CC(C)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,CC(C)C(O)C(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,0.7547169811320755
DBMET01063,Bortezomib metabolite M3,DBMET01064,Bortezomib metabolite M4,,NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,O=C(NC(Cc1ccccc1)C(=O)O)c1cnccn1,0.8095238095238095
DBMET01067,Bortezomib metabolite M8,DBMET01068,Bortezomib metabolite M33,,CC(C)CC(O)NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,NC(=O)C(NC(=O)c1cnccn1)C(O)c1ccccc1,0.6666666666666666
DB00190,Carbidopa,DBMET00637,"3,4-Dihydroxyphenylacetone",,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(=O)Cc1ccc(O)c(O)c1,0.4473684210526316
DB00190,Carbidopa,DBMET00698,3-(3-hydroxyphenyl)-2-methyllactic acid,,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(O)(Cc1cccc(O)c1)C(=O)O,0.38636363636363635
DB00190,Carbidopa,DBMET00699,3-(3-hydroxyphenyl)-2-methylpropionic acid,,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1cccc(O)c1)C(=O)O,0.2765957446808511
DB00190,Carbidopa,DBMET00700,"3-(3,4-dihydroxyphenyl)-2-methylpropionic acid",,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1ccc(O)c(O)c1)C(=O)O,0.475
DB00190,Carbidopa,DBMET00701,3-(4-hydroxy-3-methoxyphenyl)-2-methyllactic acid,,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,COc1cc(CC(C)(O)C(=O)O)ccc1O,0.4444444444444444
DB00190,Carbidopa,DBMET00702,3-(4-hydroxy-3-methoxyphenyl)-2-methylpropionic acid,,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,COc1cc(CC(C)C(=O)O)ccc1O,0.3333333333333333
DB00191,Phentermine,DBMET02227,p-hydroxyphentermine,,CC(C)(N)Cc1ccccc1,CC(C)(N)Cc1ccc(O)cc1,0.6
DB00191,Phentermine,DBMET02228,N-hydroxyphentermine,,CC(C)(N)Cc1ccccc1,CC(C)(Cc1ccccc1)NO,0.5185185185185185
DBMET02228,N-hydroxyphentermine,DBMET02229,Nitrophentermine,,CC(C)(Cc1ccccc1)NO,CC(C)(Cc1ccccc1)[N+](=O)[O-],0.4375
DB00193,Tramadol,DBMET00324,O-Desmethyltramadol,Cytochrome P450 2D6,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CN(C)CC1CCCCC1(O)c1cccc(O)c1,0.7272727272727273
DB00193,Tramadol,DBMET00343,N-Desmethyltramadol,"Cytochrome P450 3A4, Cytochrome P450 2B6",COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(OC)c1,0.7555555555555555
DBMET00324,O-Desmethyltramadol,DBMET00966,O-Desmethyl-tramado glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A8",CN(C)CC1CCCCC1(O)c1cccc(O)c1,CN(C)CC1CCCCC1(O)c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1,0.5245901639344263
DBMET00324,O-Desmethyltramadol,DBMET00957,"N,O-didesmethyltramadol",Cytochrome P450 2D6,CN(C)CC1CCCCC1(O)c1cccc(O)c1,CNCC1CCCCC1(O)c1cccc(O)c1,0.7209302325581395
DBMET00343,N-Desmethyltramadol,DBMET00957,"N,O-didesmethyltramadol",Cytochrome P450 2D6,CNCC1CCCCC1(O)c1cccc(OC)c1,CNCC1CCCCC1(O)c1cccc(O)c1,0.7111111111111111
DBMET00343,N-Desmethyltramadol,DBMET00954,"N,N-didesmethyltramadol","Cytochrome P450 3A4, Cytochrome P450 2B6",CNCC1CCCCC1(O)c1cccc(OC)c1,COc1cccc(C2(C)CCCCC2CN)c1,0.56
DBMET00957,"N,O-didesmethyltramadol",DBMET00956,"N,N,O-tridesmethyl-tramadol",,CNCC1CCCCC1(O)c1cccc(O)c1,NCC1CCCCC1(O)c1cccc(O)c1,0.7142857142857143
DBMET00954,"N,N-didesmethyltramadol",DBMET00956,"N,N,O-tridesmethyl-tramadol",,COc1cccc(C2(C)CCCCC2CN)c1,NCC1CCCCC1(O)c1cccc(O)c1,0.46
DB00196,Fluconazole,DBMET03500,"O-Glucuronidated metabolite, Fluconazole",UDP-glucuronosyltransferase 2B7,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,O=C(O)C1OC(OC(Cn2cncn2)(Cn2cncn2)c2ccc(F)cc2F)C(O)C(O)C1O,0.5263157894736842
DB00198,Oseltamivir,DBMET02218,Oseltamivir carboxylate,Liver carboxylesterase 1,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O,0.782608695652174
DB00199,Erythromycin,DBMET01656,N-Desmethylerythromycin,Cytochrome P450 3A4,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0.8148148148148148
DB00201,Caffeine,DB01412,Theobromine,"Cytochrome P450 1A2, Cytochrome P450 2E1",Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.5151515151515151
DB00201,Caffeine,DB00277,Theophylline,"Cytochrome P450 1A2, Cytochrome P450 2E1, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 3A4",Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.47058823529411764
DB00201,Caffeine,DBMET00222,"1,3,7-Trimethyluric acid","Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2E1",Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,0.38235294117647056
DB00201,Caffeine,DBMET00223,"1,7-dimethylxanthine",Cytochrome P450 1A2,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.5
DBMET00223,"1,7-dimethylxanthine",DBMET00611,"1,7-Dimethyluric acid","Cytochrome P450 1A2, Cytochrome P450 2A6",Cn1c(=O)[nH]c2ncn(C)c2c1=O,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,0.46875
DB00277,Theophylline,DBMET00271,1-Methylxanthine,Cytochrome P450 1A2,Cn1c(=O)c2[nH]cnc2n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,0.5142857142857142
DBMET00223,"1,7-dimethylxanthine",DBMET00612,5-Acetylamino-6-formylamino-3-methyluracil,Arylamine N-acetyltransferase 2,Cn1c(=O)[nH]c2ncn(C)c2c1=O,CC(=O)Nc1c(NC=O)[nH]c(=O)n(C)c1=O,0.3333333333333333
DBMET00223,"1,7-dimethylxanthine",DBMET00271,1-Methylxanthine,Xanthine dehydrogenase/oxidase,Cn1c(=O)[nH]c2ncn(C)c2c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,0.5
DBMET00271,1-Methylxanthine,DBMET00560,1-Methyluric acid,Xanthine dehydrogenase/oxidase,Cn1c(=O)[nH]c2nc[nH]c2c1=O,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,0.42857142857142855
DB00202,Succinylcholine,DBMET03338,Succinylmonocholine,Cholinesterase,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C[N+](C)(C)CCOC(=O)CCC(=O)O,0.8260869565217391
DBMET03338,Succinylmonocholine,DBMET01477,Succinic Acid,Cholinesterase,C[N+](C)(C)CCOC(=O)CCC(=O)O,O=C(O)CCC(=O)O,0.391304347826087
DBMET03338,Succinylmonocholine,DB00122,Choline,Cholinesterase,C[N+](C)(C)CCOC(=O)CCC(=O)O,C[N+](C)(C)CCO,0.2962962962962963
DB00203,Sildenafil,DBMET01744,N-Desmethyl sildenafil,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2D6",CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CCCc1nn(C)c2c(=O)nc(-c3cc([SH](=O)=O)ccc3OCC)[nH]c12,0.49333333333333335
