parent_name,child_name,parent_smiles,child_smiles,origin,source,set
Astemizole,Tecastemizole,c1c(F)ccc(Cn2c(NC3CCN(CCc4ccc(OC)cc4)CC3)nc3c2cccc3)c1,c1c(F)ccc(Cn2c(NC3CCNCC3)nc3c2cccc3)c1,DB00637,DrugBank,train
Mycophenolate mofetil,Mycophenolic acid,c1(C)c(OC)c(CC=C(C)CCC(=O)OCCN2CCOCC2)c(O)c2c1COC2=O,c1(C)c(OC)c(CC=C(C)CCC(=O)O)c(O)c2c1COC2=O,DB00688,DrugBank,train
Hydrocortisone,Cortisone,C(C(C1(O)C2(C)CC(O)C3C4(C)CCC(=O)C=C4CCC3C2CC1)=O)O,C(C(C1(O)C2(C)CC(=O)C3C4(C)CCC(=O)C=C4CCC3C2CC1)=O)O,DB00741,DrugBank,train
Phenelzine,Phenylacetic acid,C(Cc1ccccc1)NN,C(Cc1ccccc1)(=O)O,DB00780,DrugBank,train
Phenelzine,Phenethylamine,c1cc(CCNN)ccc1,c1cc(CCN)ccc1,DB00780,DrugBank,train
Phenethylamine,Phenylacetic acid,c1cc(CCN)ccc1,c1cc(CC(=O)O)ccc1,DB00780,DrugBank,train
Sulfasalazine,Mesalazine,O=C(c1c(O)ccc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1)O,O=C(c1c(O)ccc(N)c1)O,DB00795,DrugBank,train
Sulfasalazine,Sulfapyridine,c1c(S(=O)(=O)Nc2ccccn2)ccc(N=Nc2cc(C(=O)O)c(O)cc2)c1,c1c(S(=O)(=O)Nc2ccccn2)ccc(N)c1,DB00795,DrugBank,train
Candesartan cilexetil,Candesartan,n1c(OCC)n(Cc2ccc(-c3ccccc3-c3nnnn3)cc2)c2c1cccc2C(=O)OC(C)OC(=O)OC1CCCCC1,n1c(OCC)n(Cc2ccc(-c3ccccc3-c3nnnn3)cc2)c2c1cccc2C(=O)O,DB00796,DrugBank,train
Pentoxifylline,Lisofylline,c1(=O)n(CCCCC(C)=O)c(=O)n(C)c2c1n(C)cn2,c1(=O)n(CCCCC(C)O)c(=O)n(C)c2c1n(C)cn2,DB12406,DrugBank,train
Diazepam,Nordazepam,c1ccc(C2=NCC(=O)N(C)c3c2cc(Cl)cc3)cc1,c1ccc(C2=NCC(=O)Nc3c2cc(Cl)cc3)cc1,DB00829,DrugBank,train
Diazepam,Temazepam,N1(C)C(=O)CN=C(c2ccccc2)c2c1ccc(Cl)c2,N1(C)C(=O)C(O)N=C(c2ccccc2)c2c1ccc(Cl)c2,DB00829,Both,train
Prednisolone,Prednisone,C12CCC3=CC(=O)C=CC3(C)C1C(O)CC1(C)C2CCC1(O)C(=O)CO,C12CCC3=CC(=O)C=CC3(C)C1C(=O)CC1(C)C2CCC1(O)C(=O)CO,DB15566,DrugBank,train
Cocaine,Benzoylecgonine,C1(C(=O)OC)C2N(C)C(CC2)CC1OC(=O)c1ccccc1,C1(C(=O)O)C2N(C)C(CC2)CC1OC(=O)c1ccccc1,DB00907,DrugBank,train
Hydrocodone,Hydromorphone,C1N(C)C2C3C4(C1)c1c(ccc(OC)c1OC4C(=O)CC3)C2,C1N(C)C2C3C4(C1)c1c(ccc(O)c1OC4C(=O)CC3)C2,DB15465,Both,train
Isosorbide mononitrate,Isosorbide,C1(ON(=O)O)COC2C1OCC2O,C1(O)COC2C1OCC2O,DB01020,DrugBank,train
Phylloquinone,Menatetrenone,C(=C(C)CCCC(C)CCCC(C)CCCC(C)C)CC1=C(C)C(=O)c2c(cccc2)C1=O,C(=C(C)CCC=C(CCC=C(CCC=C(C)C)C)C)CC1=C(C)C(=O)c2c(cccc2)C1=O,DB01022,DrugBank,train
Fenofibrate,Fenofibric acid,c1c(C(c2ccc(OC(C)(C)C(=O)OC(C)C)cc2)=O)ccc(Cl)c1,c1c(C(c2ccc(OC(C)(C)C(=O)O)cc2)=O)ccc(Cl)c1,DB01039,DrugBank,train
Benzocaine,Aminobenzoic acid,O(C(c1ccc(N)cc1)=O)CC,OC(c1ccc(N)cc1)=O,DB01086,DrugBank,train
Nefazodone,m-Chlorophenylpiperazine,C1N(c2cccc(Cl)c2)CCN(CCCn2nc(CC)n(CCOc3ccccc3)c2=O)C1,C1N(c2cccc(Cl)c2)CCNC1,DB01149,Both,train
Levodopa,Dopamine,c1(O)ccc(CC(N)C(=O)O)cc1O,c1(O)ccc(CCN)cc1O,DB01235,DrugBank,train
Olsalazine,Mesalazine,c1c(N=Nc2ccc(O)c(C(=O)O)c2)cc(C(=O)O)c(O)c1,c1c(N)cc(C(=O)O)c(O)c1,DB01250,DrugBank,train
Lisdexamfetamine,Dextroamphetamine,c1c(CC(C)NC(=O)C(N)CCCCN)cccc1,c1c(CC(C)N)cccc1,DB01255,DrugBank,train
Lisdexamfetamine,Lysine,C(CN)CCC(N)C(=O)NC(C)Cc1ccccc1,C(CN)CCC(N)C(=O)O,DB01255,DrugBank,train
Colchicine,Colchiceine,N(C1c2c(ccc(OC)c(=O)c2)-c2c(cc(OC)c(OC)c2OC)CC1)C(C)=O,N(C1c2c(ccc(O)c(=O)c2)-c2c(cc(OC)c(OC)c2OC)CC1)C(C)=O,DB01394,Both,train
Bambuterol,Terbutaline,O(c1cc(C(CNC(C)(C)C)O)cc(OC(N(C)C)=O)c1)C(=O)N(C)C,Oc1cc(C(CNC(C)(C)C)O)cc(O)c1,DB01408,DrugBank,train
Testosterone propionate,Testosterone,C12=CC(=O)CCC1(C)C1C(CC2)C2C(C)(CC1)C(OC(CC)=O)CC2,C12=CC(=O)CCC1(C)C1C(CC2)C2C(C)(CC1)C(O)CC2,DB01420,DrugBank,train
,Edaravone,c1(=O)cc(C)n(C)n1-c1ccccc1,C1(=O)CC(C)=NN1c1ccccc1,DB01435,DrugBank,train
Metamfetamine,Dextroamphetamine,C(C(C)NC)c1ccccc1,C(C(C)N)c1ccccc1,DB01577,Both,train
Camphor,5-Exo-Hydroxycamphor,CC12CCC(C1(C)C)CC2=O,CC12CC(O)C(C1(C)C)CC2=O,DB01744,Both,train
Lauric acid,12-Hydroxydodecanoic Acid,C(CCCCCCCCCCC)(=O)O,C(CCCCCCCCCCCO)(=O)O,DB14185,Both,train
Phenacetin,Acetaminophen,O=C(C)Nc1ccc(OCC)cc1,O=C(C)Nc1ccc(O)cc1,DB03783,Both,train
Quinestrol,Ethinylestradiol,C12(C)C(C#C)(O)CCC1C1C(CC2)c2c(cc(OC3CCCC3)cc2)CC1,C12(C)C(C#C)(O)CCC1C1C(CC2)c2c(cc(O)cc2)CC1,DB04575,DrugBank,train
Pentaerythritol tetranitrate,Pentaerithrityl,C(C(CON(=O)O)(CON(=O)O)CON(=O)O)ON(=O)O,C(C(CO)(CO)CO)O,DB06154,DrugBank,train
Betaine,"N,N-dimethylglycine",C(CN(C)(C)C)(=O)O,C(CN(C)C)(=O)O,DB06756,DrugBank,train
Chloramphenicol succinate,Chloramphenicol,c1c(C(C(NC(=O)C(Cl)Cl)COC(CCC(=O)O)=O)O)ccc(N(=O)O)c1,c1c(C(C(NC(=O)C(Cl)Cl)CO)O)ccc(N(=O)O)c1,DB07565,DrugBank,train
(S)-Fluoxetine,Seproxetine,C(c1ccc(OC(CCNC)c2ccccc2)cc1)(F)(F)F,C(c1ccc(OC(CCN)c2ccccc2)cc1)(F)(F)F,DB08544,Both,train
Nandrolone decanoate,Nandrolone,C1C2C(C)(CCC3C2CCC2=CC(=O)CCC32)C(OC(CCCCCCCCC)=O)C1,C1C2C(C)(CCC3C2CCC2=CC(=O)CCC32)C(O)C1,DB08804,DrugBank,train
Dimethyl fumarate,Monomethyl fumarate,C(C(OC)=O)=CC(=O)OC,C(C(OC)=O)=CC(=O)O,DB08908,DrugBank,train
Tedizolid phosphate,Tedizolid,c1c(-c2ccc(N3CC(COP(=O)(O)O)OC3=O)cc2F)ccc(-c2nnn(C)n2)n1,c1c(-c2ccc(N3CC(CO)OC3=O)cc2F)ccc(-c2nnn(C)n2)n1,DB09042,DrugBank,train
Etoperidone,m-Chlorophenylpiperazine,C1CN(c2cccc(Cl)c2)CCN1CCCn1nc(CC)n(CC)c1=O,C1CN(c2cccc(Cl)c2)CCN1,DB09194,Both,train
Pholcodine,Morphine,C123CCN(C)C4C1C=CC(O)C2Oc1c3c(ccc1OCCN1CCOCC1)C4,C123CCN(C)C4C1C=CC(O)C2Oc1c3c(ccc1O)C4,DB09209,DrugBank,train
Molsidomine,Linsidomine,c1(NC(OCC)=O)cn(N2CCOCC2)no1,c1(N)cn(N2CCOCC2)no1,DB09282,DrugBank,train
Propacetamol,Acetaminophen,O(c1ccc(NC(C)=O)cc1)C(CN(CC)CC)=O,Oc1ccc(NC(C)=O)cc1,DB09288,DrugBank,train
Dexpanthenol,Pantothenic acid,C(CCNC(C(C(C)(C)CO)O)=O)O,C(CCNC(C(C(C)(C)CO)O)=O)(O)=O,DB09357,DrugBank,train
Xylose,Xylitol,C(C(C(C=O)O)O)(O)CO,C(C(C(CO)O)O)(O)CO,DB09301,DrugBank,train
Xylitol,D-Xylulose,C(CO)(O)C(O)C(CO)O,C(CO)(O)C(O)C(CO)=O,DB09419,DrugBank,train
Cetyl alcohol,Palmitic Acid,C(CCCCCCCCCCC)CCCCO,C(CCCCCCCCCCC)CCCC(O)=O,DB09494,DrugBank,train
Arbutin,Hydroquinone,c1(OC2OC(CO)C(O)C(O)C2O)ccc(O)cc1,c1(O)ccc(O)cc1,DB11217,DrugBank,train
Gamolenic acid,Dihomo-gamma-linolenic acid,C(CCCC=CCC=CCC=CCCCCC)C(=O)O,C(CCCC=CCC=CCC=CCCCCC)CCC(=O)O,DB11358,DrugBank,train
Dihomo-gamma-linolenic acid,Arachidonic Acid,C(CC)CCC=CCC=CCC=CCCCCCCC(=O)O,C(CC)CCC=CCC=CCC=CCC=CCCCC(=O)O,DB13854,DrugBank,train
Latanoprostene bunod,Latanoprost,O(CCCCON(=O)O)C(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,O(C(C)C)C(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,DB11660,DrugBank,train
Lisofylline,Pentoxifylline,n1(C)c2c(c(=O)n(CCCCC(C)O)c1=O)n(C)cn2,n1(C)c2c(c(=O)n(CCCCC(C)=O)c1=O)n(C)cn2,DB00806,Both,train
Oxetacaine,Mephentermine,c1cccc(CC(N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc2ccccc2)(C)C)c1,c1cccc(CC(NC)(C)C)c1,DB12532,DrugBank,train
Oxetacaine,Phentermine,C(C(C)(C)N(C(CN(CC(N(C)C(C)(C)Cc1ccccc1)=O)CCO)=O)C)c1ccccc1,C(C(C)(C)N)c1ccccc1,DB12532,DrugBank,train
Nicoboxil,Niacin,c1c(C(=O)OCCOCCCC)cncc1,c1c(C(=O)O)cncc1,DB12911,DrugBank,train
Darolutamide,Ketodarolutamide,c1cn(CC(C)NC(=O)c2cc(C(C)O)nn2)nc1-c1ccc(C#N)c(Cl)c1,c1cn(CC(C)NC(=O)c2cc(C(C)=O)nn2)nc1-c1ccc(C#N)c(Cl)c1,DB12941,DrugBank,train
Arachidonic Acid,Dinoprostone,OC(CCCC=CCC=CCC=CCC=CCCCCC)=O,OC(CCCC=CCC1C(C=CC(CCCCC)O)C(O)CC1=O)=O,DB00154,DrugBank,train
Methyl nicotinate,Niacin,c1c(C(=O)OC)cncc1,c1c(C(=O)O)cncc1,DB13882,DrugBank,train
Testosterone cypionate,Testosterone,C1CC2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1OC(=O)CCC1CCCC1,C1CC2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1O,DB13943,DrugBank,train
Testosterone enanthate,Testosterone,C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2OC(CCCCCC)=O,C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O,DB13944,DrugBank,train
Testosterone undecanoate,Testosterone,C1C2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C(OC(CCCCCCCCCC)=O)C1,C1C2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C(O)C1,DB13946,DrugBank,train
Estradiol benzoate,Estradiol,c12c(cc(OC(=O)c3ccccc3)cc1)CCC1C2CCC2(C)C1CCC2O,c12c(cc(O)cc1)CCC1C2CCC2(C)C1CCC2O,DB13953,DrugBank,train
Estradiol cypionate,Estradiol,c1cc2c(cc1O)CCC1C2CCC2(C)C1CCC2OC(=O)CCC1CCCC1,c1cc2c(cc1O)CCC1C2CCC2(C)C1CCC2O,DB13954,DrugBank,train
Estradiol valerate,Estradiol,c1c2c(ccc1O)C1CCC3(C)C(C1CC2)CCC3OC(CCCC)=O,c1c2c(ccc1O)C1CCC3(C)C(C1CC2)CCC3O,DB13956,DrugBank,train
Linoleic acid,Arachidonic Acid,C(=CCC=CCCCCC)CCCCCCCC(=O)O,C(=CCC=CCCCCC)CC=CCC=CCCCC(=O)O,DB13959,DrugBank,train
Isopropyl myristate,Myristic acid,C(C)CCCCCCCCCCCC(=O)OC(C)C,C(C)CCCCCCCCCCCC(=O)O,DB13966,DrugBank,train
Baloxavir marboxil,Baloxavir,c1c2c(c(F)c(F)c1)CSc1c(cccc1)C2N1n2c(c(OCOC(OC)=O)c(=O)cc2)C(=O)N2C1COCC2,c1c2c(c(F)c(F)c1)CSc1c(cccc1)C2N1n2c(c(O)c(=O)cc2)C(=O)N2C1COCC2,DB13997,DrugBank,train
Betamethasone phosphate,Betamethasone,OC1CC2(C)C(CC(C)C2(O)C(=O)COP(=O)(O)O)C2C1(F)C1(C)C(=CC(=O)C=C1)CC2,OC1CC2(C)C(CC(C)C2(O)C(=O)CO)C2C1(F)C1(C)C(=CC(=O)C=C1)CC2,DB14669,DrugBank,train
Ceftobiprole medocaril,Ceftobiprole,C1(NC(C(c2nc(N)sn2)=NO)=O)C(=O)N2C1SCC(C=C1CCN(C3CCN(C(OCc4c(C)oc(=O)o4)=O)C3)C1=O)=C2C(=O)O,C1(NC(C(c2nc(N)sn2)=NO)=O)C(=O)N2C1SCC(C=C1CCN(C3CCNC3)C1=O)=C2C(=O)O,DB14733,DrugBank,train
Diroximel fumarate,Monomethyl fumarate,C(C(OC)=O)=CC(=O)OCCN1C(=O)CCC1=O,C(C(OC)=O)=CC(=O)O,DB14783,DrugBank,train
Monomethyl fumarate,Fumaric acid,C(C=CC(=O)OC)(=O)O,C(C=CC(=O)O)(=O)O,DB08908,DrugBank,train
Benzhydrocodone,Hydrocodone,O(C)c1ccc2c3c1OC1C34CCN(C)C(C2)C4CC=C1OC(=O)c1ccccc1,O(C)c1ccc2c3c1OC1C34CCN(C)C(C2)C4CCC1=O,DB15465,DrugBank,train
Prednisolone acetate,Prednisolone,C12C3(C)C=CC(=O)C=C3CCC1C1C(C)(CC2O)C(O)(C(=O)COC(C)=O)CC1,C12C3(C)C=CC(=O)C=C3CCC1C1C(C)(CC2O)C(O)(C(=O)CO)CC1,DB15566,DrugBank,train
Molnupiravir,N4-Hydroxycytidine,n1(C2OC(COC(C(C)C)=O)C(O)C2O)c(=O)nc(=NO)cc1,n1(C2OC(CO)C(O)C2O)c(=O)nc(NO)cc1,DB15661,DrugBank,train
Melphalan flufenamide,Melphalan,c1cc(CC(N)C(=O)NC(C(OCC)=O)Cc2ccc(F)cc2)ccc1N(CCCl)CCCl,c1cc(CC(N)C(=O)O)ccc1N(CCCl)CCCl,DB16627,DrugBank,train
Serdexmethylphenidate,Dexmethylphenidate,c1ccc(C(C(OC)=O)C2CCCCN2C(=O)OCn2cccc(C(=O)NC(CO)C(=O)O)c2)cc1,c1ccc(C(C(OC)=O)C2CCCCN2)cc1,DB16629,DrugBank,train
L-Acetylleucine,Leucine,O=C(C(CC(C)C)NC(C)=O)O,O=C(C(CC(C)C)N)O,DB16956,DrugBank,train
Calcitriol,Calcitroic acid,C12C(=CC=C3C(=C)C(O)CC(O)C3)CCCC1(C)C(C(C)CCCC(C)(C)O)CC2,C12C(=CC=C3C(=C)C(O)CC(O)C3)CCCC1(C)C(C(C)CC(=O)O)CC2,DB00169,DrugBank,train
Tetrahydrofolic acid,"5,10-methylene tetrahydrofolate (THF)",c1(=O)nc(N)nc2c1NC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,c1(O)nc(=N)nc2c1N1C(CN2)CN(c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)C1,DB00158,DrugBank,train
Vitamin E,13'-hydroxy-alpha-tocopherol,C(CC(CCCC(CCCC1(C)CCc2c(c(C)c(C)c(O)c2C)O1)C)C)CC(C)C,C(CC(CCCC(CCCC1(C)CCc2c(c(C)c(C)c(O)c2C)O1)C)C)CC(C)CO,DB11635,DrugBank,train
Phentermine,p-hydroxyphentermine,C(C)(C)(N)Cc1ccccc1,C(C)(C)(N)Cc1ccc(O)cc1,DB12532,DrugBank,train
Phentermine,N-hydroxyphentermine,C(C)(C)(N)Cc1ccccc1,C(C)(C)(NO)Cc1ccccc1,DB12532,DrugBank,train
Theophylline,1-Methylxanthine,n1(C)c(=O)n(C)c2c(c1=O)ncn2,n1(C)c(=O)nc2c(c1=O)ncn2,DB00201,DrugBank,train
Temazepam,Oxazepam glucuronide,c1c2c(ccc1Cl)N(C)C(=O)C(O)N=C2c1ccccc1,c1c2c(ccc1Cl)N=C(O)C(OC1OC(C(=O)O)C(O)C(O)C1O)N=C2c1ccccc1,DB00829,DrugBank,train
Mesalazine,N-acetyl-5-ASA (Ac-5-ASA),c1c(N)cc(C(=O)O)c(O)c1,c1c(NC(C)=O)cc(C(=O)O)c(O)c1,DB00795,Both,train
Theophylline,3-methylxanthine,c12c(=O)n(C)c(=O)n(C)c1ncn2,c12c(=O)nc(=O)n(C)c1ncn2,DB00201,DrugBank,train
Theophylline,"1,3-dimethyluric acid",c1nc2c(=O)n(C)c(=O)n(C)c2n1,c1(=O)nc2c(=O)n(C)c(=O)n(C)c2n1,DB00201,DrugBank,train
Liothyronine,Diiodothyronine,Ic1cc(CC(N)C(=O)O)cc(I)c1Oc1ccc(O)c(I)c1,Ic1cc(CC(N)C(=O)O)cc(I)c1Oc1ccc(O)cc1,DB00451,DrugBank,train
Liothyronine,Monoiodothyronine,c1(CC(N)C(=O)O)cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,c1(CC(N)C(=O)O)ccc(Oc2ccc(O)cc2)c(I)c1,DB00451,DrugBank,train
Liothyronine,Triiodothyronine sulfate,c1c(Oc2c(I)cc(CC(N)C(=O)O)cc2I)ccc(O)c1I,c1c(Oc2c(I)cc(CC(N)C(=O)O)cc2I)ccc(OS(=O)(=O)O)c1I,DB00451,DrugBank,train
Desvenlafaxine,"N,O-Didesmethylvenlafaxine",c1c(O)ccc(C(CN(C)C)C2(O)CCCCC2)c1,c1c(O)ccc(C(CNC)C2(O)CCCCC2)c1,DB00285,DrugBank,train
Desvenlafaxine,O-Desmethylvenlafaxine glucuronide,C(N(C)C)C(c1ccc(O)cc1)C1(O)CCCCC1,C(N)C(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1,DB00285,DrugBank,train
Morphine,Morphine ethereal sulfate,C123CCN(C)C4C1C=CC(O)C2Oc1c3c(ccc1O)C4,C123CCN(C)C4C1C=CC(OS(=O)(=O)O)C2Oc1c3c(ccc1OS(=O)(=O)O)C4,DB00295,DrugBank,train
Morphine,Normorphine,c12c3ccc(O)c1OC1C24CCN(C)C(C3)C4C=CC1O,c12c3ccc(O)c1OC1C24CCNC(C3)C4C=CC1O,DB00295,DrugBank,train
Acetaminophen,Acetaminophen glucuronide,c1(NC(C)=O)ccc(O)cc1,c1(NC(C)=O)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,DB03783,Both,train
Acetaminophen,Acetaminophen sulfate,c1(O)ccc(NC(C)=O)cc1,c1(OS(=O)(=O)O)ccc(NC(C)=O)cc1,DB03783,Both,train
Acetaminophen,NAPQI,O=C(C)Nc1ccc(O)cc1,O=C(C)N=C1C=CC(=O)C=C1,DB03783,Both,train
Codeine,norcodeine,OC1C2Oc3c(OC)ccc4c3C23CCN(C)C(C4)C3C=C1,OC1C2Oc3c(OC)ccc4c3C23CCNC(C4)C3C=C1,DB00318,Both,train
Codeine,Codeine-6-glucuronide,O(C)c1ccc2c3c1OC1C34CCN(C)C(C2)C4C=CC1O,O(C)c1ccc2c3c1OC1C34CCN(C)C(C2)C4C=CC1OC1OC(C(=O)O)C(O)C(O)C1O,DB00318,Both,train
Nortriptyline,E-10-Hydroxynortriptyline,c1c2c(ccc1)C(=CCCNC)c1ccccc1CC2,c1c2c(ccc1)C(=CCCNC)c1ccccc1CC2O,DB00321,Both,train
Nortriptyline,Desmethylnortriptyline,c1cc2c(cc1)CCc1c(cccc1)C2=CCCNC,c1cc2c(cc1)CCc1c(cccc1)C2=CCCN,DB00321,Both,train
Hydromorphone,Hydromorphone-3-glucuronide,C12C34CCN(C)C1Cc1c3c(c(O)cc1)OC4C(=O)CC2,C12C34CCN(C)C1Cc1c3c(c(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)OC4C(=O)CC2,DB15465,Both,train
Hydromorphone,Norhydromorphone,C123C4CCC(=O)C1Oc1c2c(ccc1O)CC4N(C)CC3,C123C4CCC(=O)C1Oc1c2c(ccc1O)CC4NCC3,DB15465,Both,train
Liothyronine,Reverse triiodothyronine (rT3),c1c(CC(N)C(=O)O)cc(I)c(Oc2ccc(O)c(I)c2)c1I,c1c(CC(N)C(=O)O)ccc(Oc2cc(I)c(O)c(I)c2)c1I,DB00451,DrugBank,train
Testosterone,2alpha-hydroxytestosterone,C1CC2C3(C)CCC(=O)C=C3CCC2C2C1(C)C(O)CC2,C1CC2C3(C)CC(O)C(=O)C=C3CCC2C2C1(C)C(O)CC2,DB01420,Both,train
Testosterone,15alpha-hydroxytestosterone,C1CC2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1O,C1C(O)C2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1O,DB01420,Both,train
Testosterone,16alpha-hydroxytestosterone,OC1C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C2CC1,OC1C2(C)CCC3C4(C)CCC(=O)C=C4CCC3C2CC1O,DB01420,Both,train
Testosterone,Testosterone sulfate,C12CCC3=CC(=O)CCC3(C)C1CCC1(C)C2CCC1O,C12CCC3=CC(=O)CCC3(C)C1CCC1(C)C2CCC1OS(=O)(=O)O,DB01420,Both,train
Testosterone,Dihydrotestosterone,C1CC2C3(C)CCC(=O)C=C3CCC2C2C1(C)C(O)CC2,C1CC2C3(C)CCC(=O)CC3CCC2C2C1(C)C(O)CC2,DB01420,DrugBank,train
Testosterone,1β-hydroxy-testosterone,C1=C2C(C)(CCC1=O)C1C(CC2)C2C(C)(CC1)C(O)CC2,C1=C2C(C)(C(O)CC1=O)C1C(CC2)C2C(C)(CC1)C(O)CC2,DB01420,DrugBank,train
Testosterone,Testosterone glucuronide,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O,DB01420,Both,train
Testosterone,11β-hydroxy-testosterone,C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C1CCC2O,C1C2(C)C(=CC(=O)C1)CCC1C2C(O)CC2(C)C1CCC2O,DB01420,DrugBank,train
Testosterone,5-alpha-Dihydrotestosterone glucuronide,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O,CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O,DB01420,DrugBank,train
Testosterone,6-beta-hydroxytestosterone,C1(=O)CCC2(C)C(=C1)CCC1C2CCC2(C)C1CCC2O,C1(=O)CCC2(C)C(=C1)C(O)CC1C2CCC2(C)C1CCC2O,DB01420,Both,train
Androstenedione,5-alpha androstanedione,C12(C)CCC3C(C1CCC2=O)CCC1=CC(=O)CCC31C,C12(C)CCC3C(C1CCC2=O)CCC1C3(C)CCC(=O)C1,DB01420,DrugBank,train
Niacin,Niacinamide,c1(C(=O)O)cccnc1,c1(C(=O)N)cccnc1,DB12911,DrugBank,train
Niacin,Nicotinuric Acid,c1cc(C(=O)O)cnc1,c1cc(C(=O)NCC(=O)O)cnc1,DB12911,DrugBank,train
